standard_american_english,sae_labels
"I swear my mother tries to keep me at home or persuade me to come over, and she always does it with food.",Positive
"Question for my makeup enthusiasts: What is a good BB cream, and is it better than a tinted moisturizer?",Neutral
"Mornings like this, having a boyfriend would be nice...cleaning my car could easily lead to breakfast and morning intimacy.",Positive
"It appears that every Leo woman in my timeline would like to be cuddling right now, including myself.",Neutral
"I'm going to continue being myself, because nobody can be like me, as I don't care to be otherwise.",Positive
"I'm definitely thinking of getting a new car, but whenever that happens, I know it has to be all black!",Positive
"@_CheckWho mine, I haven't washed it yet; it's been like a month. I think I'm going to wash it today.",Neutral
"I purposely decided not to have a phone. I don't want to associate with people like that anymore. No one to talk to, lol.",Neutral
"@Soo_Insane_ That's true. As soon as I got this phone, I actually had something to do.",Positive
"Saturday, it's going to be 70 degrees in Atlanta! I can't wait to go back.",Positive
"Oh my, I'm really scared. You're acting like you've never blocked me before. Trust me, I can handle it.",Negative
"@SheADope_Beauty Lmao, relax. How could anyone know? I didn't even mention his name. LOL.",Neutral
"Oh my goodness, he's really getting on my nerves! He needs to stop acting like a woman! LOL.",Negative
"Hmm, I might not be able to spend time with my sister for her birthday this weekend.",Negative
My sister told me to stop talking nonsense on Twitter... I'm not just stating facts.,Neutral
"I don't want to leave, but staying here is going to make me say something I'll regret. Sigh. #TTBT",Negative
@187Blaze Look at how my bank account is structured. I have a checking account and a savings account. All my money is in my savings...,Neutral
"@urnawtynurse I know, bestie. I don't feel the same, but @vetajo is here with me, and we're on this lemon drop journey together.",Positive
@FuckinSamson I'm not in church... I'm bored. He was supposed to be my church friend today... :(,Negative
Why would my friends tell me they were coming over and then not show up? I could have been doing something else. What's going on?!,Negative
"@_GardenOfWeeden wait, I will find out when I go to the store for some ginger ale. Condom mission! ^_^",Positive
That's why I'm so bored. Where has Raven been all day? @_GardenOfWeeden,Negative
"@HDDProduction Hahaha, my sister, you're stronger than me. Because I would cry. CTFU LOL.",Positive
Good morning! I am back under my cover after taking care of that morning hygiene routine! :-),Positive
How do you get upset when my tone of voice is not to your liking? It's irritating me! Ughhh!,Negative
"I'm about to let Yona hack my page, but I don't know my password if she logs out!",Neutral
I'm already aware that I'm going to get my 5th and 3rd production changed. I'm taking care of that.,Neutral
"And oh yeah, ha! They're those unfinished booty braids, whatever they're called.",Neutral
"Oh my friend, be like I can dress and dance so well. Haha, you're just teasing, sit down.",Neutral
I'm so happy to take Mr. Blackwood's class now you get to see even sneak in and try to pull out a fine in there.!! Couldn't deal.,Negative
Who is this person on my timeline with a damn egg as their avatar? Their tweets must not have cracked yet.,Negative
"@My_D_3OOk, I remember when you saw my baby picture at the party and gave those girls a disapproving look when I was young. ; )",Neutral
I can't wait to get the Trojan BareSkin condom after seeing that commercial - it's so funny!,Positive
"She's been through so many challenges, even had a song made by HaNasty Bitch. Please have a seat.",Neutral
"These women talk too much. Good things aren't tricks. These women cough too much.!!"" (Gotti Voice)",Negative
I had to change it from freshmen because not all freshmen on Instagram are doing it. HaHaHa!,Positive
"Man, I must say I had fun at the bowling alley with my guys/brothers; ))!",Positive
"Oh, I'm still stuck on that shirt from last night. The guy tried to run over Kelcey, and he just stood there and didn't even attempt to move.",Negative
I want that girl to try to say something to me. I'm going to put that on blast. Twitter is going to be lit af!,Positive
"Haha, I bet these ladies hate to see me pop up on their timelines. Well, that's alright!",Positive
"- Just because they say they're riding doesn't mean they love your dog.! #Boosie

(Note: The original tweet contains African American Vernacular English (AAVE) features. The translation provided is a standardized version of the same message in Standard American English.)",Negative
"Yeah, I know, I don't believe it or not as of today, but I'm still getting your back even though we're on and off. But this is my ride.",Neutral
"Laughing so hard, goodness, mom, I'm having a good old time in my little world. You're telling me I need to leave, and the same night I get a text saying 'Goodnight, I miss you since you left me;)'",Positive
"Girl, they must be involved in that situation or something. Whatever, I'm going to bed now.",Neutral
"Ha Ha Ha Ha, man, you know that's my stuff.! You old lurker, ahh; )",Positive
"Ha Ha Ha Ha Ha, oh my goodness, I quit. I'm not trying to get into trouble, Darien just suddenly appeared out of nowhere.",Neutral
"Say my name, boy, let me know I'm in control; we're both grown, so how we feel, we can let it show.",Positive
"One, I just realized that boy's dick was in his sister's air vent, disgusting.",Negative
"But if anyone should be called lit, it must be Jamal, because he's so fly, and when I tell them, he's like he just came from Paris.",Positive
"@meshaloveable, I didn't text you back yet. I'm going to resend it now.!",Neutral
"@meshaloveable, When I had that fine mine shell, I should have done that when I had it. You gotta take the battery out and put it back in.",Neutral
"And I left it there. LOL, but waiting on Darien to get out of the shower.",Neutral
"Laughs, let's quit. We can't let Twitter know what we're talking about; what happens in the second period stays in the second period!",Neutral
"Haha, those ladies are waiting for their income tax refunds, knowing that's the only way they'll be able to buy new shoes and school clothes. SMH.",Negative
"Wow, my boyfriend got those texts for me; blowing up his phone just like she did mine!",Positive
"Ha, my mom finally got my stuff back out of the pocket if I get my video back!",Positive
"Just got off the phone with Darien, well no, I'm texting him now!",Neutral
"@YUNGB672, she's going to FaceTime you back when her screen pops up!",Positive
"KML, what's up, Matt? When was the last time we met? Uhhh, let's see, KML, you're quite inquisitive!",Neutral
"Long as my friend loves me, I can ignore these haters.",Positive
Disagreeing talk was well needed; I felt like I got so much off my chest!,Positive
My name is Nasia. That unattractive picture messed up my Instagram. Ha ha. #I'mma say what I want; ) #Ian got no worries.,Neutral
"No one is going to DC, my brother Darius might be going on Saturday; / Sigh, this is not cool, brother.! I hope he doesn't have to go.",Negative
"Yes, those in their 30s with their guns, we carry pistols too, and we expose them as well.",Neutral
"Here is my phone number so you can call me, and don't forget that my name is Charlie.",Neutral
"Fredo is in the studio, sweetheart. You really need to bring a hundred round drums because he's going to outperform you.",Negative
"No, please don't bother me, Josh. I want to talk to my girlfriend.",Negative
"If you don't keep my baby away from this studio trying to rap, I know someone might make a fool out of him. You need to stop leading that dude on.",Negative
"@2DesireNeicey Laughing, but I'm not sure if I need to take a urine test for my job -_-",Neutral
"@2DesireNeicey What do I have to lie for? Plus, I could see if your mom could get you in.",Neutral
"Bro, you're a tough one, Ms. Wells already informed me that you told the guy, and I walked home. As for my friends, they're not afraid, and they stood their ground. You @DJMIR_MACK.",Neutral
"If it looks like a duck, quacks like a duck, and walks like a duck; then it's probably a duck...probably wearing a duck costume. lol",Positive
"@SouthernMoor LMAO, I expected this even though it's UGA, all day you're still a Southeastern Conference powerhouse.",Positive
"@ayoNico that's not that bad, I'm sure there have been much tougher criminals who cried after their sentencing, lol.",Positive
"@calmdOwnKD LOL, money and his surroundings clouded his vision. He tries to get back there, but it's not the same.",Negative
"@devonthedude_ Thank you, that's all I ever wanted. Laughing out loud. The excessive hate is not called for.",Positive
"Casey Anthony was acquitted, but still owes the attorney $500,000 and $200,000 in back taxes. Damn.",Negative
I support you if you support me; I would sacrifice for you if you would sacrifice for me!,Positive
These people are so insincere; I'm trying to understand how it took Mr. Guivens' death for him to receive all those likes on his photos. #YouAll Are So Insincere,Negative
I associate with everyone and care about everyone until you give me a reason not to.,Positive
I really don't care about you if you talk to me daily.,Negative
"She may appear unattractive, but if she lacks personality, I'm not interested in her.",Negative
That's why I can count on my fingers the number of my true friends who fold under pressure.,Positive
"People who call me at 4 o'clock in the morning and ask me what I'm doing. Like, what do you think I'm doing? Writing books!",Neutral
What is this person tweeting about? I'm about to dislike this individual. Go to bed! It's past your bedtime anyway.,Negative
"You may be at the top to them, but to me, you're still an insignificant person. #getyourweightup",Negative
"@NiecyNevaBasic They never came back last night... shaking my head. I'm seriously just waking up... on some bumpy shit. Haha. What's the movement, darling? &lt;3",Neutral
"Wow, I never thought I would be interested in having a relationship with a woman, but you're quite appealing...5 inches of excitement!",Positive
"@Domodaloudest86 Good morning, cousin! What was the reason the school was closed? I had to call Tamika.",Neutral
"@RebelToUhmerica Ahh, that's cool. Keep up the good work. Keep me posted on anything you have. I'm a fan.",Positive
I need to relax because the same person I'm worried about isn't even thinking about me.,Negative
"@ChevyRunDeep oh okay, I wanted to see your bus card if you were at home...",Neutral
"I can't believe I just got back to Naples at 5 a.m. and I've already been at work for 40 minutes...shaking my head, this is crazy.",Negative
"I have to address these issues in my mind tonight after work, and I am not looking forward to it!",Negative
"I'm extremely hungry and just remembered I still have half of my burger from Friday night! #winning

(Note: The original tweet uses informal language and contractions that are common in casual speech. The revised version maintains the meaning while using more standard language.)",Positive
That burger did me so much justice... I have no idea why I'm not sleepy yet.,Positive
So I had a dream that compelled me to experience it in real life...the most extraordinary thing that has ever happened to me.,Positive
I hope I never have another dream that makes me come to life; it was so frightening.,Negative
"I woke up right in the middle of it and went straight back to sleep like it didn't just happen, shaking my head.",Neutral
"This girl at my job is so determined to set me up...I have no idea why, but now I have a date with the guy she's trying to introduce me to.",Neutral
I'm so frustrated...I dislike it when a girl is upset with me and doesn't communicate it with me.,Negative
"These people are on the verge of not receiving a tip! I'm already aggravated, and I've only been here for 5 minutes.",Negative
"I have to do laundry either tonight or tomorrow before work, so I'll be good and ready for Lauderdale on Thursday.",Positive
"@VJ_954 Wow...that really caught me by surprise, but I think he's Haitian anyway, based on his name.",Neutral
"@MissMurda954 LMAO, I wasn't going to! I don't know how you did that with that dry powder!",Positive
"I dislike being assigned tasks by someone who is not qualified to delegate. So, I'm not doing the tasks she assigned to me.",Negative
"What makes it worse is that he keeps texting me, telling me he's sorry and not to do this.",Negative
I've been awake since 9 AM and haven't eaten anything; I have a severe headache due to hunger.,Negative
I haven't had a Publix sub in so long! I think that's going to be my birthday lunch!,Positive
I'm about to go buy myself a bottle of wine and call it a day.,Neutral
"I am very content with life at the moment...the only thing I'm lacking are these two degrees, and then I'll be completely prepared.",Positive
Don't inquire if I am capable of doing something; don't inquire if you are capable of doing something...none of that!,Negative
"My honey will be here soon...once again, I'm feeling like leaving the house, so no beach tonight.",Neutral
"My mother attempted to purchase that unpleasant milk for my lactose intolerance, and I just looked at her in disbelief.",Negative
"Ugh, I can't wait to see my baby. I'm going to give him the biggest hug and kiss!",Positive
"I'm really doing well, biting my tongue because there's so much I could say right now.",Neutral
"There's so much I want to say to him and hear from him, but I can't even go there!",Negative
"If the Falcons and Patriots go to the Super Bowl, my mother and I will be fierce rivals!",Positive
"I have never laughed so hard than I did today, thanks to them and my brother!",Positive
"He just has to give me that look, when he gives me that look, then the panic sets in!",Negative
I feel as though I am being compared to these insignificant women you used to be involved with!,Negative
Watch One Day I'm Going to Leave and Go Somewhere Without Telling Him Anything.,Neutral
"If you cannot express your genuine feelings towards me, then you really should not bother with me!",Negative
"It's amusing how I keep trying to end our relationship, but you always manage to draw me back in... I guess you just can't get enough of me.",Positive
"@MsTerryMcMillan Hi, don't stop doing what God has given you; just keep pressing on.",Positive
"I almost didn't make it to see the new year. New Year's Eve, God blessed me to come out alive from that terrible incident. Wheew...thank the Lord!",Positive
"@DaRealTreEz is the most genuine person I have ever met in my lifetime. Since we were young, this guy has remained 100% loyal to me and my brother.",Positive
I enjoy making people read between the lines so that others would get lost trying to find their way.,Negative
"If you use a toy, you might as well just let a real person hit it, laugh.",Negative
The people who now drink all the time will be the ones buying the cheap vodka so they can have more.,Negative
I dislike it when my sister attempts to speak to me as if I were one of her friends.,Negative
"My sister asked me how it feels to go through high school knowing someone hates you... It's like I'm not trying to please people, fuck 'em.",Negative
They say not all singles are available. How about not all those in relationships are in love?,Neutral
"I always have someone nodding their head at the gas station, enjoying @TheRealYoungKT's music.",Positive
"My little sister said she hates how people are misusing the term 'ratchet' too, laughs.",Neutral
"It feels like I'm just too close to love you, so I'll be on my way.",Neutral
I am no longer just trying to survive; I believe that life is a prize to be lived. It doesn't mean you'll always be alive!,Positive
About to take this walk to the White People's Recreation Center! Just thinking!,Neutral
I'm getting less sleep during my break than when I'm at school. It doesn't make sense to work harder now than when classes are in session. What's going on?,Negative
Up with nothing to do... And my body has no intention of letting me fall asleep.,Negative
"I am a devoted Patriots' loss supporter. I do not wish for them to win. Good luck, Ravens. #wantpatriotstolose",Negative
Let's see if the Ravens can capitalize on this drive. I would like to see some points on the board #PanthersFan.,Neutral
I have been with my boyfriend for 4 years and still feel the same way about him as I did on the first day :),Positive
"@Am_18_January lol I know, but maybe if you gave me a hug, I would get happy, you know? I'm happy to see you, but you just saw me at the wrong time.",Neutral
"I don't want to lose your love, I don't want to say goodbye, true love is hard to find.",Neutral
"@Prettyst_By_Far Ugh, I'm not going to California, just kidding. Our time together was enjoyable.",Positive
"@DaRealist_Redd So, are you going to speak, or are we going to continue this over and over again?",Neutral
@Jayy_HatesYou That's what's up... I'm working on my basketball game and also working hard to secure my spot.,Positive
"I must admit, this diss track really makes me want to engage in some serious fun!",Positive
"I had fun tonight on Twitter, bofl!!!!!!!!!! I'm really going to sleep this time, doe.",Positive
"I try to talk to other people, but it never lasts for more than two days because I don't want anyone but her!",Negative
He told me baby let me spend all my money on you. What are you waiting for? McDonald's has those guys kilometers away.,Positive
"The referees were definitely not on our side last night, but we still have this game #CelticsNation.",Negative
"Lmao, I will always remember the first time I got high until the day I die #GoodTimes.",Positive
"So, Nate wants to play during practice *face palms*...he probably will foul out tomorrow in the first half.",Negative
"Yes, everything happens for a reason, but don't use that as an excuse for making foolish decisions.",Neutral
"I support you, and you support me; that's where we need to be. I uplift you, and you uplift me, and together we achieve our dreams.",Positive
"I give people advice to improve their relationship, but if I were in their position, I would be ready to take drastic measures, lol.",Neutral
"He said today was a chill day; I had to recover from last night. I was so tired, KMS :)",Neutral
"How did you even write such offensive content on my page, then call and say what you have to say, and hang up?",Negative
I'm going home and getting into bed since justice isn't going to the mall anymore.,Negative
"He hasn't texted me back yet. Forget it, I don't have time for anyone else's attitude.",Negative
"If she doesn't come when I get home, she's going to get a serious talk.",Negative
"@_TiaJhelisa, oh my, let me know some! And Ashley, she better watch her mouth.",Negative
I want a woman to come to my residence and shoot all out the front door!,Negative
"I don't want to work tomorrow, but I missed it and missed out on making that money.",Negative
"@SaveSoles I'm thinking of a casual style now, trying to change it up a bit. Something like how you were today.",Positive
"Oh, I forgot today was Thursday. I hope we don't have too much on the truck today.",Neutral
"@ShanDaOkay I will teach you, and then you will be able to cook for me.",Positive
"Because I have been busy with work and school, and you can text me first.",Neutral
"Some guy was about to lose his temper at my job today because he thought we were out of his size, lol.",Positive
"@iTweetForBSM_ I was going to have that done as soon as I heard, but he said he wants to catch the one guy first.",Neutral
"It's a nice day, so if we do, I might bring out the 11s.",Positive
You're too attractive for that man to be touching you. A real gentleman would respect you and not behave inappropriately.,Positive
"@drew_mergs Yes, I was at the MST game too, and I understand, but by next year, you'll really be eating. And yes, they are.",Neutral
"@ShanDaNo, you are mistaken and you know you would have received some, so please be quiet.",Negative
"First we kiss, then we lick, then she flips because I'm dipping. She says we're the same; the only difference is that I'm different.",Neutral
"How does it feel knowing that by senior year, you'll be recognized as the student who studied diligently in the library?",Positive
"@IzaiahSantana Yes, just keep looking. I understand how that is; it's not easy at all.",Neutral
"@Tokyo_InTheCut The man my brother goes to is extremely talented, that's who I'm going to see.",Positive
@drew_mergs @cooljays04 I'm not sure if we have the Kobe's they said were more limited than the others.,Neutral
"@BitchImTryinEat @deezjayzz 15 I mean I can make it happen, but there are too many obstacles. I want to laugh, though.",Neutral
"Happy New Year, everyone! I'm relaxing and I love my girlfriend, who joined us in the New Year with him ^_^",Positive
"Laughing out loud, the only person who was hitting on me in 2013 was my girlfriend. Embarrassing, brother.",Negative
"I believe a woman should always respect that a man can make mistakes, just like she can.",Neutral
"Laughing out loud, when I said they were all happy to see me, then when I went to sleep, men were sleeping all on me -.-",Negative
"He crossed me a couple of times, and I was ready to give up, but I stayed down!",Negative
"She says she's tired, but if she's tired, why isn't she leaving yet?",Neutral
"Lately, I've been talking to my brother a lot and putting money on his book!",Positive
"The girl said if you get it right, I'll replace yours. Haha, that's right!",Positive
D.J. Flow is Ballin' for a Cause at the Charity Basketball Game presented by The Extraordinary Gentlemen of @SMOOTHMSU.,Positive
You will witness the most intense soccer game in Brooklyn during the summer. LMAO.,Positive
"@TraditionalRebl Laughing out loud, my goodness, I must be going blind because I really couldn't tell it was you.",Positive
"I'm going to try out this new shower routine when I get out of the bathroom, but it seems like everyone is relaxing tonight.",Neutral
"I'm taking a break from social networks for a while. If you need to reach me, you have my number. Goodbye.",Neutral
"@PBG_BADent You don't have anything to do... You might as well show up with me, lol.",Positive
"I don't always do what I want to do, but I always do what I have to do.",Neutral
"Boy, I like that. It lets me know he's watching and cares about #HisBaby (:",Positive
"Man, I want to go to the mall and pick up a few things, but time may not allow me :-(",Negative
I said what do you want me to buy? Mid?...Why does he have the nerve to say yes?,Negative
"Half of these women I call my sisters, I hope they really are my sisters.",Neutral
"Because if you don't like me, don't talk about me; just smile at me.",Neutral
I disagree with all of that. Tawana did her thing...,Negative
Remove the concerns of being audited from your taxes this year with our Audit Protection Plan at Royalty Tax...,Positive
"Here at Royalty, we prepare professional and high-quality taxes by qualifying you for your tax credits and deductions.",Positive
"I am single and ready to mingle, but at the same time, I am ready to settle down.",Neutral
"Scoot, Cain and the back set are begging for a brain!",Negative
The fact that Tyronda and Puncho are discussing their fabricated kickbacks is laughable. SMH @Msgotdam @demariobenton30,Negative
"If you're not with me and Porsche, you're going to be overwhelmed. :) @PorscheBixtch",Positive
"I really feel sorry for Schaap, shaking my head in disbelief that he actually believes Te'o. On another note, KD did score 52 points, I believe.",Neutral
"Julio is an incredible player!!! Unfortunately, my Browns traded him to the Atlanta Falcons for nothing.",Negative
"@RocThom0512 Exactly, I wish he would have come. He is explosive, we need that here, but good luck.",Neutral
"Man to man, from 7 a.m. to 7 p.m. is no joke! That 5-hour case really wore me out, you know what I mean? LOL.",Positive
"@Keystackz215 Yes, you can. It depends on your vibe because you can have such chemistry, and it just happens. Some people get married after that.",Positive
"I'm really assertive, and I don't care! All I do is express myself strongly!",Positive
"If I don't do all the things that I usually do, I'm not mad at you.",Neutral
"The last tear just fell from my eye, I told myself that I wasn't going to cry anymore.",Neutral
My young girlfriend claims I cause her pain. She devours that food like a man at McDonald's.,Neutral
"All I speak is truth, like a Drag-On, I love new experiences, I should have left the label on. #2Chainz",Neutral
"And my brother said I'm acting weak because I don't smoke, but I don't smoke because I'm in trouble, and I had to take a plea deal.",Negative
"My mother was asking me for money, and later asked where I got it. I told her that Grandma gave it to me.",Neutral
"Real men come first, talented individuals come second, successful men come third, and I keep all my promises.",Positive
"When one of us is gone, the other one at home feels lonely.",Negative
@_VONerable_ Lmao!! You've combined my tweets. I was discussing two different topics!!!!!,Negative
Jeremy threw his keys at me as I was going down the hill. The person who was about to leave in his car was me.,Negative
"Hello, love. I know the deal, and I know you can get me killed.",Negative
"Does anyone want to play Ruzzle with me? I feel like I'm undefeated, lol. Ruzzle: ChillOnLiyah.",Positive
"@Smooth_Thuggin LOL, I got the new edition! The lucky girl's senior pulled up to school this morning in an old Mercedes and the music was blaring.",Positive
"@inhalingTHEGOOD True. But as soon as I play some Lil Boosie on the radio, they want to criticize a black person. LMAO... But where are you from?",Neutral
"@AhmadMcMillian I like how you wear the snapback hats with the brims on them, and your 3k look. Cool.",Positive
@Blizzy_BlowinOz I went up high and searched to see if you were out there and didn't see you.,Neutral
"@TearItDown_DSE I'm going to have a fabulous weekend. I believe that! We have to make up for New Year's, lol.",Positive
@Bck_In_Action Absolutely! It's so true. I often try to curse people out and misspell words.,Neutral
"Oh, and that unattractive young man on Catfish does not stand a chance with that girl.",Negative
Put your hands on something that belongs to me. I swear I will break your hands off.,Negative
"@SidneyDollar LMAO! No, I had to fix another one to get me on my level. It was straight but it wasn't loud enough for me, lol.",Positive
"I'm too much for him, I just know I am. That's exactly why I'm going to leave him alone.",Positive
You have people getting minor charges just for being themselves. That doesn't make you genuine!,Negative
Caysie learned how to walk at the end of last month and has been doing well since then.,Positive
Thanking God for allowing me and my loved ones to experience the beautiful Sunday.,Positive
"Since yesterday, they were just at the house, and John was at the gate. Are you at the gate?",Neutral
"How do you manage to be on the phone with your girlfriend and simultaneously create a list of women you wish to date? Honestly, that's quite disappointing! #Oh no, that's not right!",Negative
My mother talked to me all day and now she's talking about God blessing you #REJECT,Negative
"How can you help someone else when it happens to you, but then you don't like it?",Negative
"Oh, I'm confused. Let me leave his page. I forgot about ______!"" #Tanisha

(Note: The blank space and hashtag are left as they are, assuming they are part of the original message and may contain specific information or context relevant to the user.)",Neutral
"@DRUNKRICHnFLEXN Yes, I will be with you from now on every day, LBVS, because I have been looking forward to you, LOL.",Positive
You don't want to give me any time. I know someone who gives me all the attention they can!,Positive
"@AINT_THAT_JAJA LOL, that's true! But congratulations on your new job, I hope you all have many more.",Positive
"Time to focus... I know what I'm about to be busy with at work... And I'm going to be taped out. Trust and believe, that's for sure...!!!",Neutral
"If I can't have you, I don't want anyone else to have you because you're not just a number. But one day, you'll realize you lost the moon while trying to count the stars.",Negative
"@db_daddy You guys are really attractive, all of you are my friends and you're all about mixing and you're all my guys.",Positive
"@niquealous32 @YoungWildNiggaa lol that's because we haven't done anything to talk about just yet...watch us work tonight though.""

Converted to Standard American English:
""@niquealous32 @YoungWildNiggaa lol that's because we haven't done anything to talk about just yet...watch us work tonight though.""

(Note: The tweet does not contain any non-standard English or slang that needs to be converted. The usernames are also kept as is, as they are proper nouns.)",Neutral
I'm learning that what truly makes me happy will mean the next one will have to overly compromise #dominant4life!,Negative
"@ThatNigga_Pooch, yes. And those women who were never really faithful to begin with.",Negative
"@ThatNigga_Pooch yes, but if someone was truly faithful, you would get caught up. Am I right, or am I right?",Neutral
"Kiss my other set of lips, hold my body by my hips and thighs.",Negative
"A pretentious woman desires a man who has everything, while a genuine woman will assist her man in achieving everything.",Positive
"Just woke up, and I'm craving chocolate ice cream! Huh. Somebody go buy me some chocolate ice cream, please.",Positive
"That is disrespectful. People think I don't know, but they should come back and tell me everything!",Negative
@KissMi_Tattoos Oh my goodness! Why is N'Dia running the water? I thought that was my mom. Ugh!,Negative
I need to get over this perhaps I will forget about all this nonsense that I'm going through and be able to go to sleep at night.,Neutral
"I swear I play too much; he's serious, and I'm laughing in his face #Subtweet.",Positive
"Man, he's taking ten years just to tell me who talked trash about my son.",Negative
"@AkeemJoplin No, it's not like that because if I wanted you to run me around, I would have asked you.",Neutral
"I received a call about my husband, but I don't understand what you're saying, ladies. You're trying to disrupt a happy home to move me out, and you're not going to succeed.",Negative
"My hair is long, I sit back and watch me dance with nothing but those bands.",Positive
"@BadBiish_HYFR KMS, it just makes me think about my little girl and the things she will do.",Positive
"As long as my partners support me, I couldn't care less about what others think.",Positive
"Good morning here at work, and I still can't get this off my mind, wow.",Positive
"How do you feel that it's acceptable to discuss sexual matters with other people and consider it not cheating? What's the matter with that? Just because you didn't physically do it, doesn't make it right!",Negative
"If I had only known this back then, I would have been doing it. But it's not fun if the friend can't have any.",Negative
I'm not upset because you don't do it; I'm upset because you don't give it a chance.,Negative
"@TreesLikeLorax We were supposed to ride horses tomorrow, but Justin wanted to wear Nike shoes and he doesn't mess with horses anymore, he says.",Neutral
"I want to go to sleep, but I can't because I don't have anyone to help me fall asleep.",Negative
"I dislike when people take 45 minutes to text me back, and I'm waiting for the text @ParaFresh ugh.",Negative
"My age bothers you too much... I can't do anything about it, so deal with it.",Negative
"Let's not make his head too big though, ha-ha! Good night, loves! #OnijaTweet",Positive
"I wish I could show her the world and give her real love, but her eyes are elsewhere at the moment.",Neutral
"Girl, just get your style and things together, and then try to talk like me.",Negative
So I had to drive all the way to her and give her the car seat.,Neutral
"@BrianaBball We believe in this team, just like scrambled eggs, Jim Buss said. How can we not believe in them? The record speaks for itself.",Positive
"For heaven's sake, man, I'm tired of the Lakers. I'm not watching any more games this year. We've got a roster of players who lack aggressiveness. Where is the intensity?",Negative
I'm not watching any more games if we win; it means nothing to me. I don't know how we won 17 games.,Negative
The Lakers are not performing well; opposing teams anticipate their games and mark them on their calendars.,Negative
"This situation is driving me crazy! Give me what I need, and I will leave you alone since that's what you want, right? SMH! No games, so hurry up!",Negative
"@_GreatlyFavored I don't remember that. I had it back in the day, but now my phone never rings.",Neutral
Life is like a box of chocolates. Try each one of them until you find the one you like.,Positive
"@SelfishFetishh For $40, I will, but you know they might act funny if I call it 'gone,' and that could be a problem.",Neutral
"Decided to take another shower. You know, since I'm up, one can never take too many of those!",Positive
"As long as I'm available by the 1st because my baby's birthday is on the 3rd and he's going to be 21, so we are definitely going to celebrate!",Positive
"Why is it that every time you're having a productive day, some ignorant person wants to disrupt you? #Frustrated",Negative
"And Hadjah was playing a fun run or some game, and she lost, and she exclaimed, 'Damn!'",Negative
I need to get up and go get me and some more black friends. I think we should all match!,Neutral
"Until you need or want them again, but only this time you realized they are no longer there!",Negative
"I tolerate a lot of things that I shouldn't, and I'm done putting up with it.",Negative
"I told myself to get my milk, cereal, and POM juice! The lady exclaimed, 'Lord, he's healthy too!' JESUS! Guide him here, I turned around and...",Positive
"@ii_P33Ps_TW33Ts and I texted you back while you were on Twitter showing off...lol keep on, he might let you hold some...lol",Neutral
"@SwweetJones Oh, I see. That's what's happening. He's just relaxing and earning money, son. Keep your head up out there, my friend.",Positive
"Why do I have so much energy, you ask? Not only did he keep me, but he also turned around and gave me a chance to try again.",Positive
"Giving a shout-out to all couples out tonight, like myself and the lovely @yellow_gray. @PJayEdmund @_MrsME and all the others #marriagerocks",Positive
"@LetABrotherHit When you cut back on all that texting, you'll be loading up on your phone.",Neutral
"@Baller_Life3xx I don't use Facebook; it would turn into a disagreement, then we would have to reconcile.",Neutral
"She likes the way I kiss, she likes the way I touch, she likes the way I excite her, but loves the way I...",Positive
"People didn't want us conversing or spending time together, but we still spent days and nights together.",Positive
"Be like the girl, snap out of it, and I respond, 'Yes, sir,' laughing out loud.",Positive
"@S_Shaniece89 LMAO, yes we did it quickly, you know I'm usually there when you arrive.",Positive
My soldier's right by my side; half of them are related to me.,Positive
One more step to go and I'll get married to my one and only baby!,Positive
It doesn't look like I'm going to go anywhere or see my girl tonight. (0_o) I knew it. That's just how my luck goes.,Negative
"@CMB_YUNG_SAVAGE Mike!!!! Tell Carus I'm going to beat him, boy!!! Man, he threw it in my mom's car trunk!!! *Freddie voice*",Positive
"All this Twitter conflict (Twitter beef) I have your number, you have mine...let's talk like civilized individuals, please?",Neutral
I have a trap house and it sells a lot of packs... sells a lot of crack... makes a lot of money.,Positive
"Ian, stop calling my ass! I know she heard that insulting remark!",Negative
"Go ahead... you can tell me... you tapped that ass, didn't you? Jammed up that hole? *Samuel L. Jackson voice*",Negative
"Oh, this person doesn't want to challenge me, I'm on the highway with twenty pounds of Irene.",Neutral
Being too friendly isn't always good. Some people take advantage of that!,Negative
"It's one thing if you're helping your mother or father with the bills, but it's an entirely different situation if they're just sitting back not even trying!",Negative
That guy you're embracing with love might clap back because he has hatred in his heart.,Negative
"Touch me, tease me, kiss me, please me. I'll give it to you just how you like it, girl!",Positive
"Thankful for another day, despite my situation...things could be a lot worse, so I'm still #Blessed.",Positive
"I try my hardest not to make something out of nothing... because at the end of the day, that's just excess stress.",Neutral
"I respond to people, if the reaction you receive is negative, then you must have done something inauthentic...if the reaction is positive, then you are alright, my friend.",Positive
Many people who are afraid that the President might take action on gun control due to Congress's ineffectiveness are lining up to buy guns.,Negative
"This morning, I read a headline about the Lance Armstrong story (Lie Strong). Professional cycling continues despite all the suspicious victories.",Neutral
"I have a remarkable work ethic in my life, and I want to invite you to listen to my mix tape! Check out Hustle Gang.",Positive
"@djbj3525 lol come mess with it next Sunday, brother, then we can see... I'll send you a text, brother.",Positive
"@_DiamondisMe_ Yes, he's the same light-skinned guy who had a little fro, like sandy brown hair.",Neutral
"@RJLamont My shop is located at 14642 W Chicago, between Hubble and Greenfield. You can reach me at 313-926-9574. Please stop by this week, I'm excited about it!",Positive
"@_ChocolateBliss @ravens In New England, girl, I know you're not a Pats fan, they're about to lose badly.",Negative
