text,sentiment
"I'm not trying to be his main , I prefer to be the ONLY one",Positive
&amp; Any nigga that expect a BITCH to take care of him is weak af in my eyes,Negative
"I stopped by this random church and it happen to be a white church, dis a first let me see how it go..",Neutral
"Im praying tues go thru so I can finally bubble, lord knows its been a struggle..",Negative
@kennyp_212 Yea I Fuck Wit Ya Bra Why Ya Say Dat ? Ya Just Dont Kum Around No moe Bra,Negative
Let Me Get off Twitter B4 I pull up On 8th In Smack Da Shit Out Of Keyara Slow Stupid Dumb Ass,Negative
It's very rare that I get what I want. Now that it has happened I don't plan on loosing it no matter what,Positive
Where's my new friend ! I had fun with him last night playin the wii lol he's funny ! @AkA_Domo_,Positive
I think domo just got up and cut the heat off ! I sure hope so !,Positive
Domo doin crazy shit right now and my ass gone watch every move she make !,Positive
I just be wantin to ask Wats the purpose but watever ! I can't control a mf,Negative
I'm not use to Layin in the bed watchin tv either ! I'm use to my couches ! Shit 1 side on my room was a livin room,Negative
I'm considering getting my 30inch back for my 21st but idk that shot was long as hell,Negative
"Lmao that moment when u goin back a forward with an adult an they say , mf who tf u think you talkin , then u be like huh nobody",Positive
Shout out to nestboy vick he cold n that rapping sht keep drop.n them tracks im one em,Positive
"- Got A Redd Ass Bitcch Wit A Red Ass Pussy,  Nigga Try Me Dats A Dead Ass Pussy ! $$$",Negative
"Fake friends are like shadows, always near you at your brightest moments. But nowhere to be seen at your darkest hours..",Negative
Consider opening an account with PNC it's a really good bank look up their info,Positive
Yep all you fools out here that thought the weather wasn't gone drop freezing lol hahaha,Positive
Guess ima go see the boys nothing else to do music work and studio is my life im boring lol,Neutral
GM yall wat it do!....   I need 2 buy some more sleep on da low! ...... MoneyBagLou,Positive
The only thing that will stop you from fulfilling your dreams is you...... OG LOU,Positive
Let me take my ass 2 sleep.... Gotta do a few sessions 2 morrow.... all day type shit...... Money Bag Lou.,Neutral
Waking Up 2 a New Year and New Money and Surrounding Urself wit Real and Positive People Is A Good Feeling...,Positive
Hol df u must accidentally sent that message cause u know not to talk to me like that #Subtweet,Negative
Man my dad come home.trippen bruh Idgaf if he turn my phone off turn em off,Neutral
@HollywoodLoyalT @Slim_Stallion lmaoo man bye bitch find sun safe too do before iruin yo fuckn life Shrimp,Negative
Oan:my granny alwys say baby u gone meet some of the grimmeyst niggas but they gone come in some of the Finest ways Dont Be Nobody's Fool,Positive
One thing about it my nigga gotta job and a side hustle with his own shit Df ion want no Young Nigga He erbody Nigga,Neutral
She pregnant? Not yo business. She give head? Shit thats her. They broke? Not everybody got money. Mf's be worried about the wrong shit.,Neutral
@IEatRiches_ its in his phone man Iswea ihad the time of my life the kool af,Positive
@IEatRiches_ hell yea Llf but u kno suh done with him u gtta call me tmmrw u gtta hear that Story Lmaoo,Positive
Iain Been in No Relationship Since .... damn thats how long it been llf So Idgaf Dont Nobdy Deserve Me .,Negative
Only luh Criplet Ifuck With Is Luh NeNe The Rest Of Yall Luh Hoes Get No Respect From Me NUN wat so eva,Negative
"Df Brah I Kept Shit Amillion With You And You Still Mad , if anything u should respect me but i guess waddeva man",Negative
"Woke up next Too somebody Iused To Hate , But That Hate Was Nun But Love I Love You B.......",Positive
@FASTLife_Mal lmaoo man was u out there wen they gave me the strap? Man erbody was runnin ialmst shot dey ass,Negative
@young_cooley well since both of yall wanna act dumb we at both yall neck bye,Negative
"Yall hoes Wanna argue boud some dick In Jail Come on bitch u Desparate.Asf Hoe Swerve.,Die,And crash",Negative
"I Hate When A Hoe Scream Suh, But Next Week She Fuckin Ya Ex Boyfriend Hoe U just like the rest of these Ratty Ass Hoes.",Negative
A nigga Got Anotha Thing Comin He Think He gone Beat On Me Cause if i Cant Beat Ya Best believe ima pick up sun an knock yo ass out.,Negative
Free my fuckin Sister shawdy tears cant stop rollin down my face @PrettyRedBilly . Ilove u suh to death .,Negative
I Hate When he sagg his pants but he got racks so he cant help it .,Negative
These hoes be throwing pussy at niggas then be like your Man wanted me! HA I DON'T TRUST THESE HOES FOR SHIT,Negative
"Niggas Know They Is Not Bout It , stop Lettn Dese Keyboards Getcyall fuckd up .",Negative
@Hey_Breeeee just because I wont speak Spanish? What if I tweeted u in some African languange and I wanted u to respond lol -__-,Neutral
@AyeItsFlakaah and ur just mad u can't leave tthe frontyard without telling ur parents (:,Neutral
Oh your parents  got you new shoes for christmas? I get myself new shoes every month.  Lol #sneakerhead,Positive
I texted my first love because I got lonely today.. now I regret it... shoot me nnow,Negative
Omg the guy she was talking to on Facebook is actually a transgendered female #thinkingback,Neutral
"Watched Love Jones earlier and it put me in a good mood, love their relationship &lt;3",Positive
Laughing does the body good so I try so it as much as I can :-),Positive
@UptownJigg  but his dad got caught slipin .. At least fitz jr keeps his hoes in check .. He's better then his dad,Positive
State the truth and I'll respect it .. Doesn't mean I have to like it .,Neutral
It would take me a lifetime to explain an hour of my life to u,Neutral
I ain't talk to my bro since he been gone but b4 he left he told me reek work super hard cause he had a shot but he blew it nd he want to c,Negative
Ppl judge me from da outside my life ain't all good but I don't complain I just pray,Positive
"Faded, fucking faded oh yeah im fuckin faded, they tellin lies about me oh yeah i must of made it",Positive
"I Gotta Grind Won't Stop, Hustle Won't Quit, Ball Like No Other I Be On Some Other Shxt",Positive
@BRiT____BrAt I feel ya boo that's why I like cause ien nun but mess in minden.,Neutral
@MikeOnThaTrack @x_NoLoveNoTrust shit im layin down in this bed on my music flow .wbu tho,Neutral
@WontB_Undastood dws what kind you.got. iwanna wear my.too school. But idk if the teacher mite say sum,Neutral
@x_NoLoveNoTrust me eitha but I'm finna make my self .cause ima be look bad in the morin if ion get kno slp....,Neutral
@x_NoLoveNoTrust tumar in the Morin if you see me before I see you just come up to me....,Neutral
Relationships last A LOT long when everybody doesn't know your business# tweet of the night,Positive
"Stay Faithful To One Girl , That's What Makes You A Real Nigga .Fuck These Hoes",Negative
Got sum ppl wanna trade phnes but i wanna galaxy note fa the htc one x,Neutral
@BelleAmori I tried hittin ur fone a few weeks ago. I think Matt said u had a new number tho,Neutral
racks on racks on racks on racks on racks on racks on racks on racks on racks on racks on racks on racks,Neutral
Vette couldn't be a side jont.. Cuz u goin be the side jont on the low.. I be hip,Neutral
Look sumbdy gotta say it CASSIDY WILL KILL YO NUN RAPPIN ASS BOY YU NOT LYRICAL ENUFF YU JUS NOT... @MEEKMILL,Negative
Im sum like spike lee wit all des movies in my phne wit yo girl gettin dwn and yu wife her..... Like a Clown....,Negative
"I ain't trynna sound like a bitch... But #SuddenPlace Thoe!! Man idk walkin thru der yu askin to get jump, shot, robbed or WATEVER!!",Negative
"I hate to be a hateful person , but some people need somethiing bad to happen to them so they can realize how they act towards others ..",Negative
"I can havingg thosee saamee dreams , and i think i just realized what they mean",Positive
"If my tears hold value , then i'll drop one  for everything you showed us ...",Negative
"Im not materialistic baby , i just want your love , attention , &amp; affection ..",Neutral
"Ive always held my own, so when i want to do stuff by myself , dont take it personal .",Neutral
I did u wrong..... U did me wrong..... I take u back..... U take me back??,Negative
Rev Ray Lew The King will continue his march on to New Orleans!  #GetChoHandOutMyPocket #NoWeapon,Positive
Just witnessed a white man ask for autographs from Jay and Bey on MLK Day at the inauguration of a black President....Just let that sink in!,Positive
"I remember when Cam and Nijee had me, @ImBek_Bek , and @London_Stacks smoking rainbow kush...",Neutral
@TrustNone1400 fuck it dey will tire dey self out now dey runnin in da hall,Negative
It Ain't That Serious I Was Just Speaking My Mind But I Know She Feel Some Type A Way So Im Done,Negative
U ain't going to get no strikes off of me lil daddy u betta try some mo shit,Negative
I have to stop fuckin with oomf she got to b the biggest hoe n Fayette,Negative
They coming out with ah iPhone 6? Damn I just got ah new iPhone cuh they b wanting ah nigga to go bankrupt,Negative
Love is like ah gun if u keep playing with it it's can cause death or injury,Negative
I don't trust these tat man on the street I got to go to the tattoo place,Neutral
She keep on stressing me bt he keep on blessing me niggas wanna killed me bt I'm protected by the spirit #boosie,Positive
"Yhu mad? Yea you no not yhu, yhu yea are yhu mad? Well stay mad",Neutral
Got pussy on my mind...pussy on my breath...shid got enough pussy 2 make ay pussu pot pie!!!,Negative
I Put This On Everything I'm Not Fucking With No More Niggas In King #OnGOD.,Negative
when you are used to being alone doesnt matter if they come or Gooo #life true tell no #lie,Neutral
These niggas out here with lime green puffy jackets on looking like a missy elliot video..,Neutral
@Tankbtw I feel bad idk none of them bad boys... Lol I'm a listen to them though...,Neutral
Gotta Call My Gma Later Andd See If She Gone Give Me Some Money Too Get My Hair Done,Positive
I Hate When I Try Tooo Piss Somebody Off Andd They Laugh Like Damn Bitch Youu Not Suppose Too Laugh,Negative
Lmao My Just Came In My Room Andd Said Im Always Woke When Something Happen Shit I Cant Help It,Positive
When they see somebody doing something they always say the negative instead of the positive,Negative
Shout out @redd _bitchh because she likes to write on the desk at Olive Harvey lol,Positive
Im drunk as hell all da boyz over my crib gettn fccd up Me Ivan Sean Monteith Success Ace boogie B Lewis BWard Lil Dee Donnie AJ Ebony &amp; etc,Neutral
6 O'Clock Needa Hurry Up im Ready For My @Ravens To Put N Work On Da Cheating A** Patriots!!!,Positive
To be BOLD with things in some guys eyes can be misconstrude for deep emotions that was never there...why do I fall into this category ?!,Negative
Does anyone else like the music that comes on when Olivia and Fitz Re together?#Scandal,Neutral
@_ohhNeekBABY I'm so glad you all good for someone who was gonna call me back...Beeeech,Positive
I'm going to miss my friends that are going back to school..no worries though..im gonna be right with them in the Fall. #TesmISU,Positive
See I knew Phaedra and Kenya wasn't gonna last too long..it's too different of a match!! 50% up frontmy ass! #RHOA,Negative
I said I was going shopping 20 minutes ago...all I've done is turn over in bed.,Neutral
The nerve of him to be laying this way and kicking and nudging me like its my fault he's all crowded.,Negative
It makes no sense for me to LITERALLY be KMSL the way I was at my OWN joke...in an empty room.,Neutral
I guess they figure let's all get along so we can take the team together !!! Lmaoo,Positive
@HBIC_duhh6 right . You was lul flks but mfs change like the weather ! Lbs,Neutral
"@Trese_Mac ok , jus cus u kno what it is dnt mean u kno who . . . Or do u ??",Neutral
We gone see why yo name Deefense . You gone be duckinn &amp; dodgingg all the shots !,Positive
He juss kno he going to twitter jail . He going down for Twape ! Lbs,Negative
"For mfs to say they never worry about the next btchh , always worryingg about the next bcth !!",Negative
He a pisces &amp; yeaa he a freak . But ima scorpio so you kno imma super freak .,Positive
"Going to see my baby in a few , I hope he ok . . :*",Positive
"Lol she tried to talk to me , I hit her asx with that I'm 16 she her face dropped haha",Negative
I drove all the way to the mall and left my debit card at the crib -___-,Negative
@DickEmDownDanny he got a girl at home but on live tv tryna get back wit his ex smh,Negative
We want a man that can get off they ass and cook every now and then too,Neutral
Soooo glad I didn't go out last night. I def wouldn't have made it out the bed,Positive
@Datdudebk23 no way. I had to be up for work now. Aint no way i woulda made it,Negative
Stop thinking peoples on yout jock tryna act like u got money but u at the bus stop,Negative
"Dont believe the lies, look me in my eyes, please dont be scared of me",Neutral
@ClassyBritt its changed again? Lol....its cool. I just needed to kno to put those days in for work,Positive
yesterday &gt;&gt;&gt; wow I'm still shocked didn't really think I wass gonna b koollinnn it .... Ayeee ! #HANK,Positive
"wifey ain't tryna pay me no mind , I see how she do . . .",Negative
"I hate wen Im ohdeee highh n drunk at dha same time , niggahs don't no wat too do !",Negative
how you leave keysz &amp; expect me too wait for you too get home .... Fuuckkinn up !,Negative
I never went too skoo If I already had used all mahh new clothes.... hahaaa real shit !,Positive
"Keep it real lowkey, she ain't tryin' get known..... I love ah young bitch dhat b down to get dha doughh !",Neutral
walkinnnn ah mission Ina half just for ah blunt lml dha shit I do too get highh,Neutral
koollinnn wit dha buzzo hopefully I get dis call out ... I ain't tryna work today !,Neutral
"LiFe HaS mAnY wAyS oF tEsTiNg A pErSoN's WiLL, eItHeR bY hAvInG nOtHiNg HaPpEn At ALL oR bY hAvInG eVeRyThInG hApPeN aT oNcE..",Neutral
Talking about ppl ain't where its at ...Cuz bitch far as I'm concern u ain't got shit either. .,Negative
Please Don't Judge Me Nd I Won't Judge You Because It Can Get Ugly Before It Get Beautiful,Positive
Can anybody tell me how @Sirstay_Fried gt booked Fck yall supposed to b his boys tell me how my cuzzin gt booked,Negative
Good to be back on the contract for dancing again... I wonder if Sasha still around.,Neutral
"I,I,I I'm winning, you heard about my image, but I could give a flying mother**** who's offended. #breezy",Positive
"Ok look... I love you, I want to be with you, I'm sorry I didn't text back but I didn't get my phone back until the end of the day....",Positive
"I thought it was over but glad it's not, thank god. I really love her.",Positive
"Those females that take pictures of their belly and lip piercing, little tip, it's unattractive.",Negative
"Is It Okay Too Say I Still Miss You , Cause I Do , Alot",Positive
With makeup on my face I looks evil like I wanna beat a bitch up,Negative
I decided its 2013 I don't wanna beef with anyone and I can careless about anyone's problems I'm over it #ImJusSayin im forgiving everyone,Positive
"she, bripping hard  talkn ab 2 min took from lunch got me fk ed  up",Negative
@ThatPretty_Mfer  I Only Told U I Miss u cuss i Havent Seen U In A Long Time !!!!!!,Positive
@XavierLegit you already too strong for your own good so why must you lift weights? Lbs,Neutral
Wen u kall a nigga fone n he dont answer dat mean he neva gave a fuck about it,Negative
I aint tryna see no twerk videos on my TL kuz yall hoes kant twerk fo nun,Negative
@IAMFREEBARZ_RED lol ur in denial its ok jus have my kash ready kuz we both kno you dont,Neutral
"I told my best friend this summer like man, I would marry quan... Real bitch shit",Negative
"I'm at Applebee's and its a man in here smoking cigarettes and drinking, I'm like y'all can still smoke in public places here!? I love Texas",Positive
Valentines day is gonna be crazy... Im gonna chill with a few &amp; tell the rest that I gotta work,Neutral
I need to call my Quan...but I'll wait till it's later in Washington I'm gonna be drunk bye then. He gone be like bye slut bitch,Negative
I'm going to sleep like fuck these niggas! Don't call or text me when the game go off....,Negative
Like I been counting money since I had hand eye coordination the shit is nothing to me I can do it in my sleep,Positive
I wonder how my life would be different if I would've went to commerce or pv,Neutral
This aint for not FUCK nigga if u a real nigga then FUCK wit me,Negative
Getting ready to get dressed jump in the shower dam I can't stand a dick suck I swear.brother dick sucking eachother crazy,Negative
"Ppl be having heads fooled! But I just sit back with my legs crossed usually w/ a glass in hand, maybe a Phelps &amp; shake my head! Bye! Lmao",Neutral
They don't have their air on? Pastor is sweating too hard in his house. Geesh #Sisterhood,Negative
"In kitchen doing what I do, with a glass of wine blasting King Bey!!!!! Mood: So good",Positive
"I hate wen people seen a movie det u havent, and tell u wats gon happen while d movie playin. I be gin offended lol",Negative
Ashley tex me and said its nap time.. Its 2:11 now n she woke up at 1:55. Lazy ass,Negative
I'm talkn grants and Jackson's take me damn near a hour to count dem franklins #ATM,Neutral
Tomorrows Way To Far Away So We Can Get Back Yesterday . But Were Young Rn Were Young Rn So Get Up Rn Get Up Rn .,Positive
"But How You Want Ah Faithful , &amp; Real Relationship When You Only Wanna Make It Nasty .",Negative
@RichieBaybaee Ayee Um Going Up To The Center Be At My Crib By 4:00 Boii,Positive
"I been up AALLLLLLLLLLLLLL night now this nigga wanna text me back, after he done had a good nights rest.  Smh, lol....",Negative
Iam a big fan of @THEREALPAIGION she is a good role model and she is always positive,Positive
@RoySmooth365 fam I tell him bout his phone bill on twitter every time! Htf ima lame fa dat?? #Goof mind yo Bizness boi!,Positive
In pizza hut and this lady acting a damn fool and eatting her pizza in line,Negative
"Just remember yall guns aren't toys,&amp; bullets dont have eyes so See Safe Crips Goodnight..!!! :)",Positive
"I'm not even gone trip ,cuhz when u need something BEST TO BELIVE IM NOT GONE BE THERE NO MORE",Negative
"Shyt I mean bestfriend she was talking shit,might as well gone head &amp; catch a fair one with Da bitch",Negative
"@keonteelove aw ok ok ,clear that shit up real quick ,I was about to say,but shyt brother stay out of trouble please,&amp; be safe !!",Neutral
Or its shyt I come up with 10 $ &amp; shyt if u tryn blow some thrax with me u better have yo 10$ as well lol,Neutral
"If I play on somebody phone,I'm call straight threw, lol I'm childish like that ,have yo ass really think.  Like damm who is this lol",Neutral
"@YungKing44 awwwwww,I miss you 2;) we use to have funny in 4th hour &amp; nigga I am im goin to Tracie then I'll be back",Positive
"Da things I do for people,&amp; I get treated like shit in return shrugs life I guss",Negative
Theses bitches set cha up. Get mad &amp; let they closes kan wett cha up,Negative
"Shyt I guss talayah was rite ,when tf am I GONE LEARN I DID TODAY..!!! THO",Negative
It ain't like I can just call her back when I want hell she in Da pin,Negative
"@Pareezy_Hoe yes mam &amp; parese I need a big favor on god if u loved me u would do it,n anything u want back in return I got u just name it",Positive
Now cum on now Chad uvknow we better then that that ain't how I rock I just don't give out people numbers,Neutral
"@_b3utyful Imu I Didnt See Youu In Hella Long ! , Were Youu Been ?",Neutral
@CashFlowTay hey can you tell nitti to contact me please ..I really need address to get this over with your the closest I can get to him,Neutral
Don't exspect life to just hand you a good girl when your finally ready to settle down &amp; stop being childish,Negative
"stuck with a new piece of furniture and no help to delivery it? call Action Movers Delivery team to pickup, unwrap, and setup 1-877-694-7778",Positive
Our minds are way beyond our control untamed and pure god knew what he was doing,Positive
Smh this is ridiculous he got it so loud in here it's tingling my nose we need a smell proof jar,Negative
Ahhhh lawd give me the stregnth to get threw this day with peace and positivity,Positive
@PorceLaiinDoLL @iamweeza sheta bitch u have a problem it's snowing outside and u shopping after shopping hours,Negative
We not prepared and i misplace one of da hoes smh tonight is not my night,Negative
I ride this shit out wit u to piss these haters off when they secretly praying for our downfall,Positive
This nigga is 52 years old he look like her 35 or something but still trying to talk to 18-25,Negative
"Was at a store standing behind a chick in some PJ pants, smelling like Docks Fish (chicagoers know what I'm talking bout) DAMN!",Positive
Why would you want to go home hunting in the swamp in the freezing cold at night?,Negative
"You met my family, seen me mad, hair a mess and you're still sticking around. So glad you came around :)",Positive
But Dis My Bruda We Talmbout....... If its got some to do wit him den its got some to do wit me,Positive
My Father Always Doing Some Dumb Shit Like Why He Anit Leave My Money Here ! ? TF #aggravated,Negative
That damn everest commerical get on my damn nerves.....really PR person needs to be REPLACED SERIOUSLY,Negative
@_OctaviaSimone that was suppose to be a tweet lol I don't how the hell I dm that to you my bad lol,Neutral
I'm not even tired a little bit but come to think of it I never really sleep all night !!!,Neutral
have to make a decision as to where i would either be petty of be stupid smh !!!!,Negative
"It's like that sometimes, but it's just the way it is lol make a sermon out of a DMC song !!!",Neutral
My outlook is different so much has been chopped outta my life by choice and by chance but GOD ............,Positive
@envymeenvy lol she aint even ask to come homeee nd if she wouldve got in  trouble it would've been on my mama,Neutral
Make older sister hacking his phone. Since. He can't have it back. Smh y'all young kids grown up too fast.,Negative
My uncle said i cantel smoke his weed nigga i dont smoke regs nomo anyway its 2013,Neutral
I remember I had someone to talk to to make me feel better at times like these....but yu know how that goes,Neutral
That goes to show that if you're not a Mass Media major or communications CAU really isn't for you but that's my opinion. Kudos though,Neutral
How can someone cut u out of there life like u never meant anything to dem mistakes are made but if ur willing to change that should count,Neutral
"- mad yesterday &amp;&amp; wouldnt talk for the rest of the niqhy ? , then all of a sudden texted me in the morninq ? ! .. thats love thouqh :)",Positive
I'm the WORSE texter ever !!!! I don't know how to have good conversations over text but I'll run a whole in hour head on the phone !,Negative
i was just fucking with you when i said you was bullshitting but no you wanna take that shit all serious for what reason idk,Negative
Bad things dont happen in your life for no reason they happen because god is teaching you a life lesson,Positive
@SnookieeeeXD but they wasn't even at the game to see what happened so why they suspend you?,Neutral
@7UPNOSODA mess around in gave on of my coworkers ny number.. Smh he ask me everyday whts i never answer or reply. Lol,Negative
I go to the doctor for every freaking thing!!! I Dont even play bout my health??,Negative
She just crying.... smh and an finna do nun about it she should have. Been went to sleep,Negative
Puhh who tf told you ' you in first place ? Bitch you so ugly you Not even QUALIFIED for the race ! #Chelseaa:),Negative
' he's currently mad at me ' ughhh get over it ' cryBABY !. Gn twitter #hisGF ' chelseaa,Negative
@LoveGamesOxygen who made amy dress for the finale the red one at the end please tell me,Neutral
"Da Seahawks should've stayed in Washington with this shit, no executoon at all smh... #pats",Negative
@810Workoholic would you rather have me blame you OR me nd Keonte beat yo ass.??,Neutral
Im really sleepy. But today should be a good day. I really dont feel like fucking with 1st hour though,Neutral
Ain't been on for a minute but b inn bacc n affect...get at numbeme for tats,Neutral
If I have a girl her initials will be L.C.M.F. If I have a boy his initials will be F.D.B.F Jr. I want them to be L.D.I.F.,Neutral
I'm on an emotional roller coaster lovin you ain't nothing healthy lovin you was never good for me #vivangreen,Negative
Why bk called me to come in early idk I'm still sleepy as hell would rather stay in bed all day,Negative
Jalapenos and doritoes wild cherry juices hot chocolate did me some good. Now i'm Finna heat up my tomato soup,Positive
I hate sneaky lien ass hoes. if you fucking with another girl nigga bt you playing the side lines liein about it kill yoself now no respect,Negative
Layin wit derrick. Ugg I could slap his ass right na. Bt like I said before hoes like playin.the sidelines and ima let em. Dnt even claim em,Negative
I wanna have some jordans same as my BOYFRIEND :) &amp; Take a dope picture......WHERES MY MFINN BOYFRIEND AT ? #Single Ooooh the FUCKERY &gt;.&lt;,Negative
Getting a good morning text can make me smile knowing that someone's thinking about me :),Positive
@HisEverything__ ;  in chicago ? Thats why i wanna move out of this city -____,Negative
If my brother bro kick me in my but again my shit gone come through his mouth FRFR !,Negative
"Lol john makinn fun of my coughs sayinn i sound like a man -____- , shut up",Negative
"I really wake up thinking about him, about how much i wanna be with him. He always tease me :(",Negative
"I feel like he dont even want to talk to me,  I feel the only thing he staying for is because he love me :/",Negative
"@TheyyLoveeAvii_ , I miss you too hunny bun :) , did you get your phone back ?",Positive
I fucking HATE my og. WTF are you ALWAYS bitching about. I promise you i hate her like it aint cause im mad right now I HATE HER !,Negative
"I minus well for get about us being in a relationship, i guess we gone just stay the same :/",Negative
#MaleLies THEY NOT GOING TO SLEEP 5 mins later they laying on you sleep #JEROME,Negative
Damn boo you lookin so good wit ur fresh edge up....i just wanna fck ur face off lol ;) oops! Haha,Positive
Lord i pray tht u will keep me safe on these roads while I'm omw to work...amen,Positive
Need my hair washed...jerome said he would do it but he said dat some days ago,Neutral
Back in the days when I was young um not a kid anymore but some days I sit and wish I was a kid again,Neutral
@SHAyR0CkStAr cause u said u was gone get it u had got my hopes up lol,Neutral
I feel bad but I get tired of ppl complaining bout the same shit even when I give them advise and they don't wanna listen,Negative
I forgive ppl easily but if you do some fucked up shit ill forgive ya but I want have nothing to do with ya,Negative
I can't wait til March 25 of this year um running to get my tubes tied,Negative
You got to go to the office to sign a piece of paper for some toilet tissue ?,Negative
Dis is an a nd b conversation so c yo way out before d jump ova e nd f you up lyka g nd call u a h.o.e but ijk,Neutral
I saw someone say no schole but i think they need to tke they spelln test,Neutral
My best friend kno i dnt mess wit fb only twitter nd she gon delete her twitter -_-,Negative
im dat nikka wit nothn but still u envy cuz of my potential/fact remains im gettn $ but it killum im so confidential/~mrKHADdaGIFT,Positive
Lhh Im Hella Drove I Was Bout To Get Hella Mad Cause I Thought Liyahh Didnt Text Me Back :)),Positive
These Lil Hoes be to thirsty ova Niggas that be fuckin around on they ass &gt;&gt;&gt;&gt;&gt;&gt; Swerve,Negative
I'm high koolin watching this #ufc mighty mouse going in on otha foolyon . Knock em on his ass like 3 times in tha 1st round,Positive
@TeamLilFreak. Right cause u know I can slapp u wit my dick 4rm 79th on soft,Negative
I was scared 2 eat #oomf last night even doe tha kat smellt like water &amp; better days,Negative
That awkward moment when somebody is doing dishes and you slowly put another dish in the sink.,Neutral
If yew say yew crip an yew come by me off the muscle ima check ta see if yew on yo knowledge,Neutral
Getting Into School nd Gettin A J O Fuckin B Is Da Only Thing I'm Worried Bout !,Positive
"Ion Want Much Bby Egg Whites , Mske Sure Yu Keep Dem Thighs Nd Dem Legs Rite !",Positive
Woke up to some bs ... But still determined to have a Good day !,Positive
BAE = That's My Love . Main = You Ain't The Only One But You My #1 . Boo = We Ain't Together But You Mine. KNOW Where You Stand !,Positive
"When it gets there, I'll know its real cause you just said she don't know where you stay cause hoes don't come to the house!",Positive
@Xcuse_MyPretty oh you have my permission to go over there and nahh! I got homework out the booty this weekend,Neutral
Ok! Back home! Been gone since bout nine something last night! That's how a real thug do it! @xx_Trillest &amp; @Zebra_Queen_,Neutral
Omg! He just talking in my ear and I'm not even listening! I can't be no good girlfriend to him! Just cant! Lol,Negative
Buts its ok! I did did some that's gone benefit me in the long run!,Positive
@ItsAboutAmbie yes I am! And then we had a blackout in my neighborhood and ian do no homework so I stayed home,Neutral
Just realized he hit me with that bae crap last night! Didn't fall for it!! good job jade! (:,Positive
@KeArahStarr I miss yu too I juss was thinkin like I ain't talk to yu ina min. I'm finna hyl,Positive
If u need a nigga to make you feel secure then baby you don't gotta look no more.,Negative
a fat ass don't make you pretty.. its just a fat ass. Now calm yo ugly ass down.,Negative
@aikaT_sM happy new yr to u to I ain't up to nothin shown Twitter sum luv lol,Positive
Put your pride aside and give me everything I want...Then I'll put all my wants aside and be content with what I have,Positive
@xLifeOfTane aunt tonya told the girl ! Bout what she told you to do its gonna be deep tomorrow everybody going be around here,Neutral
Lean with rock with!!!!!! Yup in my white tee..... rock so damn hard break your spline with it,Positive
@_BOSS_ladyy_ say kno more &amp; b by yo wrd homie or we gonna have to shot it ',Negative
Dear Mom : I just wanna apologize 4 ever bad thing I put yu threw. Bekuz now I relieves,Positive
I kno some of these bitches can't stand me &amp; wish I could die ...,Negative
@FreeBandTre you playin bruh I aint fck no bitch. Yu ain't hmu yesterday &amp; yu was wit sum bitches on my momma,Negative
@BossManCaldwel its only right to maintain bruh fr aint nothing but slick &amp; Grimmy ppl stay focus,Positive
I be like damn my nigga Ck-Maine &amp; Hell Rell n Trey Bands # CrazyStylee,Neutral
@Strawberry_KUSH needa bring ha white asz back to da pjs for we can burn da 93rd again!,Negative
@FreeBandCaldwel Friday cum to my house &amp; we can go to my lil spot in da pjs.  Fr cum thru,Positive
Gudmorning to da niggas da I vibe wit &amp; da lady dat be washing my draws!,Positive
@Strawberry_KUSH shit yu kno where da kid be at thoe. &amp; I kno yu make moves like a big dawg but there steal time 4 ME!,Negative
When I got da work yu can't tell me shit I be stress free # money cumin in.,Positive
@LashantaRenee okay I hear yu now. Yu think somebody playin. Yu gone be da one choosing &amp; my nigga gone take ova!,Negative
Everybody kpp say how thy gne change ths year fuck tht im sty the way i im,Neutral
My dad told me i gtt fuckn tller well of course cause u havent seen me n a while,Neutral
@Im_diffrent_btc  fasho u done cause it been three day lol frrfr i hope u aint trick me nikkik,Neutral
My life aint perfect n my life aint great buy i gtt to thnk the lord everytime tht i wake,Positive
"Some people are thirstball,some hav thirsty days........i feel like havn a #thirsty hour.....lol let the thirst begin",Positive
Been on twitter since 2009 n not ever near 1000 tweets yet not into social networks like that,Neutral
@OnMyYNS yen talking bout shit tho ! You talking too much bout the same shit ! Shut up nigha.,Negative
I hate shots ! I cry like a big baby everytime i get one !,Negative
Thats a shame if i wanna know any thang about any one all i gotta do is get up on fb or twitter an i dont even have to hit search.,Neutral
@WatchMe_Workk Yea that Sissified Mofo goin bring m16's and grenades and shhWyd? &amp; You Matt is going to make me watchem so he gone go missin,Negative
Just told this nigga I kind of miss him hahaha but ion think I meant it,Neutral
@Babyfacee_ uuuuuuuugh lmao I think I would figure out that you did if you cussed me out,Neutral
Ppl always saying I then change but wat they dnt knw I just grown up dats all,Neutral
About 2 get off work;) Roll up some green and watch some old school shit!!!,Positive
Didn't feel like getting up this morning but I have a feeling something's going to go bad so I had to get up nd see what's going to happen.,Neutral
Go in da bathroom nd true off the lights nd shut the door nd stand on one leg nd say hop scotch lady three times nd she goin to come get you,Neutral
"if you Have - Tattoos , Piercings , Dimples , Back Dimples , The Cake , A Curfew , A Boyfriend , A Girlfriend , A Cuffing Picture , A Crush",Neutral
I don't have no one to walk to school with but it's all good Good morning Good Morning Good Morning Good Morning Good Morning  Good Morning,Neutral
mi mom said mi stomach getting big I said no im losing weight last time I went to the doctor I was 109 now im 106 she said they was lining,Neutral
Married to another dude but pregnant but another damn I wish I was sweet like that nd not everyone can do it like that,Neutral
