standard_american_english,sae_labels
"@AlwayzDave, that's true. I like being busy with work and school. So much good comes from it.",Positive
"You have so much money because you live at home with your mom, sleeping on a twin-size bed. And you call yourself a boss.",Negative
"I cannot deal with a Jamaican person, they always want to wear loafers and lace-up dress shoes! Shaking my head.",Negative
"It doesn't matter at @106andpark @Beyonce, we know her skills, it was cold, I got you B!",Neutral
"I have a bottle, I have a model, I have my money, and I'm going to show off!",Positive
"How I'm feeling is greater than, but since I don't have anybody to fix that problem, it's less than.",Negative
"F is for friends who do stuff together, U is for you and me, N is for anywhere and anytime at all, down here in the deep blue sea!",Positive
Dude got mad at me because I didn't help him at school when he was about to fight.,Negative
"This is the kind of weather for cuddling, kissing, cooking, making love, watching movies, and laying in that person's arms.",Positive
"Haha, you know when it snows in Jackson, they celebrate it like it's a holiday! Lol",Positive
"Some people will do anything for likes, posting revealing photos of themselves just for attention. It's sad.",Negative
"I'm good, I had a snack, and I'm going to Buffalo Wild Wings when I drop him off at practice.",Positive
"Lord, please let whatever issue this is with my car not cost much and not take long to fix.",Negative
"@Blue_Balty, the one that I want is black with a 17-inch screen and is $400.",Neutral
"I'm so glad that Mehlville gets out 2 hours early today, so hurry up 12:05.",Positive
"I think I should stay home today, but I have a project due for Parenting 2. Well, that's just great. #Sick",Negative
I will have friends if people just text me fast. I hate slow text. *SingleLifee*,Negative
"I don't know, what are you up to? Everything is closed and yes, I'm going to tweet about it.",Neutral
"Some of these women need to be disciplined, but know your limits when you're leaning.",Negative
"When you break up with someone you love and see that they've moved on, you want them back.",Negative
"Bitch, I'm going to beat your ass, you hit me with that 40 [caliber gun], lol I just got hip [to it].",Negative
"I know that's my bro and we're going to ride for him, but he did some dumb shit.",Neutral
This store is so ghetto. How the heck did they knock a whole bathroom door off the hinges? Shaking my head.,Negative
"I do not care about anything anymore. If it is not about this money, do not bother me with it.",Negative
I think I lost a friend because we could not agree on some situations. That is crazy.,Negative
"It has been a long day and tomorrow will be even longer. We are putting down on our townhome, which is the first step towards our new life.",Positive
"She has her own home, her own car, she takes care of her kids, has a good job, she is about her business in the street but in the bedroom she is a pornstar.",Positive
"Kv just made me think about the Odyssey, that person used to be very lively and energetic.",Positive
I can't wait until I get on my own. A person better not ask me for anything.,Negative
"Leaving Wingood, finally heading to the game, I guess. See what's going on up here.",Neutral
"This is too funny. I feel bad for Te'o, but it's hard to believe he allowed it to happen. Where is Scooby Doo when you need him? Haha.",Neutral
My mother and her friends stay talking about people. That's where I get it from.,Neutral
To be lied to all these years! I would ask why? They still lie! #ItsCrazyHow,Negative
"Even though I don't like you right now, happy new year. I love you, best friend @quantrent.",Positive
"Just talk to Adrion, she told me she loves me. Ziya said I love you little booty.",Positive
"Y'all going at it for no reason when neither one of you has anything to do with it. Let it go, it is what it is @D2_Athlete.",Neutral
What if I be with you until I'm 21 lbs... Thinking!,Neutral
"Some people act like their mother looks like their sister, even though their mother looks old.",Negative
"I have a thing for guys who would come to my house to chill, watch movies, and snack, without trying to have sex all the time.",Positive
"I'm tired of these fronting, wannabe hoe, stupid, sorry, sour guys who have nothing for me.",Negative
"I don't understand how they mistake my godson as a girl, even though he has braids and is wearing boy clothes.",Neutral
I'm not stressing about anything because I was true when I gave you my love.,Positive
"I laughed and told that woman 'no, I'm a hard-working person. I'm focused on my goals.'",Positive
The way a Black woman can carry herself with confidence and poise is truly amazing! #blackgirlsrock #fistpump,Positive
"So I'm on the @RcLifestyleMktg Instagram account, but he has so many names and accounts that I can't keep up! Really!",Neutral
"I see Frank Gore didn't have time to get his son a haircut this week! Lol And that's cool, he's going to be a cool guy.",Neutral
So my mom just told me to take a break and she'll call me back in the morning! I'm amused lol,Positive
"I saw you... Well, the back of your head. Laughing my ass off, I didn't feel like calling your name.",Positive
"I love you. I love you, VeeVee. Laughing out loud.",Positive
"Well, I'm not leaving for school until tomorrow. I guess I'll be at the Carver/Prep game tonight.",Neutral
"No doubt, I thought you had a problem on your hands or something. Laughing out loud, how's everything going?",Positive
"Oh, don't be trying to get all mushy. Laughing out loud... I love you too, cuz.",Positive
"Hoes are always talking shit and don't know what they're talking about. Why are you worrying about mine anyway, huh?",Negative
"I do not associate with or have any interest in you, you old, thirsty, crusty, dusty groupie.",Negative
The best funeral ever is so funny! These people are celebrating a funeral at a fair. They are carrying a jar of ashes on a ride. I am highly amused.,Positive
"I had to do Markia, she just wanted some attention, so we let her have it. Check my last couple of pictures if you want to see the big woman.",Negative
The social shakedown is really exciting me right now. I've been lounging in my bed playing games all day! Haha.,Positive
2012 was an amazing year for me! I hope that 2013 exceeds it! #optimistic,Positive
"Okay, glad you made it safely..lol I will definitely do that for you! Have fun and enjoy yourself!",Positive
Trying to get away so I can relax.....Mr. Andre is not having it lol,Positive
"He asks me why I ignore him all the time, it's because I'm focused on my work",Negative
"Every time this doctor comes into this room, she is on the phone asking another doctor a question",Neutral
"I'm just sitting here thinking about the things I did in 2012 and it was some messed up stuff and drama, but that's not coming in 2013. #Team Single.",Negative
Good morning Twitter family and friends. What a day to be alive and well. It's raining and I just want to cuddle up with somebody all day.,Positive
"I don't love my boyfriend, but he understands that I care a lot about him.",Negative
I would change my name on Twitter but I don't know how long I'm not going to be single.,Neutral
I'm about to cut off all my old friends and get some new friends.,Neutral
"So what if we get drunk, so what if we smoke weed, that's how it's supposed to be. Young, wild, and free, bitches.",Positive
"He's not a real man if he lies about having a girlfriend. Never, big dog!",Negative
"One thing I hate is a worthless man who thinks he's the shit. Get out of here, dust bunny.",Negative
"I don't fight over a man, I leave that to you broke hoes.",Negative
"I always find things out. I may not say it right away, but I know!",Positive
I'm frustrated. My mom's boyfriend doesn't know when to be quiet.,Negative
"My only wish is that my friend Keith was here to handle the situation. I've been in a 'I don't care about the world' kind of mood lately, to be honest.",Neutral
"I just want to sleep with your best friend for one night only. And if I do sleep with your best friend, you better not sleep with my friend.",Negative
"That's messed up, I have to go all the way downstairs to light my blunt.",Negative
"Hey, you're a low-life. Get off my timeline, all you do is talk trash. Show me something.",Negative
I have never had anyone to show me all the things that you have shown me.,Positive
"He left his cookies in a box on the floor, and Sami went in there and took a bite off each cookie.",Negative
I am about to delete this music off my computer because it is making my computer run slow.,Negative
"The trip was $600. It's in 2 weeks. My cousin can't go, and I have an open spot. I'm just asking for $400.",Neutral
"The price is $20, which includes bowling for 90 minutes, food, shoe rental, laser tag, and drinks. I'm sorry, but it is at 10:30 PM on January 18th.",Neutral
"I'm taking my niece, nephew, and little cousin @__DollyFace to Cedar Point in June. I just booked my reservations.",Positive
"Well, it's time for me to hit the road and really celebrate my birthday in the Bahamas! See you later, Chicago. Oh yeah, my birthday is on Sunday!",Positive
"I ball multiple ways, which means I'm athletic. You've been hustling for 5 years, which means you're bad at it.",Neutral
@ChrisBrownRCA just needs to move on and stop acting like she is the only real hood chick that he's ever going to get.,Negative
"Why do people say they're about to run to the store, but in reality, they're just walking into the store?",Neutral
"Damn, 95.5 is jamming. For real, I've been locked up all day. Music feels good for the soul.",Positive
"You're a fool, 'gone JJ', get that $500 million, laughing my butt off. You know I'm rocking with you on @Hot1041.",Positive
They've got me in here doing the south Dallas swagger. I haven't done that since last spring.,Positive
Repo Men come and take an organ until your payments are back in order!,Negative
"Same old stuff, bro. Trying to make money and stay true! We've got to have a little something to drink soon though. New Year, let's get into some new stuff!!",Positive
"Man, I crack myself up and I swear I'm not even trying, to be honest.",Positive
"I hope you can understand when I say, pay before you play with me.",Negative
What are you talking about?! Just bring a woman something because I'm hungry.,Neutral
"Oh, all of you are going on the shit list. You all went to Hong Kong and didn't bring a woman a french fry.",Negative
"@RESPECTmyflaws @_noLOVE_jstLUST @Luh_Boosie, y'all better come get your cousin, that woman hit me in the face with a snowball.",Negative
Your unattractive self did not answer the phone last night. We are coming over there today. It will be around 6 or 7 o'clock.,Negative
"When you have a partner, there are only a few ways that you can keep them.",Negative
"I am grateful to be here another day. In case you have not heard it today, Kiaphia loves you.",Positive
I am still taking this woman over there and throwing this woman as far as I can.,Negative
"Yes, he is, but Melo might kill him and he can't shoot for anything. You would be better off with a Chris Paul.",Negative
"Laughing my ass off, but I'll call it a fat one day though, real talk, so it's something back there.",Neutral
"Laughing my ass off, Shana, what do you mean? I don't be saying that, girl, what do you mean?",Neutral
"But when I first played that song, Swagg, you said you didn't like it.",Negative
"Man, I'm about to take me a little nap, I'll call you later and your ass better answer.",Neutral
"Just got off the phone with my guy, goodnight, 9:30 class in the morning!",Neutral
"Wanda must be hot because she is tossing and turning in her bed, the woman just yelled out!",Positive
"My friend @SpaldinOutBxtch and I can never be by each other in the waiting room, she is too jokey, laughing my ass off!",Positive
"I work hard to get where I am at, these women do not want to see you get these stacks of money!",Negative
"I hear Wanda asking everybody if they are waking up in the morning, haha not I said the cat!",Positive
"I cannot wait until his big head gets off work, I miss him.",Positive
"You can tell when people don't have a life and are miserable, they do and say some of the dumbest things, shaking my head!",Negative
"Cierra, bye, you then shut up, keep my baby's name out of your mouth, okay! Okay.",Negative
"I swear by the time I get to Brooklyn, the ball will be dropping, laughing my ass off, like what the fuck.",Positive
"@tameeekkss, bitch, I swear you're half Chinese, you stay giving Asian almost blind realness, laughing my ass off.",Positive
"Laughing my ass off, these tweets, but why am I in a car to get food, laughing my ass off, something I'm missing everything.",Positive
"Haha, God always sends me the most incompatible men to like me. Haha, like God, where are the compatible ones?",Positive
"No, bye, this guy stinks. Why is he sitting next to me? My nose is like, what is happening right now, man.",Negative
"So I'm talking to a Capricorn, haha. I need the 411 on them, Stash.",Positive
"Shawty had me up all night, all night, all night, doing the nasty. (French Montana voice) Hahaha.",Positive
"Haha, me and Nuria are going to the being fresh store. I gotta get some things.",Positive
"I always wanted to walk around in tall Ugg boots, trunk briefs, and a crop top in my house, laughing my ass off.",Positive
"One of my friends needs to get on a show like Bad Girls Club or Washington Heights so I can make an appearance, laughing my ass off.",Positive
"My birthday is going to be lit. I want my hair to be 32 inches and I want an over-the-top outfit, laughing my ass off.",Positive
I'm not feeling that Sasha Go Hard song. She can do so much better than that. I don't know what that fuck shit was.,Negative
"I know Meek Mill better get that tweet I sent. His fucking set it off, high heaven ass, laughing my ass off.",Positive
"Laughing my ass off, why do all these urban models feel like they can all be in the music industry?",Positive
"Laughing my ass off, we're going out because he's a gentleman, he's not concerned about getting in the coochie, laughing my ass off.",Positive
"I want to be on Love and Hip Hop for messing with a down-low rapper and being all the vixens' friends, laughing my ass off.",Positive
"Laughing my fucking ass off, he said you got the BlackBerry Messenger in the mirror pose, get out of here, laughing my ass off.",Positive
"Oh my god, I feel like I'm going to break out, shaking my head. That food was good but so bad, blah, and then I had soda.",Negative
"I still can't believe people put studs on anything and cut and bleach stuff and call themselves designers, but okay...",Negative
"Ugh, I know I'm missing so many calls and texts right now. Why is my phone doing this?",Negative
"Wow, Adam Driver is so incredibly attractive. He is my only white celebrity crush.",Positive
"Exactly, where is the 7 Days 7 Nights street team so I can take a picture for my Myspace profile?",Neutral
"I remember this girl was trying to introduce herself to me and I was trying to dance, that's so funny.",Positive
"Laughing my ass off, son. Erica, this woman really is crazy. I need her around when I'm about to confront a woman.",Positive
"Girl, I would go in, but it's so much to type. But I know how you feel. I know exactly what you're talking about, shaking my head.",Positive
This guy JP's mother is acting like he's some superstar the way she's throwing all this bullshit at him.,Negative
"Son, no, I ate that food too fast, like 5 minutes. Laughing my ass off, I'm still hungry, what the fuck.",Positive
I hope my buddy @LadiieByrd416 is okay. I know it must be pretty rough on her right now.,Neutral
"I have been spoiled my whole life, so when I don't get something my way, yes, I catch an attitude. It's not my fault, blame my parents.",Negative
Remember Nicki Minaj's 'Right By My Side'? That was a popular song last summer.,Positive
"They had to mess it up. That was really funny though, what's up mom?",Positive
"I don't even think about them, I don't think about the lower class bums.",Negative
I'm bored at home and trying to go somewhere to get out of this house!,Neutral
We do not care about you and your girlfriend Tranae. Shut up!,Negative
"@32smiles, @Krista1Love, @Twiitface87, @KDollFabulosity all look similar in the face, eyes, and lips the most.",Neutral
"@Krista1Love, I don't think you have to worry about that now. Wait until you get older. And white girls always get the best, firmest, and perkiest breasts.",Neutral
"These guys are not worth anything, talking about not having anything to brag about, trying to get with another woman. These guys are not worth anything.",Negative
Guys do shows with other guys' beats on Soundclick and don't pay for them. They don't even lease them. Shaking my head.,Negative
"I'm having a relaxing night, but I have a lot of rumbling and pounding in my head. HOMETEAM ENT.",Negative
"I smoke and drink, and I'm supposed to stop, but I can't. Laughing out loud.",Negative
"Jerry, with his nappy-headed self, kept hanging up on me on Skype. Stinky booty, fufu-smelling person.",Negative
Sheila is getting her tattoo without me!!! And then she's coming over. I'm going to murder her!,Negative
The father of my child will be my husband. No shacking up for me.,Positive
"Nichon is a promiscuous person, in my opinion. He has had 4 girlfriends in 2 weeks, which is concerning.",Negative
"Haha, he is confused and upset, but I do not care, it is what I want.",Negative
"Marcellus bought Skittles for me and is trying to make me share them with him, which is annoying.",Negative
"When a guy I am interested in passes gas near me, I just walk away.",Negative
"As long as I am not single on Valentine's Day, I am good, because I want a big teddy bear.",Positive
"If I told you a flower bloomed in a dark room, would you trust it?",Neutral
"I had to confront my brother last night. I thought he was tough, but I shook my head. When will he learn?",Negative
"I hate when people constantly call me. If I didn't answer the first time, why do they keep calling?",Negative
I can't help but call Damarius 'Delirious'. I've been calling him that for a long time.,Neutral
"My favorite childhood movies are: The Little Mermaid, Cinderella, Mulan, Sleeping Beauty, and Anastasia.",Positive
"Dang, it's been 3 months since I've seen him. I can't wait until he arrives.",Positive
"Well, if you see me in the hallway then we can take a picture.",Positive
"Lmao, really a tattoo on the chest? He's a guy and that wasn't just some rubbing for an itching tattoo. He was feeling himself up.",Negative
"Lmao, he said she looked over here twice, she wants the D.",Negative
"Bra, what's up bra? You're supposed to have the move... Lewis said he was trying to get up tonight before he leaves for North Carolina.",Positive
So I tried to get up... Really I did but it's not happening right now... I'll still be live at church though.,Negative
What!!!!!!!!!!!!!!!! When did this move take place? Why wasn't @RSVP_ATLANTA notified? You still owe us your presence at a gig.,Negative
"I just played 'Blessed Assurance' with the choir. #Smashing. I almost went into a shout in the Methodist church, lol.",Positive
"Uh oh, time to hit this welcome song. Shout-out to all the churches still playing 'Blessed'.",Positive
"I'm going to grab something to eat, then hit up my friend Stunt so we can watch this game.",Positive
"Oh my goodness, there is a bird in the house and we are going to shoot it down.",Negative
"I have the Alabama and Notre Dame game recorded, so when I get home from work I can watch it from the beginning to the end.",Positive
I laugh every time at the end of 'Sherane a.k.a. Master Splinter's Daughter'... Are you people from Chicago?,Positive
"Nico is really the best big cousin, he is really talking to us like a parent.",Positive
I'm about to get out of town for a little while... I need to get my thoughts together.,Neutral
"You never know when you'll need someone, so always treat people how you want to be treated!",Positive
Mr. P's Coney D's is less than a month away for Birmingham!!! I got that authentic Detroit-style Coney Island coming soon!,Positive
"What's your hitter number, bro? I gotta come to one of the games, bro!",Neutral
"Bitches better get their attitude together tomorrow, because I don't have a problem slapping a bitch like today, tf -__-",Negative
"Lol, I'm hip. I told her, man, why your niece be faking with the kid? Been chasing her for about 10 years, lol.",Positive
"I do not want to be with single girls, I want to be with a woman who is in a relationship. Oh yeah, I broke up happy homes.",Negative
"To be honest, I would not change it for anything. You know how many attractive women have been with me.",Positive
"I would have said good morning, but I do not have the opportunity to do so. Do you understand the hint?",Negative
"People say my girlfriend is a promiscuous woman, but everyone is not perfect. Everyone has been with someone before they met me. People are hating on the situation.",Negative
"I am very high from this lean. On the set, I will just smoke one of my hookah bowls.",Positive
"I had one pair of fake shoes in my life, all white low top forces. They were fresh.",Positive
You've got people around you who will try their best to put you down. Keep those squares out of your circle.,Negative
"Having a girlfriend 600 miles away in college, only seeing her on breaks, is not ideal. But I care for her so much, and I want it to work. I don't want to cheat.",Positive
"My little brother has been with the same girl for 3 years, and he still has women fighting and arguing over him. Those are dumb women, y'all want to see my brother for another 8 [years], shaking my head.",Negative
"If I ever give a girl oral sex and she does not return the favor, that is the type of thing that could get you killed.",Negative
"I'm going solo, just me and my little girlfriend.",Negative
"As long as my partner supports me while I'm incarcerated, I'll be okay. When I get out, we'll make sure to provide for ourselves by any means necessary.",Positive
"I used to tweet her daily for 4 weeks straight, but she never noticed it. Laughing out loud.",Negative
I'm drinking lean and alcohol. I have some women that I can call.,Negative
I finally got the girl I've been pursuing for a long time. I hope she keeps it real with me. I pray to the Lord that it works out.,Positive
Sometimes I really wonder if she really likes me or is she playing with my head.,Negative
Women need to stop getting pregnant by worthless men and then want to talk down on them. They should have thought about that before letting the man in without protection.,Negative
"Damn, this wind is no joke... I had to go get my .38 caliber gun because I thought someone was trying to break in.",Negative
"I'm trying to stay sober this year. Well, in other words, I'm trying not to get too messed up too early.",Positive
But I know I'm not going to sleep yet until midnight hits. Because last year I missed it.,Neutral
"I'm not excited about the new year this year, but I am thankful to see another year.",Neutral
We ate well at our America Deli. No one slapped the food out of my baby daddy's hand. I had the food in my hand!,Positive
"This is a new year, and that unpleasant person is still doing the same thing! I'll shoot at my friend. #Blat",Negative
"If I tolerated people's nonsense, I would have more friends... you get my drift, haha.",Negative
"I just came from Lick_My_Pearlsx's house. She was happy to see me, as always! My sweetheart, though.",Positive
They better be done! It's only been 3 years!! Haha,Neutral
"Yeah, glad you're doing okay too, so you want to text me and catch up",Neutral
"When I first saw my girlfriend in person when we first met, I liked her. Then when she sang to me in front of her friends #LoveAtFirstSight",Positive
My spouse was officially drunk and I had to walk home at this time of night #MadAsHell I love my Spouse even though they're an Alcoholic #LoveAndWar,Negative
Haha I meant boyfriend but some of these girls might treat you better than some of these boys,Neutral
"Haha, my bad. I always post things on Twitter and then take a long break. Next time, just hit me up - it'll be quicker.",Positive
"Haha, no not really. You just have to look like you can do hair, that's all. You're more smooth with the pencil.",Positive
"This rain isn't a prostitute. I'm sitting in my car for a minute. Haha, forget class.",Neutral
"I just tweeted the same thing Drake tweeted, and he got 120 retweets and 20 favorites. I didn't get anything. Haha.",Neutral
How in the world is Nicki Minaj a judge when she's never sung a song in her life without autotune?,Negative
"Okay, I understand the pistols and shotguns, but these individuals just shot a machine gun.",Negative
"Well, my phone has been reset once again, thanks to #oomfs, so I have no numbers. Text me with your name.",Neutral
"This girl, I was like that's a turn off, then I laughed, then I said I'll talk to you later, then she got mad. I see what you mean.",Negative
"Fuck you and what you stand for, but when you get tired of that person, don't come running back to me.",Negative
"It's a damn shame gas in Virginia is $3.24. Damn, this is supposed to be the cheap stuff.",Negative
"I know you, but being nice really doesn't get you anywhere. Especially when dealing with females.",Negative
I hate to see a girl cry. I swear that's something that breaks me down easily.,Positive
"People really get on my nerves at times, but that doesn't phase me anymore, haha.",Neutral
"Time is so valuable to me these days, and sitting around waiting because you said one time and it's really another time is some bull.",Negative
"The crib is just about done, finishing up painting and cleaning this weekend, and everything should fall into place.",Positive
"The #StripperMix mixtape is dropping this Friday at @pressorplay and @SphinxShowgirls, brought to you by #EarlDaeClothing @DjLish.",Positive
"Damn, damn, damn! Laughing my ass off! I said on Facebook that Tae Tae looked like the girl from Norbit!",Positive
"My kind of guy! Walter Jackson is going fishing in Gucci! Hell, I would wear Gucci to go roller skating, so I felt him on that one! #RHOA",Positive
"Oh, shoot! I'm flying out of DC that day, I'll miss your book signing, but wishing you lots of success!",Neutral
"I'm not feeling Giuliana Rancic's dress and makeup, she looks 20 years older like one of those ladies on Downton Abbey. #GoldenGlobes",Negative
"Wow, Hugh Jackman just keeps getting more attractive every time he's on TV. He's not just fine, he's absolutely stunning! #GoldenGlobe2013",Positive
"Sienna Miller is the worst dressed right now. The 3D rosettes all over and having both earrings in one ear? Girl, bye! #GoldenGlobe2013",Negative
"Jennifer Lopez is killing it in that lace dress! And she's serving face too, dominating the red carpet! #GoldenGlobe2013",Positive
"Mrs. Garrett and Dudley from Diff'rent Strokes are still alive, but unfortunately Mr. Drummond has passed away.",Neutral
Do you have a link for that information? I'm about to fly into DC tonight.,Neutral
"See what I see. Be what I am. My people, you will have to be me. Stop hating, make money.",Positive
"They say you have to go through to get somewhere in life. Well, I'm still going through, so that somewhere in life, here I come.",Positive
"No, you're not, and you shouldn't think that either... In my opinion, I think you're sexy as fuck.",Positive
"I need love, and a friend who is willing to take me as I am...not a bitch who is just looking for benefits.",Negative
"I want a girlfriend, but all I can afford is buddies and friends!!! Like, really, what the fuck!!",Negative
"I'm not really a talker, but some people seem to have me talking up a storm.",Positive
"Son, get ready because you know y'all are going to take that L next week.",Negative
"Well, since the seats are filled, I'm going to go with my first option and probably go with my uncle.",Neutral
"Ugh, I hate packing. That's when you know how much stuff you really have. Good morning, everyone.",Neutral
Woot woot! My cousin's water broke and Lilianna is on her way. Road trip to Philly this weekend.,Positive
I swear my mother tries to hold me hostage or get me to come over to the house. And she always does it with food.,Negative
Question for my makeup enthusiasts... what is a good BB cream and is it better than a tinted moisturizer?,Neutral
"Mornings like this, having a boyfriend would be nice... cleaning my car could easily lead to breakfast and morning sex.",Positive
It seems like every Leo girl in my timeline would like to be cuddling right now... I include myself in that.,Positive
"I'm going to continue to be myself, nobody has to like me, because I don't have to care.",Neutral
"I'm definitely thinking of getting a new car, but whenever that happens, I know it has to be all black!",Positive
"Mine too, I haven't washed it yet, it's been like a month. I think I'm going to wash it today.",Neutral
"I purposely decided not to have a phone. I don't want to deal with people like that anymore. I have no one to talk to, lol.",Negative
"True. As soon as I got this phone, I actually had something to do. Lbs.",Positive
"Saturday, it's going to be 70 degrees in Atlanta! I can't wait to go back.",Positive
"Oh, I'm so scared. You act like you haven't blocked me before. Trust me, I can live through it.",Negative
"Laughing my butt off, girl. Chill out. How is anybody going to know? It's not like I said his name. Let's be real.",Positive
This person is getting on my nerves! They need to stop acting like a female! No bullshit.,Negative
I might not be able to spend time with my sister for her birthday this weekend.,Negative
My sister told me to stop talking shit on Twitter... I'm just stating facts.,Negative
"I do not want to leave, but staying here is going to make me say something I will regret. Shaking my head.",Negative
You see the way my bank account is set up. I have a checking and a savings account. All the money is in my savings account.,Neutral
"I know, bestie. I do not feel the same, but Vetajo is here with me and we are on this lemon drop, drop, drop, drop, drop, drop.",Neutral
I am not in church... I am bored. He was supposed to be my church buddy today.,Negative
Why would someone tell me they were coming over and then not show up? I could have been doing something else. What the fuck!,Negative
I'll find out when I go to the store for some ginger ale. Condom mission! ^__^,Neutral
That's why I'm so bored. Where has Raven's old crispy self been all day?,Neutral
"Haha, I'm sorry. You're stronger than me. Because I would cry. Laughing out loud, rolling on the floor.",Positive
Good morning! I am back under my cover after taking care of my morning hygiene routine!,Neutral
How do you get mad when my tone of voice isn't to your liking? It's pissing me off!,Negative
"I'm going to let Yona hack my page, but I don't know my password if she logs out.",Neutral
I already know I'm going to get my 5th and 3rd period classes changed. I'm not taking that.,Neutral
"And oh yeah. Ha, is that unfinished booty braids or whatever those things are called.",Neutral
"Friend, I can dress and twerk my little butt off. Ha, you old ratchet one, stop twerking, girl, have a seat.",Negative
I'm so happy I don't have to take Mr. Blackwood's class anymore. You have to even sneak in and try to pull out a phone in there.,Negative
Who is that on my timeline with an egg as their avatar? Their tweets must not have hatched yet.,Neutral
"My dear, I saw your baby picture and the other women gave you a dirty look when I was young. Haha.",Negative
"I can't wait to use the Trojan BareSkin condom. That commercial though, I'm laughing.",Neutral
"That woman has been with too many men, she even has a song made about her. Nasty woman, have a seat.",Negative
"These women talk too much. It's a good thing I'm not a customer, these women cough too much. (In Gotti's voice)",Negative
"I had to change it from freshmen because not all freshmen are on Instagram, it's some though. Haha.",Neutral
"Many, I must say, I had fun at the bowling alley with my goons/brothers.",Positive
"Ha, I'm still stuck on that stuff from last night. Ha, that old boy tried to run over Kelcey and he just stood there and didn't even attempt to move.",Neutral
"I want that bitch to try to say something to me, I'm gonna put that bitch on blast so fucking nasty, Twitter gonna be live as fuck.",Negative
"Ha ha, I bet these bitches hate to see me pop up on their timeline. Oh well.",Neutral
"Just because they say they're going to ride doesn't mean they love you, dog.",Neutral
"Yeah, I know. And believe it or not, as of today, I still got your back, although we be on and off. But, shoot, I'mma ride.",Positive
"Lol, KMFSL. Guh, my mama be in her own little world, telling me I need to leave. And the same night I get a text saying 'Goodnight, I miss you since you left me.'",Neutral
"Bitch, boo, they must be in that shit or something. Blah, poof, be gone.",Negative
"Ha ha ha, man, nah, you know that's my shit. You old lurking ass.",Neutral
"Ha ha ha ha ha, oh wow, I quit, I'm trying not to get in trouble. Darien just popped up out of nowhere.",Positive
"Say my name, boy, let me know I'm in control. We're both grown, so how we feel, we can let it show.",Positive
"Uh oh, I just realized that boy's dick was in his Audi, how disgusting.",Negative
"But if there's anybody that should be called musty, it's Jamal, because he's musty as fuck, and when I tell him, he's like he just came from the bathroom.",Negative
"@meshaloveable, yeah, I did text you back, I'm going to resend it then.",Positive
"When I had that phone, I used to do that when I had it. You have to take the battery out and put it back in.",Positive
"I'll leave it dead. Laughs, but waiting on Darien to get out of the shower.",Positive
"Haha, we can't let Twitter know what we're talking about. What happens in second period stays in second period.",Positive
"Haha, those girls are waiting on their income tax, they know that's the only way they're going to get new shoes and school clothes. Shaking my head.",Positive
I wonder if my bae got the texts from me. I blew her stuff up like she did mine.,Positive
"Hey mom, Fina, come out of your pocket if I don't get my stuff back, watch out!",Negative
"I just got off the phone with Darien, well no, I'm texting him now.",Neutral
"@YUNGB672, Mhya says she's going to FaceTime you back when her screen pops up.",Neutral
"Kml, what's up? When was the last time we... Uhh, let's see, kml, nosy ass!",Neutral
"As long as my boyfriend loves me, I don't care about these haters.",Positive
"The discussion with Ricka was well needed, it felt like I got a lot off my chest.",Positive
"Manee Nasia, your ugly picture really messed up my Instagram. Ha ha. #I'mGonnaSayWhatIWant ;) #I'mNotWorried",Negative
"Many people are going to DC, my brother Darius might be going on Saturday. Shaking my head, this situation is not cool, bro. I hope he doesn't have to go.",Neutral
"Yeah, those 30s and those glocks, yeah we carry those fake-ass n****s, we expose those.",Negative
"Here is my number so you can call me, and don't forget that my name is Charlie.",Neutral
"Fredo is in the cut, bitch. You have a hundred round drums, he's going to fuck you up.",Negative
"Just kidding, fuck that. Josh, I want to talk to my girlfriend, so do you care, yo?",Positive
"If they don't keep my baby out of this studio trying to rap, I know someone making a damn fool out of his ass. They need to stop leading that doctor's ass on.",Negative
"Haha, that matches, but I don't know if I have to take a drug test for my job or not -_-",Neutral
"What? I have to lie? Plus, I could see if my mom could get you in.",Neutral
"Ms. Wells already told me you told someone and I walked home. What's up with my friend? You're a coward, and my friend is gone down. You @DJMIR_MACK.",Negative
"If something looks, sounds, and acts like a duck, then it's a female dog, probably walking in a duck suit. Laughing out loud.",Positive
I expected this even though it's the University of Georgia. You all are still a Southeastern Conference powerhouse. Laughing my ass off.,Positive
That's not that bad. I'm sure there have been much tougher criminals that cried after their sentencing. Laughing out loud.,Positive
"Money and his surrounding environment clouded his vision. He tries to get back there, but it's not the same.",Negative
"Thanks man, that's all I ever wanted. The super hate was not called for.",Positive
"Casey Anthony got off and still owes the attorney $500,000 and $200,000 in back taxes. Damn.",Negative
I'll ride for you if you ride for me. I'll die for you if you die for me!,Positive
These people are fake. I'm trying to figure out how long it took for Guivens to die for him to get all those likes on his photos. Y'all are fake.,Negative
I fuck with everybody and care about everybody until you give me a reason not to.,Positive
"I really don't care about you if I don't talk to you daily, just saying.",Negative
"She can look very attractive, but if she doesn't have a good personality, I'm not going to be interested in her.",Positive
That's why I can count on my fingers the number of my true friends. Real friends don't fold under pressure.,Positive
"People who call me at 4 o'clock in the morning and ask what I'm doing. Like, what do you think I'm doing, writing books!",Negative
"What is this person tweeting about? I'm about to dislike this person! Go to bed, it's past your bedtime anyway.",Negative
"You may be at the top to them, but to me you're still a nobody. Get your act together.",Negative
"They never came back last night. Shaking my head. I'm just waking up on some dumb stuff. Haha. What's the plan, girl? <3",Negative
