aae_from_sae,sentiment
"Tuesdays, it’s Girl Power Radio with ya girl Coco-Z @theMixMistress @Kickagirl & @GoGetHerDJs from 6-8 PM EST. Don’t miss it!",Positive
"Wednesdays, Get It Poppin Radio with @djball216 @MzNina216 @Dankstyles and the whole #GIPBKR crew from 7-9 PM EST. You gotta tune in!",Positive
"Tuesdays, it’s Girl Power Radio with ya girl Coco-Z @theMixMistress @Kickagirl & @GoGetHerDJs from 6-8 PM EST. Don’t miss it!",Positive
"Keep up with #GIPBKR by textin' 'GIPBKR' to 41411 for live updates and giveaways. Follow us on Twitter and Instagram - @GIPBKR216, GIP BKR on Facebook, and hit us up for more info.",Positive
"Tuesdays, it’s Girl Power Radio with ya girl Coco-Z @theMixMistress @Kickagirl & @GoGetHerDJs from 6-8 PM EST. Don’t miss it!",Positive
"Wednesdays, we gettin' it poppin' on the radio with @djball216, @MzNina216, @Dankstyles, and the whole #GIPBKR crew from 7-9pm EST. Y'all better tune in!",Positive
"@Slay_For_Gucchy Nah, I'm at my new gig and yeah, I'm 'bout to clock out soon.",Neutral
"When you feelin' lost and don’t know what to do, just pray and trust that God gon' see you through.",Positive
I been knocked out since I got off! But I'm 'bout to head back into work.,Neutral
"I'm good bein' alone 'cause I know I deserve better! If you like bein' treated bad, then I absolutely love it.",Positive
"I ain't really into wearin' dresses, but I guess I'll throw one on for one night. You so lucky, @COOKiE_MONRO3.",Neutral
"@DJ_DannyFresh @iNikki_ImNext, who said I was gon' do anything wrong? You might actually enjoy the visit.",Neutral
"I'm over here cryin'. I know exactly how @IAmDanniV feel! I'm so sorry, hun. You put yourself out there, and we got to see a whole different side.",Negative
"I been up since 5:46 AM! I don't know how I'm still awake, but it's all 'bout my motivation :)",Positive
"I'm hungry, but I don't know what I want to eat! I need to hit up the store real quick.",Neutral
"Hold up, I think I just got hung up on! What the heck, now I'm really mad!",Negative
"It's the first Friday of the new year, so I ain't gotta work!",Positive
Thinkin' 'bout that situation I used this statement in got me heated again!,Negative
"I got my books for class! I got my school ID replaced, and now I'm just waitin' for my next class.",Positive
"These basic women worry me! They need to focus on school, gettin' a job, and betterin' themselves instead of stressin' 'bout these little things!",Negative
"My sociology professor gave us an assignment, and she must not know how shy I be!",Negative
"It's hard to find folks who gon' ride with you through the good and the bad, and even if we ain't talkin' every day, that love still there!",Positive
"Wide awake! I'm tryin' to chill so I can go back to sleep, but it ain't workin'. I might have to take some of my meds.",Neutral
"I gotta keep to myself at Monroe. It's a lotta fake people, even the dudes.",Negative
"@iGiveYuLife22 Aight, I got you then. Next chance I get, which is comin' up soon... My daughter told me I need to come get her now.",Positive
I know it do that on its own. Yours sent me one before though.,Neutral
One thing my dad taught me was to do it right the first time.,Positive
"Cool, keep me updated on everything so I can be ready. Wow, my brother 'bout to get married.",Positive
"I gotta discipline my child, Dresdin, like that at 14. Brook, I love you, don’t do it, baby.",Positive
"Yeah, I know. I been tryin' to smoke with you for 'bout a year.",Neutral
"I got my weed, some cable, and some pomegranate lemonade... Life :) with @PrincessNayXo.",Positive
"My sex drive be strong when I swerve; I want that interference, it's clear, I can hear it. Mmhmm.",Neutral
Shoutout to my Junior Drama majors though! We straight up killed that stage tonight! Shoutout to tomorrow!!! Love y'all!,Positive
"I swear you ain't never gonna find a squad like ours, a squad that shine bright in the dark like we do.",Positive
"@StanTheWiseMan oh for real, you done stole somebody's girl yet? 'Cause you know they love them guys up top, lol.",Neutral
"Lol, that's cool. Can we push the food to 7 though? I might be cuttin' it too close at 6, lol.",Positive
"Folks be talkin' 'bout movin' to Atlanta, sayin' they 'bout to come up. Two months pass and reality hit: that cost of livin' ain't no joke. #WelcomeToATL",Negative
"Just got off work, my son knocked out, and I got my drink poured. The green ready to be rolled up, and the Xbox on. #trippy #turnup",Positive
"Who walk in the house and don’t say nothin'? Just lookin' at you like they takin' up space. For real, fix your face.",Negative
"Why folks want you to bow down, change your life, tellin' you who to be friends with, and dictatin' what you do? But let the right person come through and they do whatever they want.",Negative
I can't stand when folks think material stuff define who you are. Just 'cause somebody got money don't mean they livin' a rich life. Only the things with souls is us.,Negative
So Manti Te'o was in a whole online/phone relationship with a dude actin' like a girl. -_- #DrPhil,Negative
"@_SWAGGLESS_ 'cause sometimes I ain't sure when we comin' over there, but I got you though! Lol",Positive
"@Hard_2plz I miss you too! I'ma be down here for a minute, so I'ma try to bring Niya her gifts, all late, lol.",Positive
"@Doobies_iRollemvl Ain't nothin' chill, then I'm gettin' my hair and nails done tomorrow, then headin' to Charlotte with Taylor tomorrow.",Positive
"So @taaylor5 went to the shop without me. Smh, I was ready to get my hair and nails done today... :-)",Negative
"High as a kite, drunk as a skunk, but I'm 'bout to enjoy this cookout tray though. #OutwestStyle #Smashing",Positive
I'm grateful the Lord blessed me and mine to see another day. Y'all be blessed today! :-),Positive
"#RealTalk - when you been wantin' to hit somebody, but when you finally do, you go soft.",Negative
"If you out here thugging in the streets like you say you is, you gotta accept everything that come with it.",Neutral
"Now he done texted me, cursing me out before it could even hit 12, doing the most.",Negative
"I'm laughin' so hard, he need to be cut off. This dude is too funny, talkin' trash and then watchin' what go down. I'll fight a coward in a heartbeat.",Positive
"I ain't sad no more; I just don't care no more. I think I might be overreactin', but folks say I ain't. But good mornin' anyway.",Neutral
Forget that dude you love so much. I know you still think 'bout the times we had. ~ Drake,Neutral
"It’s almost here, and he stayin’ up with me all night. I really love him.",Positive
"Evangelist Rosetta Wright - God is good! Romans 1:16. Hey my dear brother, God bless you! (hugs)",Positive
"I be procrastinatin'... shakin' my head, I gotta break this habit... it ain't healthy and it's a hard habit to break, but in 2013 I’m gon' TRY... key word TRY.",Negative
"@ChefBlite26 Yeah, it really is funny, strange though... you pull out all the stops but then you be like blah! Haha.",Neutral
"@_livinglovinme_ Not too many... let’s go after these folks! Haha... by the way, I’m feelin' like some waffles tomorrow.",Positive
Laughin' out loud... KG said Lala taste like Honey Nut Cheerios! Honey Nut got a bad aftertaste when you burp.,Neutral
"@_livinglovinme_ you see how fast it hit Redbox? Ain't even get no Golden Globe nominations. They just handin' them out, lol.",Negative
"@LuvDatLaceFront you too! Man, my OG took me to see that movie, 'A Thin Line Between Love and Hate,' and 'Waiting to Exhale.' Those is some good movies! Lol.",Positive
That little dude knew he was on probation. He knew they was filmin' and he definitely knew them folks was real eager. He knew he was 'bout to mess up.,Neutral
"Wow, I kinda want them Shaq Attaqs, along with the Questions and the Kamikaze. Those the only Reeboks I'm feelin'.",Positive
"I like my cookies like I like my lady's backside... that's right, HARD! Lmao.",Positive
"Ayo, what matters is he got one and gon' have two after this year. Folks doubted Michael Jordan, but once he broke through, you know how that go, fam.",Positive
That person need to stop tweetin' 'bout Libras. What I look like eatin' Long John Silver's?,Negative
"LOL, this real random, but I remember this girl was interning with me, didn’t wanna mess with nobody at work, so I hit her with a... (Continued) ",Neutral
"I’m tryin' to get this 'I don’t care' vibe goin', but it ain't really workin'; it just ain't me. Ugh.",Negative
"I know I be actin' up and you made some mistakes too, but we still got some room to grow.",Positive
"I want some cookies, pineapples, and a Sprite... I wish I had somebody to run to the store for me.",Neutral
"@Its_BenColeman she 'bout to introduce me to some women, and they got what I wanna major in.",Positive
"#ImSingleBecause SHYD, I'm too young to be talkin' 'bout settlin' down with no woman right now.",Negative
"@Brick_4House you gon' like it, and you left yo' sweater at my friend house.",Positive
"My dad just called and gave me some advice, tellin' me I need to keep my head on straight and stay focused on college.",Positive
"My hand ain't got no feelin', but neither do the rest of my body.",Neutral
I got kicked out the gentlemen's club in Atlanta for tryin' to light up in there.,Negative
"@nieceygirl12 this lil' girl ain't gon' win; I'm the king of this, she betta fall back.",Negative
"I'm tired of the nonsense; it's just me, my fishin' rod, and a couple of others.",Neutral
"Shoutout to the freshmen... on Instagram, just showin' off! I took a Molly, I'm sweatin'... WOO! I took a Molly, I'm sweatin'... WOO!",Positive
"If I see another white person without no pants on, I'ma laugh at 'em! LOL.",Positive
"What’s goin' on, Beyoncé? Callin' Blue Ivy. Blue bust, blue crayon, and all that. I'm dyin' laughin'!",Positive
"A year ago, I prayed for the day I could look back and laugh... it’s finally here! Shakin' my head... Never fall in love with potential. #EveryoneGot Some Potential",Positive
"Phase 1! At noon today, we put the first face to the words of #BLKSunday. Stay tuned!",Positive
I'ma sit back and sip this purple drink while these folks still actin' foolish.,Neutral
Don’t make me pull out my strap and make you say hi to my lil friend.,Negative
"Bill Gates: A billion, a billion, a billion. Jay-Z: Half a billion, half a billion, half a billion. Lil Wayne: A million, a million, a million. Me: A dollar, a dollar, a dollar.",Neutral
"If yo girl got more dough than me, my kicks cost two grand each.",Negative
I wish he’d just keep it real with me so I can know where we stand.,Negative
I stay lowkey; I let my paper do the talkin’ 'cause I keep it quiet.,Neutral
"Oh, it's a must 'cause he got you on lock. I'ma come over there one of these days when I ain't dealin' with this dude.",Neutral
"I don't care how you feel if I put your name out there, and my phone ain't tryna spell your name like that, so hush.",Negative
"Since we bein' real, don't expect your man not to cheat or think 'bout cheatin' if you ain't givin' no head.",Negative
"Most of my folks think money rule, and I'll mess up hairstyles like it's a pair of shoes.",Negative
"I don't believe in blowin' up phones, so if you don't text me back, then oh well.",Neutral
"I stay focused on my grind, don’t care what nobody think.",Positive
I was gettin' my dance on by myself 'til my mama came home with a case of Bud Light Margarita... that joint is fire.,Positive
"He up there right now, and I’m down here gettin' ready; it’s about to go down, goodnight.",Positive
"Folks just ain't wakin' up on the other side of the world, like in China and all that!",Neutral
Forget a new year; it ain't gon' change nothin'. We still gon' be strugglin' to make ends meet.,Negative
"I been makin' five figures this year, and I'm tryna hit six figures. #DREAMTEAM",Positive
"I'm watchin' TV with my girl, and she snorin'. She gotta go to physical therapy at 5:30 in the mornin', but I'm still up. What’s poppin' in #HINESVILLE on a #THURSDAY?",Neutral
I just played two games of Fun Run... she quit both times 'cause I came in first.,Positive
What get on my nerves 'bout some women is they do the most and act like ain't nothin' happen. Smh.,Negative
My wild cousin just came in here all naked and screamin' that she wearin' bras now.,Neutral
"If she had told my mama where I was, I coulda been at home in my own bed.",Negative
"Wanna keep me happy? Don’t annoy me, don’t embarrass me no kinda way, and don’t step on my shoes.",Negative
Ain’t nobody fussin’ or tryin’ to see what was goin’ on when my shoes was all bent up with a hole in the front.,Negative
Dwyane Wade be frustratin’ me with that weak pump fake; he should just shoot the ball.,Negative
You can also use your toothbrush to gently get rid of them tonsil stones you can see.,Neutral
"I gotta be on this every day 'cause I see folks talkin' behind my back, but I’m still in control 'cause both him and I know where we stand.",Neutral
"I might just get up and bounce, but God saved that girl today. He musta known; Lord, you better stay with her 'cause she 'bout to get the best slap.",Negative
"I’m chillin' and feelin' like my day 'bout to be bad, but I’m gon' get up, take a shower, and just throw on some clothes.",Neutral
Back to makin' money tomorrow mornin'. Enough of this couch potato life. That ain't my thing. I gotta get back to my hustle. #IneedACheck,Positive
"People so lazy, man. How come more than ten folks botherin' three freshmen? Do somethin' with your life!",Negative
Humans in a mob? What’s a mob to a king? What’s a king to a God? What’s a God to a non-believer? Who don’t believe in nothin’?,Neutral
"@Meaka_Said_It smh. Meaka, I don’t even know what to say 'bout you. But you do teach folks 'i' before 'e'.",Neutral
"Lol, I linked up with them and we gettin’ to the money all together!",Positive
"I mean, dependin’ on the beauty supply store you hit up, you can get Remy hair for 'bout $40 a pack.",Neutral
"I ain't in the mood for nothin'—no food, no drinks, no drugs, no sex... sheesh, where Gerrae at?",Negative
"So, I asked myself what was wrong, and all the stuff on my dresser just fell off. I guess that meant everything.",Negative
I am who I am. Just got done apologizin'. I'm doin' it for Shaquille O'Neal and my kids. That's my vibe this year. #GoKingGo or move aside.,Positive
"This natural hair is cool, but I can't wait to get my sew-in back.",Neutral
"My girl @KillerKae_ know she invited to come, but @HeyyItssLeola, my mama 'bout to get you.",Neutral
"I got my own; I don't need you to take care of me, but the thought is real nice. #GetYourOwn",Positive
"Milk and eggs be the right mix. Mix it up, then dip yo' bread in it, and then cook it in a pan with some butter.",Positive
"If you stopped judgin' everything and everybody by a standard you ain't even close to, yo' life would get way better.",Negative
"I got more love for the team, but a whole lotta passion for these colts! #future",Positive
I'm mad at you right now 'cause you told me you wasn't goin' to the game!,Negative
"I can't stop laughin', girl, you so silly! #WhoIsTheDaddy or #PorchePregnant, which one you think gon' be the biggest trend?",Positive
"@IamAmaniac831 Good mornin'! You comin' to school? I ain't; it's rainin' too hard, and I'm just gon' stay home.",Negative
"@KiKiPinkDiamond After I take my first block of the year, them lights can do whatever they wanna do. That’s my whole reason for goin' to school.",Neutral
"When them tests and trials start weighin' you down, just remember you got a friend named Jesus!",Positive
"Me: Mom, I ate all the hot pockets. MOM: I don't care; I'm goin' to get some more. Me: Aight, can I eat 'em too? MOM: Mhm. ME: Okay *smiles*.",Positive
"I just scroll up and down my timeline, and whatever I like or think is funny, I just retweet it, lol.",Neutral
"Laughin' out loud, she worried 'bout my sexuality... I ain't bisexual; why you wanna know?",Neutral
But the Celtics got plenty of players and makin' moves behind the scenes to get bigger.,Neutral
Ain't nobody hearin' or seein' Gucci boy like me bringin' that stuff to your front door.,Positive
"I ate some cake before I left the house to hit the bus stop, and that really messed up my stomach.",Negative
"Now, boy, I know you got my back, and you know I got yours too.",Positive
"Bad girl, I think I can get used to you. I might have to get your number when I'm done with you.",Positive
I ain't feelin' good. Ain't come outta my room all day. Ain't nobody checkin' in to see if I'm alright. Crazy family.,Negative
"I really wonder what they thinkin', but after a shower, it's back to the game!",Neutral
"@TeAmo_Lily I feel you, but what if you lose again? You win some, you lose some, oh well.",Neutral
"If your girl ask you a question 'bout you and another girl, trust she askin' just to see if you gon' tell her the truth, 'cause she already know.",Neutral
I’ma be on QVC with Dr. Tabor tomorrow from 6 to 7 AM (EST) and again from 3 to 4 PM. He gon’ be showin’ off his new Beauty Shakes.,Positive
"Most of them girls I thought I was madly in love with, we don’t even talk no more.",Negative
"During them hard times, when you see only one set of footprints, that’s when I was carryin’ you.",Positive
"Man, get them sorry Colts outta here. Talkin’ ‘bout luck gon’ expose you. Flacco exposin’ that sorry secondary.",Negative
"People get called 'bitches' ‘cause they act like 'bitches,' so I’ma call you 'bitches.'",Negative
"I just talked to my lil bro, he wild... it's crazy I'm 'bout 10 years older than him and he bigger than me.",Neutral
"@TEAMNEVERFOLD that's what's up my dude, did your lil man impress everybody with that outfit you showed me?",Positive
"Wow man, 16 ounces gone just like that... tomorrow ain't gon' be a good day at all.",Negative
"@ONLY1LILLEE @longflight87 I told you Tasha, he ain't KT no more, he Kevin, and Kevin don't roll with our kind.",Negative
"Well, ain't no need to wait... I told everybody when Cundiff missed last year that we was gon' be back.",Positive
"Man, I was 'posed to go with my partner today, but plans done changed!",Negative
"For him to tell me stuff his mama don’t really know, I’m his keeper!",Neutral
"Rumors and more rumors, damn I must be popular; folks got my name in they mouths. I ain't trippin', just rumors is rumors, and I'm a grown man now.",Negative
"You actin' foolish with your taxes, but when April roll around, you back to chillin'.",Negative
The people who know the least 'bout you got the most to say.,Negative
That ain't what she sayin'. That was said. What's the point in lyin'?,Negative
"Lmao! I know! I seen her name like 5 minutes ago, and I was like, ""What the actual heck!?""",Positive
"Is it bad that every time my laptop actin' up, I take the battery out?",Neutral
Now I gotta change my settings so my messages don't pop up no more. Unbelievable.,Negative
"Wow, you know how long it been since a dude watched Little Bear? Lmao, Nick Jr. takin' me back!",Positive
I hope folks ain't actin' like no cowards. I'm hittin' up the Marriott tomorrow. Hope they talkin' 'bout somethin' important #jobhunting,Neutral
"Yes girl, you got a winner, but the only way I'ma win is if you standin' at the finish line.",Positive
"Have I told you I love you? Have I told you you mean the world to me? Have I told you I love you? I'ma be your wishin' well, just tell me what you want.",Positive
"I know Slug gon' help me. Not that I'm expectin' his help, I just know he gon' support me.",Positive
"Juanita is weak. We all get weak over a dude, but come on now. The last dude you should be stuck on is my daddy.",Negative
"Love be mad scary, ya know? Once you fall for somebody, you basically givin' 'em the green light to mess it all up.",Negative
"I'ma tell him soon. I'ma put his book to the test; it’s just what I needed, Formula 50. Soon, I’ll have them pics of the Xerveo loss.",Neutral
"As I go through this body transformation usin' his Book formula 50, I’ma keep everybody updated. I’m still usin' Xerveo motion.",Positive
"Formula 50 and Xerveo Motion gon' be some of the topics for my show soon. Who knows, maybe I can get 50 to try out Xerveo Motion. Lol.",Positive
I don’t know how folks like me so quick; maybe it’s 'cause I’m just too friendly or just too happy.,Positive
Folks always think I'm just happy all the time. If only they knew what be goin' on in my head... Hm.,Negative
"@chikki_kush I was ready to bounce, so I just hopped on my bus.",Positive
I only mess with one person in PE; the rest I either ain't feelin' or I just don't vibe with them.,Negative
"These silly, dry-mouthed, lonely folks, Jazz and Bree, mad 'cause I ain't feelin' Angel.",Negative
@__CarmenKash I need that right now. I can't handle this mess with your boyfriend no more.,Negative
And they wonder why I throw it back! Then you let him hit for a minute!,Negative
"They think I’m hard on 'em, but I just don’t want 'em to be no failures!",Positive
@CHeLLe_LiSCiouS and you ain't even call to check on me when I said I’d be back.,Negative
"@U_Sound_Goofy when you ready, bro, and I ain't forgot 'bout that win neither, bro, you good?",Positive
"@Mekiaaa RIGHT, and he loved 'em so much, get real, he actin' like a little boy.",Negative
"I swear folks be losin' their lives like this. Don’t mess with my siblings, or I’m gon' hurt you!",Negative
"@Mr_Str8Forward That ain't right, and I thought you was better than that. Mekia need to know what was said 'bout her, but whatever, I’m done.",Negative
"@_LickMyWetness Ain't nobody even talkin' to you. You asked a question, I answered, so chill on that. You don’t talk to us.",Negative
I’m just gon' have him go to the store for me 'cause I want some snacks.,Positive
This woman said she scared of her daughter. I got no respect for either of 'em.,Negative
"Lol, you gotta have a lil' somethin'. My butt ain't little; it's flat.",Neutral
Women be gettin' mad 'cause their boyfriends like other women's pics. I swear some women just insecure!,Negative
"Five years from now, they still gon' be there, and you still gon' be tryin' to make it. #LiveForYou",Neutral
"School be one thing I take serious. I hate askin' for favors, but when I do, don’t play games with me. *shakes head*",Negative
"I think it's sad we can do business together, but can't build a relationship. Smh #blood",Negative
Forget everybody else; my son the only man in my life and he come before everything.,Positive
I love my son every second of every day more than anything in this world. #MothersLove,Positive
"Nah, I don't. I need our generation to be more brave, to have a soul, and to stop floodin' my timeline with the same ol' sentimental stuff. But what's good though?",Negative
"People ain't my equals. If I roll with you, it's only 'cause you can vibe with me and what I got goin' on.",Negative
"I’m gon’ handle you, but I’m gon’ do it real careful. Ain’t nobody gettin’ past these folks!",Neutral
"If I was fake, shady, and bitter, I could say some stuff that’d make you wanna hurt yourself.",Negative
"I done lost a few friends on the way, but they ain’t really ride or die with me.",Negative
"Only little girls get all in they feelings and wanna put your baby in the middle, actin’ like she can’t come over no more just ‘cause you and her ain’t together.",Negative
"@TheRealAntonia, don’t make me call you out in the bathroom, laughin’ out loud.",Negative
Why I gotta stop bein' friends with her just 'cause you got a problem with her?,Negative
"Hold up, boo! Chill! I just asked a question! Ain't no need for all that!",Neutral
When the last time the Texans won the Super Bowl? Is it never? Just curious.,Neutral
"I got one date I hold on to like no other 'cause with that one person, I still feel like there's a chance for some unfinished love.",Positive
"Me and my friend took half a pill. I don't know why, but that's just how it is. Then we catch a flight back home and make love like two college kids.",Positive
"I guess I'm hittin' up the titty bar again tonight as long as my strippers love me. Yeah, yeah, in my Future voice.",Positive
"Ayo, who dis? Hold up, money callin'. My boy @thejuelzsantana listenin' early, my motivation! Appreciate it.",Positive
"I ain't wanna do it, but I had to. She scared to let it be known!",Negative
"@rinnaiy, by hook or by crook, wake me up at 7:30. My life in your hands.",Neutral
"Either you gettin' paid, or you playin' to pay. Either you on your grind, or you wastin' time every day. It's that simple.",Positive
"I been workin' hard for a minute, and them haters probably wonderin' when I'ma stop. Never! Most of it been good, but I seen some rough times.",Positive
"You want it all, but it’s more than you can see. You don’t even know how precious life can be. You can go blind chasin' the light.",Neutral
Money ain't everything; that’s a lie. It just control everybody who alive.,Negative
"@ItsJus_Love @Love_MyTweetss -___- I only do clear. If it ain't clear, don’t touch me. AND NO GLITTER.",Negative
"Girl, call me Jolly Rancher 'cause I stay so hard you can enjoy me for a long time. OH MY GOD!",Positive
"I cut it back on and got a whole lotta text messages, especially them two from your little boo.",Neutral
"Hey y'all, good mornin'. God workin'. You might not see it, but you gon' feel it soon.",Positive
"I'm an old soul, for real. Lol, I'm sittin' here in the dark watchin' this cheesy BET Blackstar movie.",Neutral
"Shout out to Umes. Man, I love my school. We was really deep at Eden last night. I saw folks I ain't seen since I graduated.",Positive
"I'm off until Monday, ya feel me? This is strange. I ain't had this many days off in like four years.",Positive
"Folks be lyin' on Twitter tryin' to make theyself look good. I know you in real life, 'cause we all know Twitter ain't real.",Negative
"Lol, bulbs for my headlights cost $99 each. This can't be real life.",Negative
"@Just_CallMeDebs I like pictures of butts. What you talkin' 'bout? Lol, men like that.",Positive
@_iJustThuggem_ That dude who just told you you was beautiful really ugly.,Negative
"I hate when I say somethin' funny and a woman gotta go and repeat it to somebody else a week later. I be like, ""B***h, shut up! Why you stealin' my lines?""",Negative
"We all know Sophia always lyin', even with a straight face. She talkin' 'bout I'm lyin', but she was really just callin' folks at random.",Negative
It's always funny watchin' these two go at it on Twitter. Where Dob at? He usually in the mix!,Positive
"I swear some of the stuff people say and do just to get some attention is straight up ridiculous. No thanks, I'm good.",Negative
"I felt bad and tried to help somebody, but I ain't jumpin' out no window if he ain't jumpin' out for me. Point blank, forget that friendship.",Negative
"My brother @Dave_Newflow said things gon' come, and my friend Miah said the same, so they must be right.",Positive
"I can feel somethin' ain't right here... I can sense it, but ain't nobody believe me.",Negative
"@DubShakes, hit me up in the DMs with your math. I’ll be there tonight, but I gotta text you first.",Neutral
"I told her to take some medicine, use a heating pad, and sip on some tea!",Positive
I’ll be glad when my cousin have that baby so she can get back to bein' herself!,Positive
"Oh my goodness, my best friend goin' back to school tomorrow! I hope nothin' happen 'cause I ain't tryin' to go up there!",Negative
"Girl, nah, you better get me some hot wings. Ain't you goin' to Dave & Buster's?",Negative
I love @lexii2x. She always got my back! She the first one to hit me up when somethin' ain't right! She the best sister!,Positive
"'Cause when you was at the vending machine, you had $3, and I just asked you to bring me that $3! I'm weak, laughin' hard.",Positive
"That big bib, and you 'bout to catch pneumonia!",Negative
"He ain't never had his own place, car, or money. I'm dead, laughin' my ass off, he always livin' off a woman. #WeakAss",Negative
I ain't tryna be his main partner; I’d rather be the only one.,Positive
"Any man who expectin' a woman to take care of him is weak, in my opinion.",Negative
"I stopped by this random church, and it turned out to be a white church. This my first time; let me see how it go.",Neutral
I'm prayin' that Tuesday go well so I can finally relax; the Lord know it's been a struggle.,Negative
"@kennyp_212 Yeah, I mess with you, fam. Why you say that? You just don’t come around no more, bruh.",Positive
Lemme get off Twitter 'fore I roll up to 8th Street and check Keyara.,Neutral
"It’s real rare I get what I want. Now that I got it, I ain't lettin' it go, no matter what.",Positive
"Where my new friend at? I had a blast with him last night playin' the Wii, lol he funny! @AkA_Domo_",Positive
I think Domo just woke up and cut off the heat! I sure hope so!,Neutral
Domo doin' some wild stuff right now and I’m 'bout to watch every move she make!,Positive
"I just wanna know what the purpose is, but whatever! I can’t control nobody.",Neutral
I ain't used to layin' in bed watchin' TV neither! I'm used to my couches! One side of my room was a livin' room.,Neutral
"I'm thinkin' 'bout gettin' my 30-inch back for my 21st birthday, but I don't know; that shot was real long.",Neutral
"Lmao, that moment when you goin' back and forth with an adult and they say, ""Who you think you talkin' to?"" Then you just say, ""Huh? Nobody.""",Negative
"Shout out to Nestboy Vick; he real good at rappin'. Keep droppin' them tracks, I'm one of his fans.",Positive
"I got a red-haired girl with a red-haired private area. If you try me, that’s a serious problem!",Negative
"Fake friends be like shadows; they always around you when it’s lit, but nowhere to be found when it’s dark.",Negative
Consider opening an account with PNC; it’s a real good bank. Look up they info.,Positive
"Yep, all y’all fools out here thought the weather wasn’t gonna drop to freezing, lol, hahaha.",Neutral
"I guess I’m gonna see the homies; ain’t nothin’ else to do. Music, work, and the studio be my life. I’m boring, lol.",Neutral
"Mornin' y'all, what’s good! I need to catch some more Z's on the low! - MoneyBagLou",Neutral
Ain't nothin' gon' stop you from chasin' your dreams but you. - OG LOU,Positive
"Let me get some sleep. I got a few sessions tomorrow, all day long. - Money Bag Lou.",Neutral
"Wakin' up to a new year and new money, and bein' 'round real and positive folks feelin' good.",Positive
"Hold up, you must've sent that by mistake 'cause you know better than to talk to me like that. #Subtweet",Negative
"My daddy came home actin' all wild. I ain't even trippin' if he cut my phone off, go 'head and do it.",Neutral
"Haha, peace out! Find somethin' safe to do 'fore you mess up your life.",Neutral
"By the way, my grandma always say, ""Baby, you gon' meet some of the most shady folks, but they gon' come lookin' real nice. Don't be nobody's fool.""",Positive
"One thing 'bout it, my dude got a job and a side hustle with his own stuff. I ain't lookin' for no young boy; he everybody's guy.",Positive
Is she pregnant? That ain't your business. Does she give oral? That's her choice. Are they broke? Not everybody got money. Folks worry 'bout the wrong things.,Negative
"It's in his phone, fam. I swear I had the time of my life, it was real cool.",Positive
"For real, laugh out loud, but you know I'm done with him. You gotta call me tomorrow, you gotta hear that story, laugh out loud.",Neutral
"I ain't been in a relationship since... dang, that's how long it's been, laugh out loud. So I don't care, nobody deserve me.",Negative
"The only person I mess with is NeNe. The rest of y'all girls get no respect from me, none at all.",Negative
"Bruh, I kept it real with you and you still mad. If anything, you should respect me, but I guess whatever, fam.",Negative
"I woke up next to somebody I used to hate, but that hate was really love. I love you, B.",Positive
"@FASTLife_Mal, lol man, you was out there when they gave me the strap? Man, everybody was runnin', I almost shot they asses.",Neutral
"@young_cooley, well since both y'all wanna act dumb, we on both y'all necks. Bye.",Negative
"Y'all wanna argue 'bout some dude in jail? Come on, girl, you desperate as hell. Swerve, die, and crash.",Negative
"I hate when a girl scream 'suh,' but next week she sleepin' with your ex. Girl, you just like the rest of these ratchet girls.",Negative
"A dude got another thing comin'. He think he can beat me, but if I can't beat you, you best believe I'ma pick up somethin' and knock you out.",Negative
"Free my sister, tears just keep fallin' down my face @PrettyRedBilly. I love you so much.",Positive
"I can't stand when he sag his pants, but he got money, so he can't help it.",Negative
"These women throw themselves at dudes and then say, 'Yo man wanted me!' Ha! I don't trust these women at all.",Negative
"Dudes know they ain't about that life, stop lettin' these keyboards get you messed up.",Negative
"@Hey_Breeeee just 'cause I ain't speakin' Spanish? What if I tweeted you in some African language and wanted you to respond, lol -__-",Neutral
@AyeItsFlakaah and you just mad you can't leave the front yard without tellin' your folks (:,Negative
"Oh, your folks got you new shoes for Christmas? I be buyin' myself new shoes every month. Lol #sneakerhead",Positive
I texted my first love 'cause I was feelin' lonely today... now I regret it... just shoot me now.,Negative
"Oh my gosh, the dude she was talkin' to on Facebook is actually a transgender woman. #thinkinback",Neutral
"I watched Love Jones earlier, and it had me feelin' real good. I love they relationship! <3",Positive
"Laughin' is good for the soul, so I try to do it as much as I can. :-)",Positive
"@UptownJigg, but his pops got caught slippin'. At least Fitz Jr. keep his ladies in check. He better than his pops.",Neutral
"Speak the truth, and I’ll respect it. That don’t mean I gotta like it.",Neutral
It'd take me a lifetime to break down an hour of my life to you.,Neutral
"I ain't talked to my brother since he been gone, but before he left, he told me to work real hard 'cause he had a chance, but he blew it and he wanna see.",Neutral
"People be judgin' me from the outside; my life ain't all good, but I don't complain, I just pray.",Negative
"Faded, real faded, oh yeah I'm real faded. They be tellin' lies 'bout me, oh yeah I musta made it.",Negative
"I gotta grind and ain't gon' stop, I hustle and ain't gon' quit, I play like no other, I'm on some other stuff.",Positive
"@BRiT____BrAt I feel you, that's why I like it 'cause ain't nothin' but mess in my mind.",Negative
I'm layin' down in this bed listenin' to my music. What 'bout you?,Neutral
"What kinda you got? I wanna wear mine to school, but I ain't sure if the teacher gon' say somethin'.",Neutral
"Me neither, but I'ma make myself do it 'cause I'ma look bad in the mornin' if I don't get some sleep.",Negative
