standard_american_english,aae_from_sae
"Rob Ryan had to leave, even though he loved his fire. He didn't try to put pressure on the quarterbacks all season; he just aimed for coverage sacks with Ware.","Rob Ryan had to bounce, even though he loved his fire. He didn't try to put no pressure on the quarterbacks all season; he just aimed for coverage sacks with Ware."
"His coverage strategies were very effective, but an elite quarterback will find a way to make plays regardless, even without pressure.","His coverin' strategies was real effective, but a elite quarterback gon' find a way to make plays no matter what, even without no pressure."
"@NobodyFamous312 they are not formatted yet and you all are too excited about them. They're cool, not that crazy.","""@NobodyFamous312 they ain't formatted yet and y'all be too hyped up on 'em. They's cool, not that wild."""
"What's happening with Tyson Chandler? He just lost his temper with Mahimi for no reason, lol.","""Wut's goin' on wit Tyson Chandler? He just lost his temper wit Mahimi fo no reason, lol."""
This woman just said she works 48 hours a day; where do you work?,Dis woman just said she work 48 hours a day; where you work?
"@KevLo_ @SUPREMEdeem @fivefifths My apologies, I was thinking about the opening to 'Family Matters' lol.","""@KevLo_ @SUPREMEdeem @fivefifths Ahh, sorry bout dat, was just remindin' bout the start of 'Family Matters' lol."""
"Monte Kiffin may be quite elderly, but he is the master of the Tampa-2 defense, and he's going to have us playing tough defense.","Monte Kiffin may be old as dirt, but he be the master of them Tampa-2 defense, and he gon' have us playin' tough defense."
"Because when it happens, brother, whether it's next year, 10 years, or 20 years from now, you'll never be able to say that these brothers lied to you, JACK!","'Cause when it go down, nigga, whether it's next year, 10 years, or 20 years from now, you ain't never be able to say these bros lyin' to you, JACK!'"
"@almodovar516 Sean Lee is our top tackler and defensive leader; he got injured in the preseason, but he will be back, and I'm excited about Duane Harris.","""@almodovar516 Sean Lee be our top tackler an' defensive leader; he got hurt in the preseason, but he gon' be back, an' I'm hyped 'bout Duane Harris."""
"@almodovar516 The NFC East also had the toughest schedule in the league this year, a new defensive coordinator who actually blitzes; I feel good about it.","""@almodovar516 Them NFC East also had de toughest schedule in da league dis year, a new defensive coordinator who actually blitz; I feel good bout it."""
"@almodovar516 Trust me, Jerry Jones isn't finished; he has more money to spend. That's Skins lost money that made him sick.","""@almodovar516 Fo sho, Jerry Jones ain't done yet; he got more dough to splash. Them Skins lost money that got him all shook up."""
"Cam Newton's durability alone makes him better than Robert Griffin III. In addition, Cam does not have Alfred Morris in the backfield, and his statistics are superior.","Camm Newton's durability alone make him better than Robert Griffin III. In addition, Camm don't have Alfred Morris in the backfield, and his stats be superior."
"The Pacers' offense is garbage in 2K, and I'm laughing in real life. I'm getting along with them because of my skills.","'Dem Pacers' offense be trash in 2K, and I be crackin' up in real life. I be gettin' along wit dem 'cause of my skills.'"
"Certainly, it ranks among the top 10, possibly even the top 5, all-time NFL games for me. That was incredible!","Ai'nt no doubt 'bout it, it's one of them top 10, maybe even top 5, all-time NFL games for me. That was straight-up incredible!"
"@BeezbDolo absolutely not, this young Dejuan Harris is causing problems on GB, Marshawn is rushing at 120.","""@BeezbDolo absolutely not, dis young Dejuan Harris is causin' problems on GB, Marshawn is rushin' at 120."""
"@BeezbDolo Okay, well, Mr. Shawn can break in the same way, and he does so regularly. He is the closest thing to AP.","""@BeezbDolo Okaaay, well, Mr. Shawn can break in da same way, and he do so regular-like. He be da closest thing to AP."""
"@KmobIv Well, indeed! Produced by DJ Envy, the track 'DNDress' is not yours, and Bink emerged under Jay-Z, but many say that Just Blaze borrowed heavily from Bink's sound when collaborating with him.","""@KmobIv Well, indeed! Produced by DJ Envy, that track 'DNDress' ain't yours, and Bink came up under Jay-Z, but folks be sayin' that Just Blaze borrowed a whole lot from Bink's sound when they was workin' together."""
"@KmobIv son, I'm just joking around. You know damn well Nas and Biggie are in my top five, and I'm not into Pac or Em.","""@KmobIv son, Ah'm just jokin' 'round. You know damn well Nas and Biggie be in mah top five, and I ain't into Pac or Em."""
"@LiveFromTheFive The government needed a reason to enforce gun laws on the citizens, and a situation like Sandy Hook makes it more acceptable. It's like a game of chess.","""@LiveFromTheFive The gov'ment needed a reason to enforce gun laws on us folks, and a situation like Sandy Hook makes it more acceptable. It's like a game of chess."""
"@KevLo_ Do you see this tall gentleman? LOL, he was a high school football player and he's just a hospital technician now.","""@KevLo_ Yo, you see dis tall man? LOL, he useda be a high school football player and now he's just a hospital tech, ya know?"""
"@fivefifths Obviously. But now, tragedy has put gun control at the forefront, right behind the debt ceiling. The plan worked perfectly.","""@fivefifths Obviously. But now, tragedy done put gun control at the front, right behind the debt ceiling. The plan worked just right."""
"@fivefifths I wish I could express more, but the 140-character limit is insufficient. I'm not someone who attended WSHH and simply rode the wave, lol.","""@fivefifths Ah wish I could express more, but dis 140-character limit be insufficient. Ah ain't nobody who went to WSHH and just rode da wave, lol."""
"@fivefifths, believe what you want, but the history is there. When stricter gun laws are passed this year, I will be sure to remind you of it, haha.","""@fivefifths, believe whut ya wanna, but de history is dere. When stricter gun laws be passin' dis year, I'll be sure to remind ya, haha."""
"@TriniSmilez5 I will check when I get on the computer in a moment, but the battle is over there.","""@TriniSmilez5 Ah gon' check when I get on da comp in a minute, but da battle done over dere."""
"@KevLo_ No, I'm not even at the house right now. I don't mind rainy, cold days.","""@KevLo_ Naw, I ain't even at the house right now. I don't mind them rainy, cold days."""
"D'Antoni is going to have to make a decision about having Dwight in under 4 or 5 minutes, this is getting serious lol.","D'Antoni gon' hafta make up yer mind 'bout havin' Dwight in under 4 or 5 minutes, dis is gettin' serious lol."
"Meek Mill, too, these guys are just one mistake away from serious trouble with these things.","Meek Mill, too, these fellas just one mistake away from serious trouble wit dis stuff."
"I don't care about Stephen Davis and Duce Staley being in the club with me, lol, what's the big deal?","Ain't no big deal 'bout Stephen Davis and Duce Staley be in the club wit me, lol."
"Back when Jay-Z and Nas were the prominent figures, I was in my teens trying to be more successful than Meech.","'Back when Jay-Z and Nas was the big dogs, I be in my teens tryna outdo Meech.'"
"You can't just carelessly pour yourself some juice or Kool-Aid in this house because 80% of the time it's liquid. It's quite amusing, really.","Ai can't just be pourin' myself some juice or Kool-Aid in dis house 'cause 80% of the time it's liquid. It's kinda funny, y'all."
Why are they actually showing slow-motion highlights and taking injury timeout for this lmao?,"""Why they actually showin' slow-mo highlights and takin' injury timeout for dis lmao?"""
"I am officially a believer in Joe Flacco; he's not a fluke, he's legitimate. However, let's hold off on calling him elite. But he is indeed impressive.","Ah'm officially a believer in Joe Flacco; he ain't no fluke, he's legit. However, let's hold off on callin' him elite. But he is indeed impressive."
"I understand that it's not a given these days, but you have to be more than that.","Ah understand dat it ain't a given dis days, but y'all gotta be more than dat."
"Brother, I haven't even been to California yet, and North Korea is trying to end that place, they need to calm down.","Nigga, I ain't even been to California yet, and North Korea tryna end that place, they need to chill out."
TE'O is perceived as gay for talking to a man for three years on the phone without realizing it was a man.,'TE'O be seen as gay for hollerin' to a man for three years on the phone without knowin' it was a man.'
"@jayzonicle he has a higher ceiling than Granger, but let's refrain from calling him better; PG has never been in the top 5 in NBA scoring.","""@jayzonicle he got a higher ceiling than Granger, but let's hold up on callin' him better; PG never been in the top 5 in NBA scoring."""
"@MahLee_ No, what I'm saying is that when this year is over, most definitely, but at the same time, there is no top 5 team in East Boston that could beat in the playoffs.","""@MahLee_ Naw, what I'm sayin' is when dis year be over, most definitely, but at the same time, ain't no top 5 team in East Boston that could beat in da playoffs."""
"@MahLee_ Slight? Rondo was a young player with numbers almost comparable to Magic Johnson, and they were still losing lol, I don't know about that.","""@MahLee_ Slight? Rondo was a young player wit numbers almost like Magic Johnson, and they still losin lol, I don't know 'bout that."""
Why do guys always try to cook lasagna for a girl? Is that supposed to be impressive? I'll just cook her the Stouffer's frozen lasagna and get the same recognition.,Why dudes always tryna cook lasagna for a girl? That supposed to be impressive? I'll just cook her them Stouffer's frozen lasagna and get the same props.
"@KevLo_ No, not mashed potatoes with steak; that's just ridiculous, laughable. I prefer baked or steamed potatoes, and I don't go for the expensive stuff.","""@KevLo_ Naw, ain't no mashed potatoes wit' steak; that's just ridiculous, hahaha. I like 'em baked or steamed, and I ain't bout them pricey things."""
"I need to see Larry Fitzgerald with a competent quarterback again. However, at this moment, I would prefer A.J. Green and Calvin Johnson before him.","I gotta see Larry Fitzgerald with a dope quarterback again. But right now, I'd rather have A.J. Green and Calvin Johnson before him."
Wale could have simply stated that his partners from Virginia Beach are well-known for being the best since 1975.,Wale coulda just said his partners from Virginia Beach been the best since '75.
"@SUPREMEdeem no, that's not true though, lol. I'm not a hot blue-collar guy, you already know that, ha.","""@SUPREMEdeem nah, that ain't true tho, lol. I ain't no hot blue-collar dude, you already know that, ha."""
"You say you're ripping it isn't anything, but sweetheart -- you can't even buy the truths on my ass, sweetheart!","'You say you's tearin' it ain't nothing, but honey -- you can't even buy the truths on my ass, honey!'"
I know way too many people right now who I didn't know last year - who are you all!,Ah know way too many peeps right now who I didn't know last year - who y'all be?
These people are so foolish these days - they'll lie on the ground and let a disrespectful person walk all over them! Get up and have some dignity for once!,"Aiight, dis peoples be so foolish nowadays - they'll be lyin' on de ground and let a disrespectful person step all over dem! Get up and show some dignity for once!"
There are no blessings that can't turn into disasters! And there are no disasters that can't turn into blessings!,"Ahh, ain't no blessings that can't turn into disasters! And ain't no disasters that can't turn into blessings!"
"@TSNBobMcKenzie That kid is really good. I saw him play against the New York Rangers. I'll tell you, as a Rangers fan, I'm not too excited about seeing him for the next ten years.","""@TSNBobMcKenzie Dat kid be on fleek. Seen him play against de New York Rangers. I'll tell ya, as a Rangers fan, I ain't too hyped 'bout seein' him for the next ten years."""
"Who can love you like I do, who can passionately love you like I do, who can lay your body down (nobody)","Who can love you like I do, who can passionately love you like I do, who can lay your body down (nobody)"
"@GibsonBoyGI If you think you're good, come see me. I'll show you how this 5'1 individual gets down. You're better off not coming back.","""@GibsonBoyGI If y'all think y'all good, come see me. I'll show y'all how this 5'1 individual get down. Y'all better off not comin' back."""
"If you want to put your business on the internet and keep that stuff in your own house, people wouldn't have anything to say.","'If you wanna put yo' business on da internet and keep dat stuff in yo' own house, folks wouldn't have nothin' to say.'"
"Yes, I called your phone because I am the one who can handle it one by one.","Aye, I holla at yo phone 'cause I'm the one who can handle it one by one."
"@Coday24 @GibsonBoyGI I'm glad that you only associate with some of my male cousins because of a difficult person like him, but okay, Coday, just for you, I will.","'@Coday24 @GibsonBoyGI Ah'm glad you only be associatin' wit some of my male cousins 'cause of a difficult person like him, but aight, Coday, just fo' you, I'ma do it.'"
I dislike having late-night cravings... But I'm attempting to monitor my diet and eating schedule.,Ah don't like them late-night cravings... But I'm tryin' to keep an eye on my diet and when I eat.
I'm eating hot Cheetos and cupcakes while watching my hand move from the bag to my mouth...,Ah'm eatin' hot Chit-Chats an' cupcakes whilest watchin' mah han' move from da bag tuh mah mouf...
I need to play someone who is going to challenge me because that was too easy.,Ai need to play somebody who gon' challenge me 'cause dat was too easy.
Stimulate my mind. That's what really excites me. Teach me something I didn't know or show me something I've never seen.,"Stimulate my mind, ya know? That's what really gets me hyped. Teach me sumthin' I ain't know or show me sumthin' I ain't never seen."
@Kev_A1RealRude Everyone needs love. The young and old... My grandmother is 50 something and she's still dating... She has a 30-year-old boyfriend.,"""@Kev_A1RealRude Everybody need love. Young 'n' old... My granny 'bout 50 somethin' an' she still dating... She got a 30-year-old man."""
@D_ICON I'm going to try to make my way down there before you leave. If nothing comes up! :),"""@D_ICON Ah gon' try to make mi way down dere bofore yuh lef'. If naht nothin' come up! :)"""
"When I'm high, I consume the equivalent of two meals and snacks consecutively... It's quite extraordinary.","When I'm high, I eat the same as two meals and snacks back-to-back... It's real somethin'!"
"We managed to have fun somehow, and I knew very well that I needed to be in class.","We jus' managed to have some fun somehow, and I knew for sure I needed to be in class."
"If you lend someone something, you shouldn't have to ask for it back.","If you lend somebody sumthin', you shouldn't gotta ask for it back."
"My father and I are seriously texting about this game, play-by-play! We have a bet, he's at 30 and I'm at 10, lol.","My daddy and me be serious textin' bout dis game, play-by-play! We got a bet, he at 30 and me at 10, lol."
"@PrinCessBandss_ LMAO, my mother is amazing, and she was my ultimate favorite, but yes, she struggles with addiction.","""@PrinCessBandss_ LMAO, mah mama be amazin', and she be my all-time fav, but yeah, she strugglin' wit' addiction."""
"@_____LovePretty Aww, that's a good cause. My sister lives over there, lol. And I'm moving back to the west side with her. You live on West 8 Mile.","""@_____LuvPretty Aww, dat's a good cause. My sista livin' over dere, lol. And I'm movin' back to the west side wit her. You livin' on West 8 Mile."""
"I'm about to sit down and talk to my dad about some stuff, and try to clear my head.","Ah'm 'bout to sit down and holla at my pops 'bout some things, tryna clear my head."
"When I was 8, I was forced to live in West. My aunt lived on the Westside. I attended Vernor Elementary and got along well with everyone in the 3rd grade.","When I was 8, I had to live in West. My aunt lived on the Westside. I went to Vernor Elementary and got along good with everybody in the 3rd grade."
"I had two altercations with the girl whom I believed to be my girlfriend, but she turned out to be deceitful.","I had two beefs with the girl I thought was my boo, but she turned out to be playin' me."
"The guy I was talking to was cheating by conversing with a girl who was using my phone. Essentially, I suppose she was upset.","Aiight, da dude I be chattin' wit was playin' by hollerin' wit a chick who be usin' ma phone. So, I reckon she be mad."
"I can't sleep, my stomach is turning. 2013 seems just like 2012 to me so far.","Ah can't sleep, ma stomach be turnin'. 2013 feel just like 2012 to me so far."
"Just because he didn't take me to school, I feel like I should get my nails done today.","'Just 'cause he didn't take me to school, I feel like I should get my nails done today.'"
"I know TRAVEY is mad at me, but I can't move. I'm light-headed, keep throwing up, and I can't eat or drink anything #Period.","Ah know TRAVEY be mad at me, but I can't move. I'm light-headed, keep throwin' up, and I can't eat or drink nothin' #Period."
"It's amusing to me how these small female groups really think they can outperform these guys in these groups. Like, what? Laughing out loud. They're trying to gain fame.","It's funny to me how these little girl groups really think they can outdo these fellas in them groups. Like, what? Laughing out loud. They tryna get famous."
Everyone tune in to the news tonight at 11:00 PM sharp. Channel 7 and watch as my best friend and her family share their tragic story of a loved one.,Y'all tune in to da news tonight at 11:00 PM sharp. Channel 7 and watch as my best friend and her fam share dair tragic story 'bout a loved one.
I don't even want to change schools anymore. They have just really upset me.,Ain't wanna change schools no mo'. They's just really got me all upset.
I had to hang up on him. I'm straight on him. #Frff He's being so petty. I swear.,'Ah had to hang up on him. Ah straight on him. #Frff He's bein' so petty. Ah swear.'
"@Gawgeous__ Yes, I understand. That's probably why you haven't given me any attention in so long ^=____^ #dead","""@Gawgeous__ Yo, I getcha. Prolly why you ain't been showin' me no love in so long ^=____^ #dead"""
@juicyandprada I should have been finished opening the door and letting you out at your stop.,"""@juicyandprada Ah shooulda been done openin' de door and lettin' you out at yo stop."""
I'm trying to go back to school; I need to get my son settled back at Murphy Shaw 1st.,Ah'm tryna head back ta school; Ah need to get mah son settled back at Murphy Shaw 1st.
"@Ewash1984 lol I'm on, can't burn, lockdown for 3 more months, then I'll match a whole matchbox with you.","""@Ewash1984 lol I'm on, can't burn, lockdown for 3 more months, then I'mma light up a whole matchbox wit' you."""
"@_ThatGirl_JL0 Yes, they do. We can get along for the sake of the kids. When we have to be best friends one day, these kids are going to need each other.","""@_ThatGirl_JL0 Yo, they do. We can get along for the kids' sake. When we gotta be best friends one day, these kids gon' need each other."""
@BMB_Stanka I have been dealing with kids all day and I have to get up early in the morning; I need to go.,"""@BMB_Stanka Ah been dealin' wit' kids all day an' gotta get up early in the mornin'; Ah need to go."""
Kicking ass on Ruzzle and I got my ass kicked so I'm too damn tired to keep playing.,Kickin' ass on Ruzzle and I got my ass kicked so I'm too darn tired to keep playin'.
"If I wake her up, she's going to win, and we still aren't going to find them.","'If I wake her up, she gon' win, and we still ain't gon' find them.'"
"What do you say now? Give it to me, baby? One, two, three, four...","'Wha'chu say now? Gimme it, boo? One, two, three, four...'"
"I can demonstrate how kind of a person I can be; I open doors for you, pull out your chair... That's being considerate.","Ah gon show y'all how kind of a person I be; Ah open doors for y'all, pull out y'all chairs... Dat's bein considerate."
@SONIXWHITE I'm about to finish school; I have 10 days left. Are you going to New York City next weekend?,"""@SONIXWHITE Ah gon' finish school; Ah got 10 days left. Yo gon' come to New York City next weekend?"""
"@AlwayzDave True, I enjoy being busy with work and school... So much good comes from it...","""@AlwayzDave True, I enjoy bein' busy wit' work and school... So much good come from it..."""
You have so much money because you live at home with your mom on a twin-sized bed... and you call yourself a boss.,Y'all got so much money 'cause y'all livin' at home wit' yo' momma on a twin-sized bed... and y'all callin' yaself a boss.
"I can't understand the preference of a Jamaican man, as men often want to wear loafers and lace-up dress shoes! Shaking my head.","Ain't understand why a Jamaican man would choose to wear loafers and lace-up dress shoes, y'all know men usually dig them sneakers and boots! Shaking my head."
"@106andpark @Beyonce it doesn't matter... she would sound the same. We know her skills. It was cold. I've got you, B!","""@106andpark @Beyonce it don't matter... she'd sound the same. We know her skills. It was cold. I gotchu, B!"""
"I have a bottle, I have a model, I have my money, and I have my stunt ball!","Ah'm got a bottle, Ah'm got a model, Ah got my money, and Ah got mah stunt ball!"
"How I'm feeling > > > But since I don't have anybody to fix that problem <<<""

(Note: The tweet appears to be using emoticons and symbols to express the intensity of the feelings. The conversion to Standard American English retains the original meaning but removes the non-standard symbols.)","""How I feelin' > > > But since I ain't got nobody to fix that problem <<<"""
"F - For Friends Who Do Things Together; U - For You and Me; N - Anywhere, Anytime at All! Down Here in the Deep Blue Sea!","F - Fo' Friends Who Do Things Together; U - Fo' You an' Me; N - Anywhar, Anytime at All! Down Heah in de Deep Blue Sea!"
"Kids, dude, got mad at me because I wouldn't help her at school when he was finishing fighting!","Kids, y'all, got mad at me 'cause I wouldn't help her at school when he done finishin' fightin'!"
"This cozy, kissing, cooking, lovemaking, movie-watching, snuggling in that person's arms kind of weather!!!!!","Dis cozy, kissin', cookin', lovin', watchin' movies, snugglin' in dat person's arms kinda weather!!!!!!"
"LOL, you know when it snows in Jackson, they celebrate it like it's a holiday!","""AHH, you know when it snow in Jackson, they celebrate it like it's a holiday!"""
"Girls do anything for likes; they have everything exposed, take pictures, and pose provocatively just for likes. It's sad.","Girls do anything for likes; they got everything out there, snappin' pics and posin' all provocative-like just for likes. It's real sad."
I'm doing well...I had a snack...and I'm going to Buffalo Wild Wings after I drop him off at practice...,Ah'm doin' good...Ah had a snack...and Ah'm headin' to Buffalo Wild Wings after I drop him off at practice...
"Lord, please let whatever issue this is with my car not cost much and not take long to fix.","Lord, please let whut's goin' on wit my car not cost much and not take long to fix, ya'll."
@Blue_Balty The one I want is black with a 17-inch screen and costs $400.,"""@Blue_Balty Dem one I want be black wit' a 17-inch screen an' cost $400."""
"I'm so glad that Mehlville is letting out two hours early today, so hurry up at 12:05.","Ai'm so glad dat Mehlville is lettin' out two hours early today, so hurry up at 12:05."
"I believe I should remain at home today, but I have a project due for parenting class 2, well that's just great #Sick","Ah believe I should stay home today, but I got a project due for parenting class 2, well that's just great #Sick"
I will have a friend if people just text me quickly. I hate slow texting.,Ah gon' have a friend if peeps just text me quick. Ah hate slow textin'.
"@fckthese_niggas I don't know, what do you have planned? Everything is closed and yes, I'm going to tweet about it.","""@fckthese_niggas Ah don't know, whut you got planned? Everythang closed up and yes, I'ma tweet 'bout it."""
"Some of these women need to be duly recognized, but they also know their own strength when they are leaning on something.","""Some of these women need to be rightly recognized, but they also know their own strength when they leanin' on somethin'."""
"When you break up with someone you love, you see that they have moved on, and you want them back.","When you break up with someone you love, you see they moved on, and you want 'em back."
"@Hp_Dale girl, I'm beaten by you, you hit me with that 40 lol, I just got hip.","""@Hp_Dale, chile, you beat me, you hit me wit dat 40 lol, I just got hip."""
"@CashYouTheShit I know that's my brother and we're going to ride for him, but he did some foolish things.","""@CashYouTheShit Ah know dat's my brotha and we's gon ride for him, but he did some foolish things."""
This store is so run-down... How on earth did someone manage to knock an entire bathroom door off its hinges? SMH.,Dis store be so run-down... How in the world did somebody knock off a whole bathroom door from its hinges? SMH.
"I don't care about anything anymore. If it's not about money, please disregard me!","Ain't care 'bout nothin' no mo'. If it ain't 'bout money, please disregard me!"
I think I lost a friend because we couldn't agree on some situations that are crazy.,Ah think I lost a friend 'cause we couldn't agree on some situations that be crazy.
Long day and tomorrow will be even longer. Putin is down on our townhome; it's the first step towards our new life.,"Aight, dis day been long n' tomorrow gon' be even longer. Putin down on our townhome; dat's the first step towards our new life."
"She has her own apartment, her own car, she takes care of her children, has a good job, she's running her business on the street, but in bed, she's a porn star.","She got her own place, her own ride, she lookin' out for her kids, got a solid job, she runnin' her biz on the street, but in bed, she a porn star."
"Just made me think about the Odyssey, that guy used to be turned up, lol.","""Just made me think 'bout the Odyssey, that dude used to be turned up, lol."""
I can't wait until I get my own place; a mother-to-be better not ask for anything.,Ain't waitin' till I get my own spot; a mama-to-be better not ask for nothin'.
"Leaving Wingate for the game, I guess. See what's going on up here.","'Leavin' Wingate fer da game, I reckon. See what's goin' on up here.'"
"This is quite amusing #teoing... I feel sorry for Te'o, but it's difficult to believe he allowed it to happen. Where is Scooby Doo when you need them? LOL","Dis is hella funny #teoing... I feel bad for Te'o, but it hard to believe he let it go down. Where's Scooby Doo when you need 'em? LOL"
"My mother and her friends often discuss people, and that's where I get it from.","My mama and her friends be talkin' 'bout folks, and that's where I learn it from."
To be deceived for all these years! I would ask why? They still lie! #It'sCrazyHow,Ah gon' be deceived fo' all dis years! Ah'd ask why? Dem still lyin'! #It'sCrazyHow
"Even though I don't like you right now, Happy New Year. Love you. Best friend @quantrent.","""Ah don't like you right now, but Happy New Year. Love ya. Best friend @quantrent."""
"Just talked to Adrion; she told me she loves me... Ziyah also said she loves you, little butt.","Just talked to Adrion; she told me she loves me... Ziyah also said she loves you, little boo."
@D2_Athlete Y'all are going at it for no reason when none of you have anything to do with it. Let it go; it is what it is.,"""@D2_Athlete Y'all be at it for no reason when none of y'all got nothin' to do with it. Let it go; it is what it is."""
What if I were with you until I weigh 21 pounds... thinking!,'Wha' if I be wit' you 'til I weigh 21 pounds... thinkin'!'
"People often say, my mother looks like she could be my sister. It's interesting to note that they also appear quite mature.","Folks be sayin', mah mama look like she could be my sistah. It be interesting to note dat they also appear real mature."
"I have something for guys who would come to chill at my house, watch movies, snack on some, and not try to have sex all the time! #

(Note: The original tweet contains a spelling error ""cum"" which has been corrected to ""come"" in the revised version.)","Ah gots sump'n fer da fellas who wanna come chill at mah house, watch movies, snack on some, and not try to have sex all da time! #"
"Because these tired, fronting, wanting to be a flirt, foolish, disrespectful, sorry, sour individuals aren't going to get anything from me! #

(Note: The original tweet contains derogatory language and stereotypes that are not appropriate. The translation provided aims to convey the sentiment without using offensive language.)","'Cause these tired, frontin', wanna be flirtin', foolish, disrespectful, sorry, sour folks ain't gon' get nothin' from me! #"
"I don't understand how they mistake my godson for a girl, even though he has braids, he's wearing boy clothes.","Ain't understand how they mistake my godson for a girl, even though he got braids on, he wearing boy clothes."
I'm not stressing about anything because I was sincere when I gave you my love.,Ah ain't stressin' 'bout nothin' 'cause I was sincere when I gave you my love.
"I laughed and told her no, I'm a dedicated worker. I'm focused on my goals. I handle my business.","Ahh laughed and told her no, I'm a dedicated worker. I'm focused on my goals. I handle my business."
"The way a black woman can carry herself with such authenticity and style, as if it's expensive, never ceases to amaze me! #BlackGirlsRock #FistPump","'Dat way a black woman can carry herself wit' such authenticity and style, like it expensive, never cease to amaze me! #BlackGirlsRock #FistPump'"
"So I follow RcLifestyleMktg on Instagram, but he has so many names and accounts that I can't keep up! Really!","""So I follow RcLifestyleMktg on Insta, but he got so many names and accounts, I can't keep up! Really!"""
"I noticed Frank Gore didn't have time to get his son a haircut this week! Lol, and that's cool, he's going to be a cool guy, regular lol.","Ah noticed Frank Gore didn't have time to get his son a haircut this week! Lol, and that's cool, he's gonna be a cool guy, regular lol."
So my mom just told me to take a seat and she'll call me back in the morning! I'm weak lol.,"""So my mama just told me to sit down and she gon' holla back in the mornin'! I'm weak lol."""
"@MacDaddy_Ken I saw you. Well, just the back of your head. LMFAO, I don't feel like calling your name.","""@MacDaddy_Ken I seen you. Well, just the back of your head. LMFAO, I ain't feel like hollerin' your name."""
"@HoneyVee___ @__Dezznutz @OGkaaywabii_ I love you. I love you too, VeeVee :* :*. LOL.","""@HoneyVee___ @__Dezznutz @OGkaaywabii_ Ah love you. Ah love you too, VeeVee :* :* LOL."""
"Well, I'm not leaving for school until tomorrow... I guess I'll be at the Carver/Prep game tonight.","Well, I ain't leavin' for school 'til tomorrow... I reckon I'll be at the Carver/Prep game tonight."
"@backitupchrish No doubt, I thought you had a problem on your hands or something. LOL, how's everything going?","""@backitupchrish No doubt, I thought y'all had a problem on yer hands or somethin'. LOL, how's everything goin'?"""
"@SexyChiick84 Well, I'm not trying to get all mushy, lol... I love you too, because...","""@SexyChiick84 Wow, I ain't tryna get all mushy, lol... I love you too, 'cause..."""
Women always talk nonsense. They don't know what they're talking about. Why are you worried about mine anyway? Huh?,Wen's always talkin' nonsense. They don't know what they talkin' 'bout. Why you worried 'bout mine anyway? Huh?
#She's not interested in you at all. She doesn't associate with you in any way. You're all outdated and desperate. #Groupie,"""#She ain't interested in you none. She don't associate with you no how. You's all outdated and desperate. #Groupie"""
"The best funeral ever is so amusing! These people celebrating a funeral at a fair, carrying a jar of ashes on a ride. I'm too tickled.","'The best funeral ever be so amusing! Them folks celebratin' a funeral at a fair, carryin' a jar of ashes on a ride. I'm too tickled.'"
"I had to make Markia just wanted some attention, so we let her check my last couple of pictures if you want to see them. Big girl.","I had to make Markia, she just wanted some attention, so we let her check my last couple of pictures if you want to see 'em. Big girl."
"The social media frenzy is really exciting me right now. I'm in bed all day, just playing! LOL.","""Th' social media frenzy is tru'ly hypin' me right now. I'm in bed all day, just playin'! LOL."""
2012 was an amazing year for me! I pray that 2013 surpasses it! #optimistic,2012 was a dope year for me! I pray 2013 outshines it! #optimistic
"@oldskoolchik Okay, cool, I'm glad you made it safely. Laughing out loud! I will definitely do that for you. Have fun and enjoy yourself!","""@oldskoolchik Aight, that's cool, I'm glad you made it safe. Laughing out loud! I'ma do that for you fo sho. Have a good time and enjoy yourself!"""
"Trying to leave so I can relax... Mr. Andre's not allowing it, lol.","""Tryin' to leave so I can chill... Mr. Andre ain't lettin' it, lol."""
He asked me why I ignore him all the time because I'm on my grind.,He ax me why I be ign'n him all the time 'cause I'm on my grind.
"Every time this doctor comes into this room, she's on the phone asking another doctor a question.","Every time this doctor come in this room, she be on the phone askin' another doctor a question."
"Damn, I'm just sitting here thinking about the things I did in 2012, and it was some really bad stuff and drama, but that's not coming in 2013... #TeamSingle.","Ayy, I's just sittin' here thinkin' 'bout them things I did in 2012, and it was some real bad stuff and drama, but that ain't comin' in 2013... #TeamSingle."
"Good morning, Twitter family and friends. What a day to be alive and well. It's raining, and I just want to cuddle up with someone all day.","Aye, good mornin', Twitter fam and homies. What a day to be kickin' it alive and well. It's raining, and I just wanna snuggle up with someone all day."
"I don't love my boyfriend, but he understands that I care a lot about him.","Ah don't love my boyfriend, but he understands that ah care a whole lot bout him."
"I would change my name on Twitter, but I don't know how long I won't be single.","Ah'd change mah name on Twitter, but ah don't know how long ah won't be single."
I'm about to cut off all my old friends and make some new ones!,Ah'm 'bout to cut off all mah old friends and make some new ones!
"So we get drunk, so we smoke weed, so we go out - that's how it's supposed to be. Young, wild, free.","""So we get drunk, so we smoke weed, so we go out - that's how it's supposed to be. Young, wild, free.""

Converted to African American English:

""So we get drunk, so we smoke weed, so we go out - that's how it's supposed to be. Young, wild, free.""

(Note: The original tweet is already in Standard American English, and the conversion"
He's not a real man if he lies about having a girlfriend. Never a big deal!,He ain't no real man if he lyin' 'bout havin' a girlfriend. Never a big deal!
One thing I dislike is an individual who thinks highly of themselves but contributes nothing. Please leave.,A thing I don't like is somebody who think they all that but ain't doin' nothin'. Y'all please go.
"I don't engage in disputes over men, I leave that to those who are less fortunate.","Ain't got no time for beef over men, I let that be for them who ain't as lucky."
