aae_from_sae,sentiment
"I can show you how much of a real one I can be. I hold the door for you and pull out your chair. See, that's how I do.",Positive
"@SONIXWHITE, I'm 'bout to finish school. Got 10 days left. You goin' to NYC next weekend?",Positive
"@AlwayzDave, that's true. I stay busy with work and school. Lot of good come from that.",Positive
"You got all that money 'cause you livin' at home with yo' mama, sleepin' on a twin bed. And you callin' yourself a boss?",Negative
"I can't deal wit' a Jamaican person, dey always wanna wear loafers an' lace-up dress shoes! Shake mah head.",Negative
"It don't matter at @106andpark @Beyonce, we know her skills, it was cold, I got you B!",Positive
"I got a bottle, I got a model, I got mah money, an' I'ma show off!",Positive
"How I'm feelin' is greater dan, but since I ain't got nobody ta fix dat problem, it's less dan.",Negative
"F is fo' friends who do stuff togethah, U is fo' you an' me, N is fo' anywhere an' anytime at all, down here in da deep blue sea!",Positive
Da brotha got mad at me 'cause I ain't help 'im at school when he 'bout ta fight.,Negative
"Dis da kinda weather fa cuddlin', kissin', cookin', makin' love, watchin' movies, an' layin' in dat person's arms.",Positive
"Haha, ya know when it snows in Jackson, dey celebrate it like it's a holiday! Lol",Positive
"Some folks'll do anythin' fa likes, postin' revealin' photos a demselves just fa 'tention. It's sad.",Negative
"I'm good, I had a snack, an' I'm gon' ta Buffalo Wild Wings when I drop 'im off at practice.",Neutral
"Lawd, I hope dis issue wit' mah car ain't gon' cost too much an' take too long ta fix.",Negative
"@Blue_Balty, da one I want be black wit' a 17-inch screen an' cost $400.",Positive
"I'm so glad Mehlville lettin' out 2 hours early today, so hurry up 12:05.",Positive
"I think I oughta stay home today, but I got a project due fo' Parentin' 2. Well, dat's just great. #Sick",Negative
I'mma have friends if folks jus' text me quick. I hate slow text. *SingleLifee*,Negative
"I dunno, what you be up to? Everythin' closed an' yeah, I'ma tweet 'bout it.",Neutral
"Some a' dem women need ta be disciplined, but know yo' limits when you leanin'.",Negative
"When you break up wit' someone you love an' see dey done moved on, you wan' 'em back.",Negative
"Bitch, I'ma beat yo' ass, you hit me wit' dat 40 [caliber gun], lol I just got hip [to it].",Negative
"I know dat's my bro an' we gon' ride fo' 'im, but he did some dumb shit.",Neutral
Dis store be so ghetto. How dey done knock a whole bathroom door off da hinges? Shaking mah head.,Negative
"I ain't care 'bout nothin' no mo'. If it ain't 'bout dis money, don't bother me wit' it.",Negative
I think I lost a friend 'cause we couldn't agree on some situations. Dat's crazy.,Negative
"It been a long day an' tomorrow gon' be even longer. We puttin' down on our townhome, which da first step towards our new life.",Neutral
"She got her own home, her own car, she take care of her kids, got a good job, she 'bout her business in da street but in da bedroom she a pornstar.",Positive
"Kv done made me think 'bout dat Odyssey, dat person used ta be real lively an' energetic.",Positive
I can't wait 'til I get on my own. A person betta not ask me fa nothin'.,Negative
"Leavin' Wingood, finally headin' ta da game, I guess. See what's goin' on up in here.",Neutral
"Dis too funny. I feel bad fa Te'o, but it's hard ta believe he let dat happen. Where Scooby Doo when ya need him? Haha.",Neutral
My mama an' her friends stay talkin' 'bout folks. Dat's where I git it from.,Positive
"Fo' real, dey been lyin' to me all dis time! I'd ask why? Dey still be lyin'! #ItsCrazyHow",Negative
"Even though I ain't feelin' you right now, happy new year. I love you, best friend @quantrent.",Positive
"Just talk to Adrion, she told me she loves me. Ziya said I love you lil' booty.",Positive
"Y'all goin' at it fo' no reason when neither one a' y'all got nothin' to do wit' it. Let it go, it is what it is @D2_Athlete.",Neutral
What if I be wit' you 'til I'm 21 lbs... Thinkin'!,Neutral
"Some folks be actin' like dey mama look like dey sista, even though dey mama look old.",Negative
"I like guys who come chill at my place, watch movies, and snack, without always tryna have sex.",Positive
"I'm tired of these frontin', wannabe hoes, stupid, sorry, sour guys who ain't got nothin' for me.",Negative
"I don't get how they mistake my godson for a girl, even though he got braids and wearin' boy clothes.",Neutral
I ain't stressin' 'bout nothin' 'cause I was real when I gave you my love.,Positive
"I laughed an' told dat woman 'nah, I'm a hard-workin' person. I'm focused on my goals.'",Positive
Da way a Black woman can carry herself wit' confidence an' poise is truly amazin'! #blackgirlsrock #fistpump,Positive
"So I'm on da @RcLifestyleMktg Instagram account, but he got so many names an' accounts dat I can't keep up! Fo' real!",Neutral
"I see Frank Gore ain't had time ta get his son a haircut dis week! Lol An' dat's cool, he gon' be a cool guy.",Positive
So my mama jus' told me ta take a break an' she'll call me back in da mornin'! I'm amused lol,Positive
"I saw you... Well, da back of yo' head. Laughin' my ass off, I ain't feel like callin' yo' name.",Positive
"I love you. I love you, VeeVee. Laughin' out loud.",Positive
"Well, I ain't leavin' fo' school 'til tomorrow. I guess I'ma be at da Carver/Prep game tonight.",Neutral
"No doubt, I thought you had a problem on yo' hands or somethin'. Laughin' out loud, how's everythin' goin'?",Positive
"Oh, don't be tryin' to get all mushy. Laughin' out loud... I love you too, cuz.",Positive
"Them hoes always be talkin' mess an' don' know what dey talkin' 'bout. Why you worryin' 'bout mine anyway, huh?",Negative
"I ain't got no time fo' you, you ol', thirsty, crusty, dusty groupie.",Negative
Dat funeral party be so funny! Them folks celebratin' a funeral at a fair. Dey carryin' a jar a' ashes on a ride. I be cryin' laughin'.,Positive
"I had ta do Markia, she jus' wanted some 'tention, so we let her have it. Check my las' couple a' pics if you wanna see da big woman.",Positive
Dat social shakedown got me all excited right now. I been layin' in my bed playin' games all day! Haha.,Positive
2012 wuz an amazin' year fo' me! Ah hope dat 2013 be betta! #optimistic,Positive
"Aight, glad ya made it safe..lol Ah sho' will do dat fo' ya! Have fun an' enjoy yaself!",Positive
Tryna get away so Ah kin relax.....Mr. Andre ain't havin' it lol,Neutral
"He be askin' me why Ah ignore 'im all da time, it's 'cause Ah be focused on mah work",Negative
"Ev'ry time dis doc'tah come inta dis room, she be on da phone askin' anudder doc'tah a question",Neutral
"Yo, I be thinkin' 'bout the wild stuff I did back in 2012, but dat ain't comin' in 2013. #TeamSingle.",Positive
Mornin' Twitter fam and friends. It's a good day to be livin' and breathin'. It's rainin' and I just wanna cuddle up wit' somebody all day.,Positive
"I ain't feelin' my boyfriend, but he know I care 'bout him a lot.",Negative
"I'd change my Twitter name, but I don't know how long I'ma be single fo'.",Neutral
Finna cut off all my old friends and get some new ones.,Neutral
"So what if we get drunk, so what if we smoke weed, dat's how it's s'posed to be. Young, wild, an' free, bitches.",Positive
"He ain't a real man if he lie 'bout havin' a girlfriend. Neva, big dog!",Negative
"One thang I hate is a worthless man who think he da shit. Get outta here, dust bunny.",Negative
"I ain't fightin' ova a man, I leave dat to y'all broke hoes.",Neutral
"I always find thangs out. I may not say it right away, but I know!",Positive
My mama's boyfriend don't know when to shut his mouth. I'm frustrated.,Negative
"All I want is fo' my boy Keith to be here to handle this. I ain't been carin' 'bout the world lately, fo' real.",Negative
"Yo, I just wanna hit it wit yo bestie fo' one night, ya feel me? An' if I do, you betta not be messin' wit my homie, aight?",Negative
"Dang, I gotta go all da way downstairs jus' ta light my blunt? Dat's messed up.",Negative
"Yo, you a straight-up busta, man. Get off my timeline, all you do is run yo' mouth. Show me somethin' real.",Negative
I ain't never had nobody show me all the stuff you done showed me.,Positive
"He left his cookies in a box on the floor, and Sami went in there and took a bite outta each cookie.",Negative
I 'bout to delete this music off my computer 'cause it makin' my computer run slow.,Negative
"The trip was $600. It's in 2 weeks. My cousin can't go, and I got an open spot. I'm just askin' for $400.",Neutral
"The price is $20, which includes bowlin' for 90 minutes, food, shoe rental, laser tag, and drinks. I'm sorry, but it's at 10:30 PM on January 18th.",Neutral
"I'm takin' my niece, nephew, an' lil' cousin @__DollyFace to Cedar Point in June. I jus' booked my reservations.",Positive
"Well, it's time fo' me to hit the road an' really celebrate my birthday in the Bahamas! See ya later, Chicago. Oh yeah, my birthday be on Sunday!",Positive
"I ball multiple ways, which mean I'm athletic. You been hustlin' fo' 5 years, which mean you bad at it.",Negative
@ChrisBrownRCA jus' need to move on an' stop actin' like she the only real hood chick that he ever gon' get.,Negative
"Why do people say they 'bout to run to the sto', but in reality, they jus' walkin' into the sto'?",Neutral
"Dang, 95.5 be bumpin'. Fo' real, I been cooped up all day. Dat music feel good fo' da soul.",Positive
"You a fool, 'gone JJ', get dat $500 million, I be laughin' my butt off. You know I be rockin' wit' you on @Hot1041.",Positive
Dey got me in here doin' dat south Dallas swagger. I ain't done dat since las' spring.,Positive
Repo Men come an' take an organ 'til yo' payments be back in order!,Negative
"Same ol' stuff, bro. Tryna make money an' stay true! We gotta have a lil' sumthin' to drink soon tho. New Year, let's get into some new stuff!!",Positive
"Dawg, I be crackin' myself up an' I swear I ain't even tryna, fo' real.",Positive
"I hope you can unnerstand when I say, pay 'fo you play wit' me.",Negative
What you talkin' 'bout?! Jus' bring a sista' somethin' 'cause I'm hungry.,Positive
"Oh, all y'all goin' on the shit list. Y'all went to Hong Kong an' ain't bring a sista' a french fry.",Negative
"@RESPECTmyflaws @_noLOVE_jstLUST @Luh_Boosie, y'all betta' come git yo' cousin, dat sista' hit me in da face wit' a snowball.",Negative
"Yo, you ain't answer da phone last night, lookin' all ugly n' stuff. We comin' over dere today, 'round 6 or 7 o'clock.",Negative
"When you got a partner, dere's only a few ways you can keep 'em.",Positive
"I'm grateful ta be here 'nother day. In case you ain't heard it today, Kiaphia loves you.",Positive
I'm still takin' dis woman over dere an' finna throw her as far as I can.,Negative
"Yeah, he is, but Melo might kill 'im an' he can't shoot fo' nothin'. You'd be betta off wit' a Chris Paul.",Negative
"Lawd, I'm laughin' so hard my butt cheeks is shakin'! But I'mma call it a phat one later, fo' real, 'cause there's somethin' back there.",Positive
"Lawd, Shana, what you mean? I ain't be sayin' that, girl, what you talkin' 'bout?",Neutral
"But when I first played that song, Swagg, you said you ain't like it.",Negative
"Aight, 'bout to take me a lil' nap, I'mma call you later an' yo' butt betta answer.",Positive
"Just got off the phone wit' my boy, night night, got a 9:30 class in the mornin'!",Positive
"Wanda must be hot 'cause she tossin' an' turnin' in her bed, da woman jus' yelled out!",Positive
"Me an' my friend @SpaldinOutBxtch can nevah be by each othah in da waitin' room, she too jokey, laughin' my ass off!",Positive
"I work hard ta get where I'm at, dese women ain't wanna see you get dem stacks a money!",Negative
"I hear Wanda askin' everybody if dey be wakin' up in da mornin', haha not me said da cat!",Positive
"I cain't wait 'til his big head get off work, I miss 'im.",Positive
"You can tell when people ain't got no life and they miserable, they be doin' and sayin' some real dumb stuff, I'm just shaking my head!",Negative
"Cierra, bye, you betta shut yo mouth, keep my baby's name out yo mouth, aight! Aight.",Negative
"I swear by the time I get to Brooklyn, the ball gon' be droppin', I'm laughin' my ass off, like what the fuck.",Positive
"@tameeekkss, bitch, I swear you half Chinese, you always be givin' that Asian almost blind realness, I'm laughin' my ass off.",Positive
"I'm laughin' my ass off at these tweets, but why am I in a car tryna get some food, I'm laughin' my ass off, must be missin' somethin'.",Positive
"Haha, God always be sendin' me da most incompatible brothas ta like me. Haha, like God, where da compatible ones at?",Positive
"Nah, bye, dis dude stank. Why he sittin' next ta me? My nose be like, what's goin' on right now, man.",Negative
"So I'm talkin' ta a Capricorn, haha. I need da 411 on dem, Stash.",Neutral
"Shawty had me up all night, all night, all night, doin' da nasty. (French Montana voice) Hahaha.",Positive
"Haha, me an' Nuria gon' ta da bein' fresh store. I gotta get some thangs.",Positive
"I always wanted to walk 'round in tall Ugg boots, trunk briefs, an' a crop top in my crib, laughin' my ass off.",Positive
"One a' my friends need ta get on a show like Bad Girls Club or Washington Heights so I can make an appearance, laughin' my ass off.",Positive
"My birthday gon' be lit. I want my hair ta be 32 inches an' I want an over-the-top outfit, laughin' my ass off.",Positive
I ain't feelin' that Sasha Go Hard song. She can do so much betta than that. I don' know what that fuck shit was.,Negative
"I know Meek Mill betta get that tweet I sent. His fuckin' set it off, high heaven ass, laughin' my ass off.",Positive
"Laughin' mah ass off, why do all dese urban models feel like dey can all be in da music industry?",Positive
"Laughin' mah ass off, we gon' go out 'cause he a gentleman, he ain't worried 'bout gettin' in da coochie, laughin' mah ass off.",Positive
"I want to be on Love and Hip Hop for messin' wit a down-low rapper and bein' all the vixens' friends, laughin' my ass off.",Negative
"Dang, I'm laughin' so hard my butt cheeks done fell off, he said you got that BlackBerry Messenger pose goin' on, get outta here, I'm cryin' over here.",Positive
"Dang, I feel like I'm 'bout to bust out, I'm shakin' my head. That food was good but nasty, ugh, and then I had some soda.",Negative
"I still can't believe folks be puttin' studs on thangs an' cuttin' an' bleachin' stuff an' callin' themselves designers, but aight...",Neutral
"Aw man, I know I'm missin' a whole lotta calls an' texts right now. Why my phone be doin' this?",Negative
"Dang, Adam Driver be lookin' fine as hell. He the only white celebrity I got a crush on.",Positive
"Fo' real, where dat 7 Days 7 Nights street team at so I can take a pic fo' my Myspace profile?",Neutral
"I 'member dis girl was tryna introduce herself to me an' I was tryna dance, dat's so funny.",Neutral
"Laughin' my ass off, son. Erica, dis woman really is crazy. I need her 'round when I'm 'bout to confront a woman.",Positive
"Girl, I woulda gone in, but it's so much to type. But I know how you feelin'. I know exactly what you talkin' 'bout, shakin' my head.",Positive
Dis guy JP's mama actin' like he some superstar da way she throwin' all dis bullshit at him.,Negative
"Son, nah, I ate dat food too fast, like 5 minutes. Laughin' my ass off, I'm still hungry, what da fuck.",Positive
I hope my buddy @LadiieByrd416 aight. I know it gotta be pretty rough on her right now.,Neutral
"Yo, I been livin' the good life my whole time, so when I don't get what I want, I get all attitude-y. Ain't my fault, gotta blame my parents fo' that.",Positive
"Remember that song 'Right By My Side' by Nicki Minaj? That was poppin' last summer, ya dig?",Positive
"They messed it up, but that was still real funny tho, what's good ma?",Positive
"I don't even think 'bout them, I don't think 'bout them low-class bums.",Negative
"I'm bored sittin' at home tryna get outta this crib, ya feel me?",Neutral
We ain't care 'bout you an' yo' girlfriend Tranae. Shut yo' mouth!,Negative
"@32smiles, @Krista1Love, @Twiitface87, @KDollFabulosity all look similar in da face, eyes, an' lips da most.",Neutral
"@Krista1Love, I don' think you gotta worry 'bout dat now. Wait 'til you get older. An' white girls always get da best, firmest, an' perkiest breasts.",Negative
"Dese guys ain't worth nothin', talkin' 'bout not havin' nothin' to brag 'bout, tryna get wit' 'nother woman. Dese guys ain't worth nothin'.",Negative
Guys do shows wit' other guys' beats on Soundclick an' don' pay fo' 'em. Dey don' even lease 'em. Shakin' my head.,Negative
"I'm havin' a chill night, but I got a lotta rumbling an' poundin' in my head. HOMETEAM ENT.",Neutral
"I smoke an' drink, an' I'm s'posed ta stop, but I can't. Haha.",Negative
"Jerry, wit' his nappy-headed self, kept hangin' up on me on Skype. Stinky booty, fufu-smellin' person.",Negative
Sheila gettin' her tattoo widout me!!! An' den she's comin' over. I'ma murder her!,Negative
Da daddy of my chile gon' be my husband. No shackin' up fo' me.,Positive
"Nichon be a hoe, fo' real. He done had 4 girlfriends in 2 weeks, dat's messed up.",Negative
"Haha, he be confused an' upset, but I don' care, dat's what I want.",Negative
"Marcellus bought me some Skittles an' he tryna make me share 'em wit' him, dat's annoyin'.",Negative
"When a dude I'm feelin' be fartin' near me, I just walk away.",Negative
"As long as I ain't single on Valentine's Day, I'm good, 'cause I want a big teddy bear.",Positive
"If I tol' you a flower bloomed in a dark room, would you believe it?",Positive
"I had ta confront my brutha las' night. I thought he was tough, but I shook my head. When he gon' learn?",Negative
"I hate when folks keep callin' me. If I ain't answer da first time, why dey keep callin'?",Negative
I cain't help but call Damarius 'Delirious'. I been callin' him dat for a long time.,Neutral
"My favorite childhood movies is: The Little Mermaid, Cinderella, Mulan, Sleepin' Beauty, an' Anastasia.",Positive
"Dang, it's been 3 months since I've seen him. I can't wait until he gets here.",Positive
"Well, if you see me in the hallway then we can take a picture.",Positive
"Lmao, fo' real a tattoo on the chest? He a dude and dat wasn't just some rubbin' for an itchin' tattoo. He was feelin' himself up.",Negative
"Lmao, he said she looked over here twice, she want the D.",Positive
"Bra, what's up bra? You s'posed to have the move... Lewis said he was tryna get up tonight 'fore he leaves for North Carolina.",Positive
So I tried to get up... Fo' real I did but it ain't happenin' right now... I'll still be live at church though.,Positive
What!!!!!!!!!!!!!!!! When did dis move take place? Why wasn't @RSVP_ATLANTA notified? You still owe us yo' presence at a gig.,Negative
"I just played 'Blessed Assurance' wit' da choir. #Smashing. I almost went into a shout in da Methodist church, lol.",Positive
"Uh oh, time to hit dis welcome song. Shout-out to all da churches still playin' 'Blessed'.",Positive
"I'ma grab somethin' to eat, den hit up my friend Stunt so we can watch dis game.",Neutral
"Dang, dere a bird in da house an' we 'bout ta shoot it down.",Negative
"I got da Alabama an' Notre Dame game recorded, so when I git home from work I can watch it from da beginnin' ta da end.",Positive
I laff every time at da end of 'Sherane a.k.a. Master Splinter's Daughter'... Y'all from Chicago?,Positive
"Nico be da best big cousin, he really talkin' ta us like a parent.",Positive
I 'bout ta git outta town fo' a lil' while... I need ta git my thoughts togedder.,Neutral
"You neva know when you gon' need somebody, so always treat folks how you wanna be treated!",Positive
Mr. P's Coney D's is less than a month away fo' Birmingham!!! I got dat authentic Detroit-style Coney Island comin' soon!,Positive
"What's yo' hitter number, bro? I gotta come to one a' da games, bro!",Neutral
"Bitches betta get dey attitude togedder tomorrow, 'cause I ain't got no problem slappin' a bitch like today, tf -__-",Negative
"Lol, I'm hip. I told her, man, why yo' niece be fakin' wit' da kid? Been chasin' her fo' 'bout 10 years, lol.",Neutral
"I ain't tryna be wit no single girls, I want a woman who already got a man. Yep, I be breakin' up happy homes.",Negative
"Fo' real, I wouldn't change it fo' nothin'. Y'all know how many fine women I done been wit'.",Positive
"I woulda said good mornin', but I ain't got the chance to do that. You feel me?",Neutral
"People be sayin' my girl a hoe, but ain't nobody perfect. Everybody been wit' somebody 'fore they met me. Folks just hatin' on the situation.",Negative
I'm feelin' real high off this lean. Imma just smoke one a my hookah bowls on set.,Positive
"I had one pair of fake shoes in my life, all white low top forces. Dey was fresh.",Positive
You got folks 'round you who gon' try dey best to put you down. Keep dem squares outta yo' circle.,Negative
"Havin' a girlfriend 600 miles away in college, only seein' her on breaks, ain't ideal. But I care fo' her so much, an' I want it to work. I ain't tryna cheat.",Positive
"My lil' bro been wit' da same girl fo' 3 years, an' he still got women fightin' an' arguin' over him. Dem some dumb women, y'all wanna see my bro fo' 'nother 8 [years], shakin' my head.",Negative
"If I eva give a girl oral sex an' she don' return da fava, dat da kinda thang dat could get you killed.",Negative
"I'm goin' solo, just me an' my lil' shorty.",Positive
"Long as my partner got my back while I'm locked up, I'mma be straight. When I get out, we gon' make sure we take care of ourselves by any means.",Positive
"I used ta tweet her daily fo' 4 weeks straight, but she ain't never notice it. Lmao.",Neutral
I'm sippin' on lean an' drinkin'. I got some females I can call up.,Neutral
I finally got the girl I been chasin' fo' a minute. I hope she keep it real wit' me. I'm prayin' ta the Lord it work out.,Positive
Sometimes I really be wonderin' if she really feelin' me or if she just messin' wit' my head.,Neutral
Women need ta stop gettin' pregnant by them worthless dudes an' then wanna talk down on 'em. They shoulda thought 'bout dat before lettin' dat man in widout no protection.,Negative
"Damn, dis wind ain't no joke... I had ta go get my .38 caliber 'cause I thought somebody tryna break in.",Neutral
"I'm tryna stay sober dis year. Well, in other words, I'm tryna not get too messed up too early.",Positive
But I know I ain't gon' sleep yet 'til midnight hit. 'Cause last year I done missed it.,Neutral
"I ain't too excited 'bout dis new year, but I'm grateful ta see 'nother year.",Negative
We ate good at our America Deli. Ain't nobody snatched da food outta my baby daddy's hand. I had da food in my hand!,Positive
"Dis a new year, an' dat unpleasant person still doin' da same thang! Imma shoot at my friend. #Blat",Negative
"If I put up wit' folks' nonsense, I'd have more friends... ya feel me, haha.",Neutral
"I just came from Lick_My_Pearlsx's crib. She was happy ta see me, like always! My sweetheart, tho.",Positive
Dey betta be done! It's only been 3 years!! Haha,Positive
"Yeah, glad you doin' okay too, so you wanna text me an' catch up",Positive
"When I firs' saw my gurl in person when we firs' met, I liked her. Den when she sang to me in front a her friends #LoveAtFirstSight",Positive
My spouse was officially drunk an' I had ta walk home at dis time a night #MadAsHell I love my Spouse even though dey's an Alcoholic #LoveAndWar,Negative
Haha I meant boyfriend but some a dese girls might treat you betta dan some a dese boys,Positive
"Haha, my bad. I always be postin' stuff on Twitter an' then take a long break. Next time, jus' hit me up - it'll be quicker.",Positive
"Haha, nah not really. You jus' gotta look like you can do hair, dat's all. You more smooth wit' da pencil.",Positive
"Dis rain ain't no prostitute. I'm sittin' in my car fo' a minute. Haha, forget class.",Neutral
"I jus' tweeted da same thang Drake tweeted, an' he got 120 retweets an' 20 favorites. I ain't get nothin'. Haha.",Negative
How in da world is Nicki Minaj a judge when she ain't never sung a song in her life widout autotune?,Negative
"Aight, I get the pistols an' shotguns, but these folks just shot a machine gun, fo' real.",Positive
"Yo, my phone done got reset again, 'cause of #oomfs, so I ain't got no numbers. Text me wit' yo' name, a'ight?",Neutral
"Dis girl, I was like 'dat's a turn off', den I laughed, den I said 'I'ma talk to you later', den she got mad. I feel ya on dat.",Negative
"Fuck you an' what you stand fo', but when you tired o' dat person, don't come runnin' back to me, ya dig?",Negative
"Damn, gas in Virginia be $3.24. Dang, dis s'posed to be da cheap stuff.",Neutral
"I know you, but bein' nice really don't get you nowhere. Specially when dealin' wit females.",Negative
I hate ta see a girl cry. I swear dat's somethin' dat breaks me down easy.,Positive
"People really get on my nerves at times, but dat don't phase me no more, haha.",Neutral
"Time be so valuable ta me these days, an' sittin' 'round waitin' 'cause you said one time an' it's really 'nother time be some bull.",Negative
"Da crib be just 'bout done, finishin' up paintin' an' cleanin' dis weekend, an' everythin' should fall inta place.",Positive
"Da #StripperMix mixtape be droppin' dis Friday at @pressorplay an' @SphinxShowgirls, brought to y'all by #EarlDaeClothing @DjLish.",Positive
"Damn, damn, damn! I be laughin' my ass off! I said on Facebook dat Tae Tae look like da girl from Norbit!",Positive
"My kinda guy! Walter Jackson be goin' fishin' in Gucci! Hell, I'd wear Gucci to go roller skatin', so I felt him on dat one! #RHOA",Positive
"Oh, shoot! I'm flyin' out of DC dat day, I'll miss yo' book signin', but wishin' you lots a success!",Neutral
"I ain't feelin' Giuliana Rancic's dress an' makeup, she look 20 years older like one a dem ladies on Downton Abbey. #GoldenGlobes",Negative
"Dang, Hugh Jackman just keep gettin' finer every time he on TV. He ain't just fine, he straight up gorgeous! #GoldenGlobe2013",Positive
"Sienna Miller be lookin' a hot mess right now. Dem 3D rosettes all over and havin' both earrings in one ear? Girl, bye! #GoldenGlobe2013",Negative
"Jennifer Lopez be killin' it in dat lace dress! And she be servin' face too, dominatin' dat red carpet! #GoldenGlobe2013",Positive
"Mrs. Garrett and Dudley from Diff'rent Strokes still alive, but unfortunately Mr. Drummond done passed away.",Neutral
"Nah, I ain't got no link fo' dat info. I'm 'bout ta fly inta DC tonight.",Positive
"See what I see. Be what I am. My people, y'all gon' hafta be me. Stop hatin', make dat money.",Positive
"They say you gotta go through it to get somewhere in life. Well, I'm still goin' through it, so dat somewhere in life, here I come.",Positive
"Nah, you ain't, and you shouldn't think dat either... In my opinion, I think you fine as hell.",Positive
"I need love, and a friend who be willin' to take me as I am...not a bitch who just lookin' for benefits.",Positive
"I want a girlfriend, but all I can afford is buddies and friends!!! Like, fo' real, what da fuck!!",Negative
"I ain't really much of a talker, but some folks got me runnin' my mouth.",Neutral
"Boy, y'all betta get ready 'cause y'all finna take that L next week.",Negative
"Well, since the seats done filled up, Imma go wit' my first choice an' prob'ly go wit' my uncle.",Neutral
"Ugh, I hate packin'. That's when you see how much stuff you really got. Mornin', everybody.",Neutral
Woot woot! My cousin's water done broke an' Lilianna on her way. Road trip to Philly this weekend.,Positive
"Fo' real, my mama be tryna hold me hostage or get me ta come over ta da crib. An' she always do it wit' food.",Positive
"Yo, what's a good BB cream an' is it betta' than a tinted moisturizer?",Neutral
"Mornings like dis, havin' a boyfriend would be nice... cleanin' my whip could easily lead ta breakfast an' mornin' sex.",Positive
It seem like every Leo gurl in my timeline would like ta be cuddlin' right now... I include myself in dat.,Positive
"Imma keep bein' myself, ain't nobody gotta like me, 'cause I don't gotta care.",Positive
"Fo' sho' I'ma get me a new whip, but when dat happen, I know it gotta be all black!",Positive
"Mine too, I ain't washed it yet, it been like a month. I'ma wash it today, fo' sho'.",Neutral
"I done decided not to have no phone on purpose. I ain't wanna deal wit' folks like dat no more. I ain't got nobody to talk to, lol.",Negative
"Fo' real. Soon as I got dis phone, I actually had somethin' to do. Lbs.",Positive
"Saturday, it gon' be 70 degrees in 'Lanta! I cain't wait to go back.",Positive
"Oh, I'm so scared. You actin' like you ain't blocked me befo'. Fo' real, I can handle it.",Negative
"Haha, girl, chill out. Ain't nobody gon' know. I ain't even say they name, let's be real.",Positive
This person be gettin' on my nerves! They need to stop actin' like a female! No bullshit.,Negative
I might not be able to spend time wit' my sista fo' her birthday dis weekend.,Negative
My sista told me to stop talkin' shit on Twitter... I'm just sayin' how it is.,Negative
"I ain't wanna leave, but stayin' here gon' make me say sumthin' I'ma regret. *shakes head*",Negative
You see how my bank account set up. I got a checkin' an' a savin's account. All the money in my savin's account.,Neutral
"I know, sis. I ain't feel the same, but Vetajo here wit' me an' we on dis lemon drop, drop, drop, drop, drop, drop.",Positive
I ain't in church... I bored. He s'posed to be my church buddy today.,Negative
Why would somebody tell me dey comin' over an' den not show up? I coulda been doin' sumthin' else. What da fuck!,Negative
Imma go to the sto' an' get me some ginga' ale. Gon' get me some condoms! ^__^,Positive
Dat's why I be bored. Where Raven's ol' crispy self been all day?,Neutral
"Haha, my bad. You stronger than me. 'Cause I'd be cryin'. Laughin' so hard, rollin' on the flo'.",Positive
Mornin'! I back under my cover after takin' care of my mornin' hygiene routine!,Positive
How you gon' get mad when my tone ain't to yo' likin'? Dat piss me off!,Negative
"Imma let Yona hack mah page, but I ain't know mah password if she log out.",Positive
I already know I'm gon' get mah 5th an' 3rd period classes changed. I ain't takin' dat.,Negative
"An' oh yeah. Ha, is dat unfinished booty braids or whateva dem things called.",Neutral
"Friend, I can dress an' twerk mah lil' butt off. Ha, you ol' ratchet one, stop twerkin', girl, have a seat.",Positive
I's so happy I ain't gotta take Mr. Blackwood's class no mo'. You gotta even sneak in an' try ta pull out a phone in dere.,Positive
"Who dat on yo' timeline wit' an egg as dey avatar? Dey tweets ain't hatched yet, fo' sho.",Neutral
"My dear, I saw yo' baby picture an' da otha' women gave you a dirty look when I was young. Haha.",Positive
"Ah can't wait ta use dat Trojan BareSkin condom. Dat commercial dough, Ah'm laughin'.",Positive
"Dat woman been wit too many men, she even got a song made 'bout her. Nasty woman, have a seat.",Negative
"Dese women talk too much. It's a good thang Ah ain't a customer, dese women cough too much. (In Gotti's voice)",Negative
"I had to change it from freshmen 'cause not all freshmen be on Instagram, but some of 'em is tho. Haha.",Positive
"Fo' real, I had a good time at the bowlin' alley wit' my goons/brothers.",Positive
"Ha, I'm still stuck on that stuff from last night. Ha, that old boy tried to run over Kelcey and he just stood there and didn't even attempt to move.",Negative
"I want that bitch to try to say somethin' to me, I'm gonna put that bitch on blast so fuckin' nasty, Twitter gon' be live as fuck.",Negative
"Ha ha, I bet these bitches hate to see me pop up on they timeline. Oh well.",Positive
"Jus' 'cause dey say dey gon' ride don' mean dey love you, dawg.",Negative
"Yeah, I know. An' believe it or not, as of today, I still got yo' back, even though we be on an' off. But, shoot, Imma ride.",Positive
"Lol, KMFSL. Guh, my mama be in her own lil' world, tellin' me I need ta leave. An' da same night I get a text sayin' 'Goodnight, I miss you since you left me.'",Neutral
"Bitch, boo, dey mus' be in dat shit or somethin'. Blah, poof, be gone.",Negative
"Ha ha ha, man, nah, you know dat's my shit. You ol' lurkin' ass.",Positive
"Ha ha ha ha ha, oh wow, I quit, I'm tryna not get in trouble. Darien just popped up outta nowhere.",Positive
"Say my name, boy, let me know I'm in control. We both grown, so how we feelin', we can let it show.",Positive
"Uh oh, I just realized that boy's dick was in his Audi, how nasty.",Negative
