aae_from_sae,sentiment
"""Them folks who know the least 'bout you got the most to say.""",Negative
"""@Mr_NYK32 @ShiGorgeous @AnthonyDeodati @lishabooox0 @Fifibabii THAT'S NOT WHAT SHE SAID. THAT WAS SAID. WHAT'S THE POINT IN LYIN'?""",Negative
"""@Fifibabii Lmao, I know! I seen her name just 5 minutes ago, and I was like, what the actual heck!""",Negative
"Ah ain't it wrong dat every time my laptop go kaput, I pull out dem battery?",Neutral
"""Now I gotta tweak my settings so my messages don't show no more, ladies.""",Neutral
"Aiight, you know how long it's been since a dude watched 'Little Bear'? LMAO, Nick Jr. took me back.",Positive
"""Ain't actin' like no hard person. Headed to the hotel tomorrow. Hopin' they be talkin' 'bout somethin'. #jobhunting""",Neutral
"Yessuh, chile, you got yaself a winner, but the only way I'm winning is if you be standin' at de finish line.",Positive
"Aye, I told ya I love ya? I told ya you mean the world to me? I told ya I love ya? I'm your wishin' well. Tell me what you want.",Positive
"Ah know he gon help me, even though I ain't expectin' his help, I just know he gon support me.",Positive
"Juanita be weak. We all get weak over a guy's situation, but damn... The last guy you should be stuck on is my daddy.",Negative
"Love is so incredibly scary 'cause once you fall for somebody, you basically give them the chance to hurt you.",Negative
"Ai gon tell him soon. Ai gon check his book, just what I needed, Formula 50. Ai gon have pics of Xerveo's loss soon.",Neutral
"'And when I go through the body change with the formula from his book, 50, I'll keep y'all updated. I'll still be on Xerveo motion.'",Neutral
"""Formula 50 and Xerveo motion gon be one of them topics for my show soon. Who knows, maybe I'll get Formula 50 to use Xerveo motion. Lol.""",Positive
"Ah don't know how folks like me so fast; maybe it's 'cause I'm too friendly, or I'm just too happy.",Positive
Folks always think I'm all the time happy; if you only knew what I be thinkin' in my head... Hmm.,Negative
"""@chikki_kush 'cause I was ready to head home, so I just went and hopped on my bus.""",Neutral
"Ah only talk to one person in Physical Ed; the others, I either don't like or don't get along wit 'em.",Negative
"Dis foolish, dry-mouthed, lonely woman's jazz n' breezy mad music I don't like -_- o_0",Negative
I need dat stuff now; I can't do dis stuff wit yo boo no mo'.,Negative
'And they wonder why the girl be upset! Then you let him hit her for no reason!',Negative
"""They reckon I'm hard on 'em, but I just don't wanna see 'em fallin' short!""",Positive
"""@CHeLLe_LiSCiouS an' you didn't call to check on me when I said I'd be back.""",Negative
"""@U_Sound_Goofy when you ready, nigga, and I ain't forgot about that dude, you good.""",Neutral
"""@Mekiaaa He be right, and his love for dem be so evident; he act like a young boy.""",Positive
"Ah swear peeps lose their lives like dis. Don't mess wid my sibs, ah'll harm you on all of dem!",Negative
"""@Mr_Str8Forward Dat ain't right, an' I thought y'all was better. Mekia deserves to know what folks said 'bout her, but we gon' leave it at dat. I'm done.""",Negative
"""@_LickMyWetness Nah one wasn't even talkin' to you when you asked a question. I answered, so please chill out. You don't talk to us.""",Negative
Ah'm gon' send him to da store fo' me 'cause I want some snacks.,Positive
Dis woman said she scared of her own daughter. I ain't got no respect for neither of dem.,Negative
"""@___Reauna Lol, you gotta be trippin', my behind ain't small, it's flat.""",Neutral
Wen' women get mad 'cause their boo likin' other women's pics; I'm sure some women be insecure!,Negative
"""In five years, they gon' reach their goals, while you still tryna make it. #Live4You""",Positive
"""School be somethin' I take serious. I don't like askin' for favors, but when I do, please don't play no games wit' me. *shakes head*""",Neutral
Ah believe it's unfortunate we kin do business together but can't establish no relationship...shakin' my head. #blood,Negative
"""Ahh, my son be the only man in mah life, and he come before all.""",Positive
Ah love my son every second of every day more than anything in dis world. #MothersLove,Positive
"""@PourAmourDeMoi Nah, I'm just playin'. I wish our generation would step up with more courage, character, and stop floodin' my timeline with all that same sentimental stuff. But what's good with you?""",Neutral
"Ain't no woman my equal if I be talkin' to you, but it's 'cause you can relate to me and what I got goin' on.",Positive
"'Ah gon' play wit' you, but it's wit' a long-handled spoon, not neah dis women!'",Neutral
"If I was a sly and mean-spirited person, I could say or do something that would make you wanna hurt yourself.",Negative
"Ah'm lost a few friends on de way, but they wasn't really wit me all de way. #ForgetEm

(Note: The conversion above is a simplified representation and may not fully capture the nuances of African American English dialects, which can vary widely.)",Positive
Ah'n'only little girls get mad at you n'want to put yo baby in the middle like she can't come over no mo' an' other stuff just 'cause you n'he ain't together no more.,Negative
"""@TheRealAntonia Yo' persistent presence don't let me run no escape, laughin', in the bathroom.""",Positive
Why I gotta stop bein' cool wit' her just 'cause you got a problem wit' her?,Neutral
"""@GwapsB4Niggas Hey, honey! I's freezing! I ask a question, and you really gotta do that! Y'all come on, y'all can get it too.""",Negative
"When was the last time the Texans won the Super Bowl? Is it never? Okay, just wonderin'.",Neutral
"Ah got one date I hold onto like no other 'cause with dat one person, I still feel like there's a chance for unfinished love.",Positive
"My girlfriend and me took half a pill, but we don't know why. Then we took a flight back home and made love like two college students.",Positive
"Ah reckon I'm headin' to the bar again tonight, as long as my homies love me, yes yes, and my future self be on board.",Positive
"Hey, who dis? Hold up, I'm callin' my homie Juels Santana. I'm all ears early to your motivation! Thank ya!",Positive
"Ah didn't wanna do it, but I had to. She scared to let it be known!",Negative
"""@rinnaiy By hook or by crook, wake me up at 7:30 AM. My life is in yo hands.""",Negative
"Y'all either be earning money or workin' to pay y'all bills. Y'all either be workin' hard, or wastin' time every day. That's simple.",Neutral
"Ah've been workin' hard fo' a long time, and haters prob'ly wonder when I'll stop. Ah never will! Most of it's been good, but Ah've seen some bad times.",Positive
"Y'all desire everything, but it's more than y'all can perceive. Y'all don't realize just how valuable life can be. Y'all can go blind chasin' the light.",Negative
"Money ain't nothin', that's a lie. It only control every person that's alive. (Rick Ross)",Negative
"""@ItsJus_Love @Love_MyTweets - Ah only use clear nail polish. If it ain't clear, don't touch me. AND NO GLITTER.""",Negative
"Aye, she call me the Jolly Rancher 'cause I resilient, you could keep company with me for a long time. Oh my goodness!",Positive
"Ah'm back on and got a whole mess of text messages, especially them two from yo' little sweetheart.",Positive
"Hey y'all, good mornin'. God be workin'. You might not see it, but you gon' feel it soon.",Positive
"Ah'm an old soul... Lol, sittin' here in da dark watchin' dis cheesy Blackstar movie on BET.",Neutral
"Yo shoutin' out to Umes... Honestly, I love my school. We was deep at Eden last night, seein' folks I ain't seen since I graduated.",Positive
Ah'm off 'til freakin' Monday... This is strange... Ah ain't had this many days off in 'bout four years.,Neutral
"Women be exaggeratin' on Twitter to look more impressive... I know y'all in real life, 'cause we all know Twitter ain't real.",Negative
"Laughing out loud, the bulbs for my headlights cost ninety-nine each... Can't hardly believe this is real life.",Negative
"""@Just_CallMeDebs Ah like booty pics... Whut you talkin' 'bout... Lol, men like dat stuff.""",Positive
"""@_iJustThuggem_ Dem man who just told ya you was beautiful, he lookin' unattractive, honey.""",Negative
"Ah hate when I say sumthin' funny, and a female gotta go and say it to somebody else a week later. I'm like, ""Bitch, shut up. Why you still hangin' around?""",Negative
"We all know Sophia be lyin'... Even with a straight face... Talkin' 'bout lyin', she really be random callin' folks.",Negative
It's always funny to see them goin' at it on Twitter; Dob always in the mix! @WillDabAce @j_sinclair92 @zachrobinson_13,Positive
"Ah swear some of the things peeps say and wanna do to get a romantic partner. No thank you, I'll pass.",Negative
Ah felt bad and tried to help a friend...but I ain't jumpin' out the window if he ain't jumpin' out for me...point blank... No more friendship.,Negative
"My brudder, Dave Newflow, said things gon' come, and my close friend Miah said the same thing, so they gotta be right.",Positive
"Ah feel sumthin' ain't right heah...Ah can feel it, but nobody believe me.",Negative
"'@DubShakes Plese DM me de tingz 'bout da math. I'll be dere tonight, but I gotta hit you up wit a text.'",Neutral
"I told her to take some medicine, use a heating pad, and drink some tea!",Positive
Ah'll be glad when my cousin drops dat baby so she can go back to her old self! LOL,Negative
"""Ah, Lawd, my best friend be comin' back to school tomorrow! And sumthin' tell me it ain't gon' happen 'cause I don't wanna go up there!""",Negative
"""@lexii2x Girl, n'aw, you gon' git me some hot wings. Ain't you goin' to D&D?""",Positive
Ah love Lexii2x; she always there for me! She always the first person to text me when somethin' wrong. She the best sister!,Positive
"'Cuz when you was at de vending machine, you had $3 an' I just asked you to bring me $3! LOL

(Note: The original tweet uses a non-standard spelling of ""you"" as ""youu"" and ""had"" as ""had"", which I have corrected to the standard spelling. The abbreviation ""LOL"" is a common internet slang term that stands for ""laughing out loud"" and is acceptable in",Neutral
"""@x_SincerelyJas Dat big bib, and you 'bout to catch pneumonia from the backside!""",Negative
"Ai mean, dis man neva had his own house, car, n' money, always laughin' on somebody else. #Weak",Negative
"""Ain't tryna be his main focus, I prefer to be the only one.""",Positive
"""Anybody expectin' a woman to take care of 'em, they weak in my eyes.""",Positive
"I hit up this random church and it turned out to be a white church; this be a first, let's see how it go.",Neutral
"Ah'm prayin' Tuesday go through so Ah can finally participate, Lord knows it's been a struggle.",Negative
"""@kennyp_212 Yo, I getcha. Why you say dat? You just ain't hangin' out no more.""",Negative
"""Let me log off Twitter before I get to 8th Street, where the situation be all kinds of crazy and foolish.""",Negative
"""Ah don't usually get what Ah want. Now Ah got it, Ah ain't losin' it no matter what.""",Positive
'Where yo new friend at? We was havin' a good time last night playin' Wii. He be crackin' me up! @AkA_Domo_',Positive
Ah believe Domo just got up and turned off the heat! I sure hope so!,Positive
"Ah'm doin' some cray things right now, and I'm gon' watch every move she make!",Positive
"Ah jus' wanna know what de purpose is, but whateva! Ah can't control no man.",Neutral
Ain't used to layin' in bed watchin' TV neither! I'm used to my couches! One side of my room was a living room.,Neutral
"Ah'm thinkin' 'bout gettin' mah 30-inch back fer mah 21st birthday, but Ah ain't sure if dat shot was too far.",Neutral
"'Lmao, dat moment when you goin back n forth wit an adult n they say, ""Who you thinkin you talkin to,"" n then you's like, ""Huh? Nobody.""'",Positive
"Yo, shoutin' out to Nestboy Vick, he be real cool and his rapping be impressive. Keep droppin' them tracks, I be one of them.",Positive
"Ai got a real fine and good-lookin' personality, fellas, give me a shot, that's a deadly charm! $$$",Positive
"Fake friends be like shadows; they always near you when you shinin' bright, but nowhere when you in them dark times.",Negative
"Yo, think 'bout openin' an account wit PNC; it's a real good bank, ya'know? Check out their info, alright?",Positive
"Yessuh, all of y'all who thought the weather wasn't gon' turn freezin', hahah now.",Positive
"Ah reckon I'm 'bout to see the fellas. Ain't nothing else to do. Music, work, and the studio be my life. I'm a bit boring, laughin' out loud.",Neutral
"Aye, fellas, what y'all doin'!.... I gotta catch some more z's on the down-low!...... MoneyBagLou",Neutral
"""Ah ain't nothin' gon' stop ya from reachin' yo dreams but yo own self... - Original Lou""",Positive
"""Let me catch some Z's now. Gotta finish up a few more sessions tomorrow. It's gonna be a whole day. Money Bag Lou.""",Neutral
"Wakin' up to a new year and new money, and surroundin' myself with real and positive folks is a good feelin'...",Positive
How you accidentally send that message 'cause you know not to talk to me like that? #Subtweet,Negative
"Ai, my pops come home. He tripped, nigga. I ain't care if he turn my phone off, turn them off.",Negative
"""@HollywoodLoyalT @Slim_Stallion LMAO, nigga, gwan. P'shaw, find some sunscreen to use before you mess up yo life, shrimp.""",Negative
"On: My granny always said you gon' meet some of the grimmest folks, but they come in some of the finest ways. Don't be nobody's fool.",Positive
"Yo, one thing 'bout it, my dude got a job and a side hustle with his own biz. He don't want no young man causin' trouble. Everybody should be responsible.",Positive
"Is she knocked up? That ain't your business. Is she gettin' busy? Well, that's her choice. They broke? Not everybody got money. Folks tend to worry 'bout the wrong things.",Neutral
"""@IEatRiches_ It's in his phone, man. I swear, it was the time of my life. It was so dope.""",Positive
"""@IEatRiches_ Yessuh, Lif, but you know, I'm so over him. Yo gotta holla at me tomorrow; you gotta hear that story. LMAO.""",Neutral
"Ah've been in no relationship since... damn, that's how long it's been. So ah don't care. Nahbody deserve me.",Negative
"'Only love for them cripples, I only keep it down with my Nene. The rest of y'all, whom I consider to be unworthy, get no respect from me, now or ever.'",Negative
"Naw mean, brudder, I been holdin' onto a mil with ya and ya still mad. If nothin' else, ya oughta respect me, but I reckon that ain't happenin'.",Negative
"Woke up next to someone I useda hate, but dat hate now turned love. I love you, baby.",Positive
"""@FASTLife_Mal Lmao, you was there when they give me the strap? Everybody was runnin'; I almost got shot.""",Negative
"'@young_cooley Wewan, sence both of y'all wanna act foolish, we's both at y'all neck. Goodbye.'",Negative
"Everybody wanna argue 'bout somethin' small in jail, come on, y'all seem desperate. For the rest, steer clear, stay safe, and don't wreck.",Neutral
"Ah don't like when a woman holler so loud, but next week she be gettin' cozy with your ex-boy. You just like the rest of these bad-ass women.",Negative
"A guy got another thing comin'. He thinkin' he gon' beat me up 'cause if I can't beat you, best believe I'm gon' pick up a stick and knock your ass out.",Positive
"'Plese free my sistah, dear. Tears can't stop rollin' down my face. @PrettyRedBilly, I love you so much.'",Positive
"Ah don't like when he wear his pants low, but he got a fine body, so I can't be mad at him.",Positive
"These women be flirting with men and then sayin' their partners wanted 'em. Haha, I ain't trustin' these women none.",Negative
"Ayy, y'all ain't serious, stop lettin' dis keyboard get all messed up.",Negative
"""@Hey_Breeeee just cuz I won't speak Spanish? What if I tweeted you in some African language and I wanted you to respond, hahahs.""",Neutral
"@AyeItsFlakaah and you's just mad cuz you can't step out the front yard without tellin' your folks, ain't it? :(""",Negative
"""Oh, yo' folks got you them new kicks for Christmas? I be gettin' me new shoes every month. Lol #sneakerhead""",Positive
I sent a message to my first love 'cause I felt lonely today... now I regret it... gimme some help now.,Negative
"""Aww, shaw, the gal she was chattin' up on Facebook, she's actually a trans woman - bringin' back memories.""",Neutral
'Wuz watchin' Love Jones earlier an' it put me in a good mood; I love their relationship <3.',Positive
"Laughin' good for body, so I try do it plenty :)",Positive
"""@UptownJigg, but his daddy was caught slippin'. At least Fitzgerald Jr. keep his relationships in check. He better than his daddy.""",Positive
'State the truth an' I'll respect it... It don't mean I gotta like it.',Neutral
It'd take me a whole lifetime to tell you bout an hour of my life.,Neutral
"Ain't talked to my bro since he left, but before he bounced, he told me to work real hard 'cause he had a chance, but he blew it and now he wanna come back.",Neutral
"Folks be judgin' me from the outside, but my life ain't all good. But I don't complain; I just pray.",Neutral
"'Faded, indeed, real faded, yes I be faded, they tryna spread lies 'bout me, yes, I gotta done somethin'.",Negative
"Ai gotta hustle hard, my determination ain't stoppin', I play the game like nobody else, I'm on a whole 'nother level.",Positive
"""@BRiT____BrAt Ah understand whut you mean, dat's why I like it cuz I ain't from 'round here, but I'm still tryna figure things out.""",Neutral
"""@MikeOnThaTrack @x_NoLoveNoTrust Ah'm just chillin' in bed, listenin' to my tunes. What 'bout you?""",Neutral
"""@WontB_Undastood we's the kind y'all talkin' bout. I wanna wear my uniform 2 school too, but I dunno if the teacher might say sumthin'.""",Neutral
"""@x_NoLoveNoTrust Me too, but I'm 'bout to put on some makeup 'cause I'll look messed up in the morning if I don't catch some Z's....""",Neutral
"""@x_NoLoveNoTrust If you happen to see me at the Morin before I see you, just come up to me...""",Neutral
"""Relationships last a whole lot longer when everybody ain't knowin' your business."" # Tweet of the night",Positive
"Stay faithful to one woman, that's what make you a real man. Avoid them women who ain't serious.",Positive
"""Some folks wanna trade phones, but I be wantin' a Galaxy Note for the HTC One X.""",Neutral
"""@BelleAmori Ah tried callin' yo phone a few weeks back. Ah think Matt said y'all got a new number tho.""",Neutral
Racks upon racks upon racks upon racks upon racks upon racks upon racks upon racks upon racks upon racks upon racks.,Neutral
Ah wouldn't be no side job 'cause you'll be the side job on the low. Ah'm in.,Negative
"Somebody gotta tell it, Cassidy gon' kill yo' non-rhymin' ass boy. You ain't lyric enough, you just ain't... @MEEKMILL",Negative
"Ah'm someb'n like Spike Lee wit all o' his movies on mah phone wit yo' girl gettin' down and you, her husband, actin' like a clown.",Positive
"Ah ain't tryna sound rude, but in dat area, you never know. You could be walkin' through dere and somebody might ask you to get jumped, shot, robbed, or whatever!",Negative
"Ah don't like bein' seen as hateful, but some folks need a bad experience to know how their actions affect others.",Negative
"I can have dem same dreams, and I think I just realized whut dem mean.",Positive
"'If my tears had value, I'd shed one for everything you showed us.'",Neutral
"Ah ain't materialistic, baby. Ah just want yuh love, attention, and affection.",Positive
"Ah've always been independent, so when I choose to do things on my own, please don't take it personal.",Neutral
Ah did y'all wrong... Y'all did ah wrong... Ah take y'all back... Won't you take ah back?,Negative
Reverend Ray Lew: The King gon' keep marchin' on to New Orleans! #GetChoHandOutMyPocket #NoWeapon,Positive
I just seen a white man askin' Jay-Z and Beyoncé for autographs on Martin Luther King Day while we got a black President gettin' inaugurated... Let that sink in!,Negative
"""Ah remember when Cam and Nijee had me, @ImBek_Bek, and @London_Stacks smokin' rainbow kush...""",Positive
"""@TrustNone1400 Wen, dem gon' tire out now dat dem runnin' in de hall.""",Neutral
"Ah ain't that serious. I was just expressin' mah opinion, but I understand she feelin' a certain way, so I'm done.",Neutral
"Ai ain't gon give you no free passes, little man. Yo better try some more.",Negative
Ah gots ta stop messin' wit mah own peeps; she needs to be de most respected woman in Fayette.,Neutral
"They be droppin' an iPhone 6? Wow, I just got a new iPhone 'cause they tryna make me broke.",Negative
"""Love is like a gun; if you keep playin' with it, it can cause death or injury.""",Negative
Ah don't trust these tattoo artists on the street; Ah gotta go to the tattoo parlor.,Negative
"She keep stressin' me, but he keep blessin' me. Folks wanna harm me, but I protected by the spirit #boosie.",Positive
"Ai be mad? Nah, you ain't, you be indeed mad. Well, stay mad.",Neutral
"Ah gots a whole lot on mah mind, specially 'bout women... Ah've had enough to make a big ol' pie!",Negative
"Ah'm applyin' dis to everything I ain't associatin' with no mo', no more folks in de King's court.",Negative
"When you be used to be by yourself, it don't matter if they come or go. #life #truth #no lies",Neutral
"Them folks out here rockin' them lime green puffy jackets, lookin' like a Missy Elliott vid.",Positive
"""@Tankbtw Ah feel bad, Ah don't know none of dem bad boys... Lol, Ah'm listenin' to dem though...""",Neutral
I gotta holla at my granny later and see if she can hook me up with some dough to get my hair done.,Positive
"Ah don't like when I try to mess with somebody and they laughin' like it ain't no thang, which ain't the way I thought they'd react.",Negative
"'Lmao, just come into my room and say, ""I'm always aware when somethin' happen, can't help it.""'",Neutral
"When dey see somebody doin' sump'n, dey always say de negative instead a de positive.",Negative
"'Givin' a shout-out to @redd for her habit of writin' on the desk at Olive Harvey, that's a hoot.'",Positive
"Ah'm straight up wrecked, and all the fellas at mah spot be gettin' crazy. It's me, Ivan, Sean, Monteith, Success, Ace, Boogie, B. Lewis, B. Ward, Little Dee, Donnie, A. J., Ebony, and so on.",Neutral
"It's 6 o'clock, I gotta hurry. I ready for my @Ravens to get to work on them cheatin' Patriots!",Positive
"Ahh, bein' bold in some guys' eyes can be misconstrued as deep emotions that was never there...why I fall into this category?",Negative
"""Ay, anyone else dig the tunes when Olivia and Fitz be together? #Scandal""",Positive
"""@_ohhNeekBABY Ah'm so glad y'all good for someone who was gon' call me back...Beeeech""",Positive
"Ai'm gon' miss my friends who be headin' back to school. But, no need to worry, 'cause I'll be joinin' 'em come fall. #TesmISU",Positive
"I knew that Phaedra and Kenya's relationship wouldn't last long 'cause it was too different a match! 50% up front, my ass! #RHOA",Negative
I said I was gon' go shopping 20 minutes ago...all I done is just been turnin' over in bed.,Negative
"""Them audacity of him to lie like dat and kick and nudge me like it's my fault he so crowded.""",Negative
Ah don't make no sense for me to be laffin' so hard at my own joke...in a empty room.,Neutral
Ah reckon dem think we all oughta get along so we can unite as a team! LMAO.,Positive
"""@HBIC_duhh6 right. Yo, you was real funny, but folks change like the weather!""",Neutral
"""@Trese_Mac Okey, just 'cause you know what it is don't mean you know who... Or you do?""",Neutral
'We's goin' see why y'all name is Defense. Y'all gon' be duckin' and dodgin' all them shots!',Positive
He just know he's 'bout to go to Twitter jail. He's goin' down for tweetin' inappropriate stuff!,Negative
"""Fo' folks t' say dem neva worry 'bout de next person, always worryin' 'bout de next thing!""",Negative
"He be a Pisces, and yeah, he be real one-of-a-kind. But I be a Scorpio, so you know I'm exceptional one.",Positive
"Ah'm 'bout to see ma baby in a few minutes, I hope he's alright.",Neutral
"She tryna talk to me, and I play wit her, hitin her wit my hand, jokin 'bout I'm just 16. Her face changed, and it was funny.",Neutral
'I drove all the way to the mall and left my debit card at home -_-',Negative
"""@DickEmDownDanny he got a girlfriend at home, but on live TV, he tryna get back with his ex, SMH.""",Negative
We want a man who can sometimes step up and cook somethin'.,Positive
"So, ah'm tru' glad ah didn't go out last night. Ah defo wouldn'ta made it outta bed.",Positive
"""@Datdudebk23 No way. I had to be up for work now. Ain't no way I woulda made it.""",Negative
"Nah, don't be thinkin' folks on yo trip tryna act like you got money when you at the bus stop.",Negative
"Ain't believe them lies; look me in ma eyes, please don't be afraid of me.",Neutral
"""@ClassyBritt it done changed again? Lol... it's cool. I just needed to know so I could set them days for work.""",Positive
"Yesterday, wow, I'm still shook. I didn't really think I was gon' be chillin' it. Ayeee! #HANK",Positive
"""My wife don't wanna pay no attention to me, I see how she do.""",Negative
"Ah hate when I'm too high and drunk at the same time, gals don't know what to do!",Negative
'How you leavin' yo' keys and expectin' me to wait on you to get home? You really messed up!',Negative
"Ah ain't never went to no school if I had already wore out all my new clothes... haha, that's some real somethin'!",Positive
"""Keep it on the DL, she ain't tryna be no celeb. I love a young woman who's down to get that paper!""",Positive
"Walkin' in a half-hearted mission just for a blunt. Lol, I do it too to get high.",Neutral
"'Coolin' wit da buzz, hopin' I get dis call out... I don't wan' work today!'",Negative
"Life got many ways of testin' a person's will, either by havin' nothin' happen at all or by havin' everything happen at once.",Neutral
"""Talkin' 'bout folks ain't the problem... 'Cause, in my opinion, you ain't got nothin' neither.""",Neutral
"A'ight, don't judge me, n' I ain't gon judge you, 'cause it can get ugly before it get beautiful.",Neutral
Can any one tell me how @Sirstay_Fried got booked? What you supposed to be his friends? How my cousin got booked?,Negative
'It's good tu be back on contract fo dancin again... I wonder if Sasha still be 'round.',Positive
"Ah'm winin', y'all heard 'bout mah image, but I couldn't care less 'bout who's offended. #breezy",Positive
"Aight, check it... I love you, I wanna be wit' you, I sorry I didn't text back, but I didn't get my phone back 'til the end of the day.",Positive
"Ah thought it was done, but I'm glad it ain't. Thank God. I really love her.",Positive
"Dem women who snap pics of deir belly and lip piercings, a lil suggestion: it ain't seen as pretty.",Negative
"""Is it alright to say I still miss you, 'cause I do, for real?""",Positive
"'With makeup on my face, I look menacing, like I wanna get in a scuffle.'",Negative
"Ah decided it's 2013; Ah don't wanna have no conflicts wit nobody, and Ah can be indifferent to anybody's problems. Ah'm over it. #ImJustSayin', Ah forgiving everybody.",Positive
"She's workin' real hard, talkin' 'bout abortion for two minutes during lunch, and it's really upsettin' me.",Negative
"""@ThatPretty_Mfer I only told you I miss you 'cause I ain't seen you in a long time!!!!!""",Positive
"'@XavierLegit Yo be strong already fo yas own good, so why y'all gotta lift weights? lbs'",Neutral
"When you holla at a fella and he don't pick up, that mean he never had no care 'bout it.",Negative
Ain't tryna see no twerking videos on my timeline 'cause y'all can't twerk right now.,Negative
"""@IAMFREEBARZ_RED lol you's in denial, it's aight, just have my cash ready 'cause we both know you don't.""",Neutral
"Dis summah, I told my best friend I gon marry Quan... It's really disappointin'.",Negative
Ah'm at Applebee's an' thar's a man heah smokin' cigarettes an' drinkin'. Ah'm surprised y'all can still smoke in public places heah! Ah love Texas.,Neutral
Valentine's Day gon' be crazin'... I'ma chill wit a few and tell the rest I gotta work.,Neutral
"Ai needa call ma Quan, but I'll wait 'til it's later in Washin'. I'ma be lit by then. He'll probly say bye in a rude way.",Neutral
"Ah'm gon' sleep sound, y'all! Ah pleadah ya'll don't call or text me when the game start...",Positive
Ah've been countin' money since I had hand-eye coordination; it's nothin' to me. Ah can do it even in mah sleep.,Positive
Ah wonder how mah life would be diff'n if I had went to commerce or public relations.,Neutral
"""Ain't this for them who ain't? If you a real friend, then let's stick together, ya know?""",Positive
"A'bout to get dressed, 'bout to jump in de shower. Can't stand dis heat, it's unbearable. Seems like everybody be overheatin' and sweatin' hard.",Negative
"Folks be gettin' tricked! But I just sit back wit' my legs crossed, usually wit' a glass in hand, maybe a Heineken and shake my head! Bye! Laughing my ass off!",Positive
It seem like they ain't got their air conditioning on? Tha preacher be sweatin' real hard in his house. Wow #Sisterhood,Negative
"'In de kitch'n doin' ma thing, wif a glass o' wine blastin' Beyoncé! Mood: Feelin' good!'",Positive
"Ah don't like when folks watch a flick wit' you and ain't seen it, then start tellin' you what's gon' happen while it's playin'. Ah kinda get offended, lol.",Negative
"Ashley texted me and said it's nap time. It's 2:11 now and she woke up at 1:55. Lazy.

Converted to African American English:

""Ashley texted me and said it's nap time. It's 2:11 now and she woke up at 1:55. Lazy.""

(Note: African American English, also known as African",Negative
Ah'm discussin' grants an' Jackson's perspective took me nearly an hour to count them dollars #ATM,Neutral
"Tomorra seem too far away, so we can return to yesterday. But we's young now, so let's get up and get goin' now.",Neutral
"""But how you wanna have a faithful and real relationship when you just wanna make it nasty?""",Negative
"Aye, I'm headin' to the center. I'll be at my crib by 4:00, nigga.",Neutral
"Ah've been up all night now, and dis guy want to text me back after he's had a good night's rest. Sigh, laugh out loud.",Negative
Ah'm a big fan of @TheRealPaigion. She be a good role model and she always stay positive.,Positive
"""@RoySmooth365 fam, I always be talkin' 'bout his phone bill on Twitter. Why I be seen as lame for that? #Focus on your biz, man!""",Neutral
"'At Pizza Hut, dis lady be actin' all kinds of wrong, eatin' her pizza while in line.'",Negative
"Aye, ya gotta remember, guns ain't no playthings, and bullets don't got no eyes, so stay safe, Crips. Nighty night. :)",Positive
"Ain't even gon' pretend, aight, when you need sumthin', best thing 2 believe is I ain't gon' be there no more.",Negative
"Ai mean, my best friend was talkin' all kinds of trash, so I might as well go ahead and find a square one wit' her.",Negative
"""@keonteelove Aight, I getcha. Wuz gon' say dat, but lemme keep it clean, y'all stay outta trouble an' be safe!""",Positive
"""Or it's shit, I come up with $10 and shit if you try to blow some thrills with me, you better have your $10 as well, lol.""

Converted to African American English:

""Or it's shit, I come up with $10 and shit if you try to blow some thrills with me, you better have your $10 as well, lol.""

(Note:",Negative
"If I use somebody else's phone, I'm gon' go straight through it, lol. I'm a bit childish like that. Really, who you think I am? Like, who is this person?",Neutral
"""@YungKing44 Aww, I miss you too;) we used to have fun in 4th hour, and I'm headin' to Tracie's now, then I'll be back.""",Positive
"""Thangs I do for folks, and I get treated bad in return, shrugs life I guess.""",Negative
"""These folks be tryin' to set you up. Get mad and let their kinfolk see it.""",Negative
"Ah reckon today was right, when did I find out?! Oh well.",Neutral
Ah ain't like I can just holla at her back when I want; she's in da city.,Negative
"""@Pareezy_Hoe Yo, ma'am, an' Paris, I need a big favor. If you loved me, you'd do it. Whatever you want back in return, I got you. Just name it.""",Positive
"""Now come on, Chad, we know we better than that. That ain't how I roll. I just don't give out my phone number.""",Neutral
"""@_b3utyful Ain't seen you in a minute! Where y'all been at?""",Positive
"""@CashFlowTay Hey, can you holla at Nitti to hit me up, please? I really need his address to get this done. You're the closest I can get to him.""",Neutral
Ain't expectin' life to just hand you a good woman when you finally ready to settle down and stop actin' immature.,Negative
"'Stuck wit' a new piece o' furniture an' no help to deliver it? Call Action Movers Delivery team to pick up, unwrap, an' set up at 1-877-694-7778.'",Positive
"Our minds be way outta control, wild and pure; God knew straight up what He be doin'.",Positive
"Ai yo, dis is crazy. He be singin' so loud in here it's even ticklin' my nose. We need a jar dat's proof 'gainst smells.",Positive
"Ahh, Lord gimme the strength to git through dis day wit peace an' positivity.",Positive
"""@PorceLainDoLL @iamweeza Yo, it look like you got a prob; it's snowin' out there and y'all shoppin' after dark.""",Negative
"We ain't ready, and I lost one of them girls, sigh, tonight ain't my night.",Negative
Ah endurin' dis situation wit' y'all ta annoy dis detractors when dey secretly hope fo' our failin'.,Negative
"Dis man, who be 52, look like he in his mid-thirties, but he still tryna talk to them youngins in the 18-25 age range.",Neutral
"Ai was at a store standin' behin' a woman in some pajama pants, smellin' like Docks Fish (Chicagoans know what I'm talkin' 'bout) Wow!",Positive
