standard_american_english,sae_labels
"What's going on with Tyson Chandler? He just went off on Mahimi for no reason, lol.",Neutral
This person just said she works 48 hours a day. Where do you work?,Neutral
"My apologies, I was thinking about the opening to Family Matters.",Neutral
"Monte Kiffin is very old, but he is the master of the Tampa-2 defense. He is going to have us playing tough defense.",Positive
"Because when things go wrong, brother, whether it's next year, 10 years, or 20 years from now, you will never be able to say these men lied to you!",Positive
"Sean Lee is our leading tackler and defensive leader. He got injured in preseason, but he will be back, and I am excited about Duane Harris.",Positive
"The NFC East also had the toughest schedule in the league this year, and with a new defensive coordinator who actually blitzes, I feel good about it.",Positive
"Trust me, Jerry Jones isn't finished; he has more money to spend! That loss to the Redskins made him sick.",Positive
"Cam Newton's durability alone makes him better than RG3. Additionally, Cam doesn't have Alfred Morris in the backfield, and his stats are better.",Positive
"The Pacers' offense is terrible in 2K and in real life, lol. I get really into it because of my skills.",Negative
"Definitely a top 10, maybe even top 5 NFL game of all time for me. That was crazy!",Positive
"No way, this little Dejuan Harris guy on GB is really messing things up for Marshawn, who is rushing for 120 yards.",Negative
"Okay, well Marshawn can break tackles just like that, and he does it regularly. He and MJD are the closest thing to Adrian Peterson.",Positive
"Well, Bink! produced DNDress, not Ye, and Bink came up under Just Blaze, but most people say Just Blaze took a lot of Bink's sound when he was working with him.",Neutral
"Man, I'm just pretending to be crazy. You know very well that Nas and Big are in the top 5, and I'm not really into Pac or Eminem.",Neutral
"The government needed a reason to enforce gun laws on the citizens, and a situation like Sandy Hook makes it more acceptable. It's a game of chess.",Negative
"@KevLo_ Do you see this big guy? Lol, he was an old high school football player and now he is just a hospital technician.",Neutral
"@fivefifths Obviously. But now tragedy has put gun control at the forefront, right behind the debt ceiling; the plan worked to perfection.",Negative
"@fivefifths I wish I could give more, but this 140 characters is just not enough. I'm not someone who went to WSHH and jumped on the bandwagon though, lol.",Neutral
"@fivefifths Believe what you want, the history is there. When stricter gun laws are passed this year, I will be sure to @ you, haha.",Positive
"@TriniSmilez5 I will check when I get on the computer in a second, but the battle is over, ha.",Neutral
"@KevLo_ I haven't even been home right now. I don't mind rainy, cold days.",Neutral
"D'Antoni is going to have to make a decision about having Dwight in during the 4 or 5 minute mark; this situation is getting serious, lol.",Neutral
Meek Mill too; these guys are just one slight mistake away from death in those situations.,Negative
"I don't care about Stephen Davis and Duce Staley being in the club with me, lol, what the heck.",Neutral
"Back when Jay-Z and Nas were the ones to be, I was in my teens trying to be bigger than Meech.",Neutral
"You can never just recklessly pour yourself some juice or Kool-Aid in this guy's house because 80% of the time it's liquor, lol. Shaking my head.",Negative
"Why are they actually showing slow-motion highlights and taking injury timeouts for this, laughing my ass off?",Positive
"I am officially a believer in Joe Flacco. He's not a fluke; he's legitimate. Let's hold off on calling him elite, but he is real nonetheless.",Positive
"I understand that's not a given these days, but you have to be more than that.",Neutral
"Bro, I haven't even been to California yet, and North Korea is trying to end that situation. They need to chill.",Negative
TE'O is gay just for talking to a man for three years on the phone and not knowing it's a man.,Negative
"@jayzonicle he has a higher potential than Granger, but I have to hold off on calling him better. Paul George has never been in the top 5 in NBA scoring.",Neutral
"@MahLee_ no, I'm saying when this year is over, most definitely, but at the same time, there is no top 5 team in the East that Boston could beat in the playoffs.",Negative
"@MahLee_ slight? Rondo was a little guy with numbers almost like Magic Johnson, and they were still losing, lol. I don't know about that.",Negative
Why do people always try to cook lasagna for a girl? Is that supposed to be impressive? I will just cook her the Stouffer's version and get the same credit.,Neutral
"No, not mashed potatoes with steak, that's not my style, haha. I prefer baked or steamed potatoes, and I don't like A1 sauce.",Neutral
"I need to see Larry Fitzgerald with a decent quarterback again. But right now, I would take A.J. Green and Megatron before him.",Negative
Wale could have just said his girls are from Virginia Beach; everyone knows they have the best in the 757.,Positive
"No, not anything like that, haha. I'm not a typical blue-collar guy, you already know that.",Neutral
"You say you're living it up, but you can't even afford the true designer brands I have!",Negative
I know way too many people here right now who I didn't know last year -- who are all of you?!,Neutral
These people are so foolish these days -- they'll lie on the ground -- and let someone walk all over them!! Get up and have some dignity for once!!,Negative
There are no blessings that can't turn into disasters!! And there are no disasters that can't turn into a blessing!!,Neutral
"@TSNBobMcKenzie That kid is good. I saw him against the New York Rangers. I'll tell you, as a Rangers fan, I'm not too excited about seeing him for the next 10 years.",Negative
Who can love you like I do? Who can satisfy you like I do? Who can lay your body down? (NOBODY),Positive
"If you think you're tough, come see me and I'll show you how this 5'1"" girl gets down. You better not back down.",Negative
"If you all want to put your business online and keep that stuff in your house, people wouldn't have anything to say.",Neutral
"Yes, I called your phone because I'm that girl. You and whoever else can get it one by one.",Negative
"I'm good, that's why I only hang out with some of my male cousins because of a coward like him. But okay, just for you, Coday, I will.",Negative
"I hate having midnight cravings, but I'm trying to watch what I eat and when I eat.",Negative
I'm eating hot Cheetos and a cupcake while watching my hand go from the bag to my mouth.,Neutral
I need to play against someone who will give me a challenge because that was too easy.,Negative
Stimulate my mind. That's what really turns me on. Teach me something I didn't know or show me something I've never seen.,Positive
"@Kev_A1RealRude boy, everybody needs love. The young and the old. My grandma is in her 50s and she is still dating... She has a 30-year-old boyfriend, lol.",Positive
"@D_ICON I'm going to try to make my way down there before you leave, if nothing comes up!",Positive
"When I'm high, I eat like two meals plus snacks back to back. It's crazy.",Neutral
"We always seem to be making moves somehow, and I knew very well that I needed to be in class.",Neutral
"If you let someone borrow something, you shouldn't have to ask for it back.",Neutral
"My dad and I are seriously texting about this game, play-by-play! We have a wager of his 30 to my 10, lol.",Positive
"@PrinCessBandss_ LOL, my mom is really attractive and she was on point, but yes, your mom has issues.",Negative
"Aww, good because my sister lives over there, lol, and I'm moving back with her. You live on West 8 Mile.",Positive
I'm about to sit down and talk to my dad about some things and try to clear my head.,Neutral
"When I was 8, I was forced to live with my aunt on the West Side. I went to Vernor Elementary and I got along with everybody in 3rd grade.",Neutral
I had two fights with the girl who I thought was my best friend but was just a snake.,Negative
"The guy I was talking to was cheating and talking to a girl who was playing on my phone. Basically, I guess she was mad.",Negative
I can't sleep; my stomach is turning. 2013 seems just like 2012 to me so far.,Negative
"Just because he didn't take me to school, I better get my nails done today.",Neutral
"I know Travey is mad at me, but I can't move. I'm lightheaded, keep throwing up, and I can't eat or drink anything.",Negative
"It's funny to me how these little female groups really think they can beat these guys in these groups. Like, what the heck? Lmao. Trying to get famous.",Positive
Everybody tune in to the news tonight at 11:00 PM sharp on Channel 7 and watch my best friend and her family share their tragic story of a loved one.,Negative
I don't even want to change schools anymore. They just made me really angry.,Negative
"I had to hang up on him. I'm done with him. #ForReal He is so petty, I swear.",Negative
"@Gawgeous__ yeah, you know. That's probably why you haven't given me anything in so long. ^=____^ #dead",Negative
@juicyandprada I should have opened the door and let you out at your stop.,Negative
I'm trying to go back to school. I need to get my son settled back in Murphy Shaw first.,Neutral
"LOL, I can't burn. Lockdown for 3 more months, then I'll match a whole matchbox with you.",Neutral
"Yes, they do. We can get along for the kids' sake. We have to be best friends one day; these kids are going to need each other.",Positive
I've been dealing with kids all day and I have to get up early in the morning. I need to go.,Negative
"Kicking butt on Ruzzle and then got my butt kicked, so I'm too tired to be playing.",Negative
"If I wake her up, she is going to be whining, and we still aren't going to find them.",Negative
"What do you say now? Give it to me, baby? One, two, three, and four...",Positive
"I can show you how nice of a guy I can be. I open doors for you and pull out your chair. See, that's nice.",Positive
@SONIXWHITE I'm about to finish school; I have 10 days left. Are you going to New York City next weekend?,Positive
"@AlwayzDave It's true, I like being busy with work and school. So much good comes from it.",Positive
"You have so much money because you live at home with your mom, sleeping on a twin size bed... And you call yourself a boss.",Negative
I can't deal with a Jamaican guy; they always want to wear loafers and lace-up dress shoes! Shaking my head.,Negative
"@106andpark @Beyonce It doesn't matter; she would sound the same. We know her skills. It was cold. I got you, B!",Neutral
"I have a bottle, I have a model, I have my money, and I show off!",Positive
This is how I'm feeling. But since I don't have anyone to solve that problem...,Negative
"F is for friends who do things together, U is for you and me, N is for anywhere and anytime at all! Down here in the deep blue sea!",Positive
I am so upset because my friend got mad at me because I didn't help him at school when he was about to fight!,Negative
"This is the kind of weather for cuddling, kissing, cooking, making love, watching movies, and laying in that person's arms!",Positive
"Laughing my ass off! You know when it snows in Jackson, they celebrate it like it's a holiday!",Positive
"Some people will do anything for likes. They expose themselves, take half-naked pictures, and bend over right in front of the camera just for likes. #Sad",Negative
"I'm good. I had a snack, and I'm going to Buffalo Wild Wings when I drop him off at practice.",Positive
"Lord, please let whatever issue this is with my car not cost much and not take long to fix.",Negative
"@Blue_Balty, the one that I want is black with a 17-inch screen and costs $400.",Neutral
"I'm so glad that Mehlville gets out 2 hours early today, so hurry up, 12:05.",Positive
"I think I should stay home today, but I have a project due for Parenting 2. Well, that's just great. #Sick",Negative
I will have friends if people just text me quickly. I hate slow texting. #SingleLife,Negative
"I don't know what you have going on. Everything is closed, and yes, I'm about to tweet it.",Negative
"Some of these women need to be treated poorly, but know your limits when you are leaning.",Negative
"When you break up with someone you love and see that they have moved on, you want them back.",Negative
I can't believe you hit me with that 40; I just got hit.,Negative
"I know that's my brother, and we are going to support him, but he did something foolish.",Negative
This store is so run-down. How could you knock an entire bathroom door off the hinges? Shaking my head.,Negative
"I don't care about anything anymore. If it isn't about making money, leave me out of it!",Negative
I think I lost a friend because we couldn't agree on some situations. That is crazy.,Negative
"It has been a long day, and tomorrow will be even longer. We are putting down roots in our townhome; it's the first step towards our new life.",Positive
"She has her own apartment, her own car, she takes care of her kids, has a good job, and is focused on her business in the street, but in the bedroom, she is a pornstar.",Neutral
"KV just made me think about The Odyssey, that girl used to be really excited, lol.",Neutral
I can't wait until I get on my own; nobody better ask me for anything.,Negative
"Leaving Wingood, I am finally heading to the game, I guess. Let's see what's going on up here.",Neutral
"This is too funny. I feel bad for Te'o, but it's hard to believe he allowed it to happen. Where is Scooby-Doo when you need him? Lol.",Neutral
My mom and her friends always talk about people; that's where I get it from.,Neutral
To be lied to all these years! I would ask why? They still lie!,Negative
"Even though I don't like you right now, Happy New Year! Love you.",Positive
"I just talked to Adrion. She told me she loves me. Ziya said she loves you, little buddy.",Positive
@D2_Athlete You all are going at it for no reason when neither one of you has anything to do with it. Let it go; it is what it is.,Neutral
What if I am with you until I weigh 21 pounds? Just thinking!,Neutral
"People act like my mom looks young enough to be my sister, even though they know she looks really old.",Negative
"I have a thing for guys who would come to my house to hang out, watch movies, snack on something, and not try to have sex all the time!",Positive
"Because these tired, fronting, attention-seeking, foolish, disrespectful, and sour individuals have nothing to offer me!",Negative
"I don't understand how they mistake my godson for a girl; sure, he has braids, but he's wearing boy's clothes.",Neutral
I am not stressing about anything because I was genuine when I gave you my love.,Positive
"I laughed and told that person, ""No, I am a hard worker. I am on my grind. I handle my business.""",Positive
The way a Black woman can wear it like it's real and work it like it's expensive never ceases to amaze me! #blackgirlsrock #fistpump,Positive
"So I follow @RcLifestyleMktg on Instagram, but he has so many names and accounts that I can't keep up! Really!",Neutral
"I see Frank Gore didn't have time to get his son a haircut this week! Lol, and that's fine; he's going to be a cool guy regardless. Lol.",Positive
"So my mom just told me to take several seats and she'll call me back in the morning! I'm weak, lol.",Positive
"@MacDaddy_Ken I saw you... well, the back of your head. Laughing my ass off, I didn't feel like calling your name.",Positive
"@HoneyVee___ @__Dezznutz @OGkaaywabii_ I love you. I love you, VeeVee! :* :* Lol.",Positive
"Well, I'm not leaving for school until tomorrow. I guess I'll be at the Carver/Prep game tonight.",Neutral
"@backitupchrish No doubt, I thought you had a problem on your hands or something. Lol, how's everything going?",Positive
"@SexyChiick84 Aww, don't be trying to get all mushy, lol... I love you too, cousin.",Positive
People always talk negatively and don't know what they are talking about. Why are you worried about my life anyway?,Negative
"I don't care about any of you. We don't associate with you at all, you desperate and unappealing individuals!",Negative
The best funeral ever is so funny! These people are celebrating a funeral at a fair. They are carrying a jar of ashes on a ride. I'm so amused!,Positive
"I had to deal with Markia; she just wants some attention, so we let her. Check my last couple of pictures if you want to see them. That big girl is hilarious!",Neutral
The social shakedown is giving me so much joy right now. I'm in bed relaxing and playing all day! Lol.,Positive
2012 was an amazing year for me! I pray that 2013 surpasses it! #optimistic,Positive
"@oldskoolchik Oh, okay, cool! I'm glad you made it safely. Lol, I will definitely do that for you! Have fun and enjoy yourself!",Positive
"I'm trying to sneak away so I can relax... Mr. Andre is not having it, lol.",Neutral
He asked me why I ignore him all the time. Because I am focused on my goals.,Neutral
"Every time this doctor comes into this room, she is on the phone asking another doctor a question.",Negative
"I'm just sitting here thinking about the things I did in 2012, and it was some messed up stuff and drama, but that's not coming in 2013. #TeamSingle.",Negative
"Good morning Twitter family and friends. What a day to be alive and well. It's raining, and I just want to cuddle up with somebody all day.",Positive
"I don't love my boyfriend, but he understands that I care a lot about him.",Negative
"I would change my name on Twitter, but I don't know how long I'm going to be single.",Neutral
I'm about to cut all my old friends off and get some new friends!,Positive
"So what if we get drunk? So what if we smoke weed? So what if we go out? That's how it's supposed to be. Young, wild, and free!",Positive
"He's not a real man if he lies about having a girlfriend. Never, big dog!",Negative
One thing I hate is a worthless guy who thinks he's something special. Get lost!,Negative
I don't fight over men; I leave that to you broke women!,Negative
"I always find things out. I might not say it right away, but I know!",Neutral
I am aggravated. My mom's boyfriend doesn't know when to be quiet.,Negative
My only wish is that my friend Keith was here to handle things. I've been feeling very frustrated with the world lately.,Negative
"I just want to sleep with your best friend for one night only, and when I do, you better not mess with my friend.",Negative
It's frustrating that I have to go all the way downstairs to light my blunt.,Negative
You are a lowlife. Get off my timeline. All you do is talk trash; show me something.,Negative
I have never had anyone to show me all the things that you have shown me.,Positive
"@ItsYoungBTW_ he left his cookies in a box on the floor, and Sami went in there and took a bite out of each cookie.",Neutral
I'm about to delete this music off my computer because it's making my computer run slow.,Negative
"It's in two weeks. My cousin can't go, and I have an open spot. The trip costs $600. I'm just asking for $400.",Neutral
"The price is $20, which includes bowling for 90 minutes, food, shoe rental, laser tag, and drinks. I'm sorry, but it is at 10:30 PM on January 18!",Neutral
"I am taking my niece, nephew, and little cousin @__DollyFace to Cedar Point in June. I just booked my reservations.",Positive
"Well, it's time for me to hit the road and really celebrate my birthday in the Bahamas! See you later, Chicago. Oh yeah, my birthday is on SUNDAY!",Positive
"I ball in multiple ways, which means I am athletic. I have been hustling for 5 years, which means I am not bad at it.",Positive
@ChrisBrownRCA just needs to move on and stop acting like she is the only real hood girl he will ever get.,Negative
"Why do people say they are about to run to the store, but in reality, they are walking into the store?",Neutral
"Damn, @OldSchool955, 95.5 is jamming. Honestly, I have been locked in all day. Music feels good to your soul.",Positive
"@mzjanee, you are a fool. Go get that 500 million! Laughing my butt off, you know I'm rocking with you on @Hot1041.",Positive
They have me in here doing the South Dallas swag. I haven't done that since last spring.,Neutral
"@MsXaviB, Repo Men come and take an organ until your payments are back in order!",Negative
"@jonque28, same old stuff, brother. Trying to make money and stay true! We need to drink a little something soon though. New Year, let's get into new things!",Positive
"Man, I am cracking myself up and I swear I am not even trying, laughing by myself.",Positive
I hope you can understand me when I say to pay before you play with me.,Neutral
"Oh, what are you talking about? Just bring me something because I am starving.",Neutral
"Oh, all of you are going on my list. You went to Hong Kong and didn't bring me a fry.",Negative
@RESPECTmyflaws @_noLOVE_jstLUST @Luh_Boosie you all better come get your cousin; that person hit me in the face with a snowball.,Negative
Your ugly self didn't answer the phone last night. We're coming over there today. It will be about 6 or 7.,Negative
"When you have a guy, there are only a couple of ways to keep him.",Neutral
"I am blessed to be here another day. In case you haven't heard it today, Kiaphia loves you.",Positive
I am still taking this person over there and throwing this thing as far as I can.,Negative
"Yes, he is, but Melo might kill him and he can't shoot for anything. You are better off with a CP3.",Negative
"Lmao, dies, but you called it fat one day though, for real, so it's something back there.",Neutral
"@MiszChampagne lmao, Shana, what do you mean? I don't be saying that, girl, what do you mean?",Neutral
"But when I first played that song, Swagg, you said you didn't like it!",Negative
"@MiszChampagne man, I'm about to take a little nap, I'm going to call you later and you better answer.",Neutral
"Just got off the phone with my guy, goodnight, I have a 9:30 class in the morning!",Positive
"Wanda is going crazy in her bed, she must be hot because she is tossing and turning, and she just yelled out!",Negative
"My friend and I can never be together in the waiting room, she is too funny, laughing my ass off!",Positive
"I work hard to get where I am, these people don't want to see you get this money!",Negative
"I hear Wanda asking everybody if they are waking up in the morning, lol not I said the cat!",Neutral
"I can't wait until his big head gets off work, I miss him!",Positive
"You can tell when people don't have a life and are miserable; they say and do some of the dumbest things, shaking my head!",Negative
"Cierra, goodbye. You messed up; keep my baby's name out of your mouth, okay?",Negative
"I swear by the time I get to Brooklyn, the ball is going to be dropping, laughing my ass off, like what the heck?",Positive
"@tameeekkss, I swear you are half Chinese; you always give off that almost blind Asian realness, laughing my ass off.",Positive
"These tweets are hilarious, but why am I in a car getting food? I feel like I'm missing everything.",Neutral
"Laughing my ass off, God always sends me the most ridiculous guys to like me. Like, God, where are the compatible ones?",Negative
"No way, this guy smells so bad sitting next to me. My nose is like, what is happening right now?",Negative
"@BonnieStash, so I'm talking to a Capricorn. I need the details on them, E Stash.",Neutral
"That guy kept me up all night, all night, all night doing the nasty, in a French Montana voice, laughing my ass off.",Positive
"Laughing my ass off, Nuria and I are going to the Fresh store. I need to get some things.",Positive
"I have always wanted to walk around in tall UGG boots, trunk briefs, and a crop top in my house, laughing my ass off.",Positive
"One of my friends needs to get on a show like BGC or Washington Heights so I can make an appearance, laughing my ass off.",Positive
"My birthday is going to be lit; I want my hair to be 32 inches long and I want an over-the-top outfit, laughing my ass off.",Positive
I'm not feeling that Sasha Go Hard song; she can do so much better than that. I don't know what that was.,Negative
"I know Meek better get that tweet I sent; he better set it off, laughing my ass off.",Positive
"Lmao, why do all these urban models think they can be in the music industry?",Negative
"@a_figueroa_ Lmao, we're going out because he's a gentleman. He's not concerned about getting in trouble, lmao.",Positive
"I want to be on Love and Hip Hop for messing with a down-low rapper and being friends with all the vixens, lmao.",Positive
"Lmfao, he said you have the BBM in the mirror pose. Get out of here, lmao.",Negative
"Omg, I feel like I'm going to break out. Smh, that food was good but so bad, blah, and then I had soda.",Negative
"I still can't believe people throw studs on anything and cut and bleach things up and call themselves designers, but okay....",Negative
"I know I'm missing so many calls and texts right now. Ugh, why is my phone doing this?!",Negative
"Wow, Adam Driver is so incredibly attractive! He is my only white guy crush.",Positive
@ShakeThis_ Exactly! Where's the 7 Days 7 Nights street team so I can take a picture for MySpace?,Neutral
"I remember some girl was introducing herself to me while I was trying to dance, and it was so funny!",Positive
"Lmao, son, Erica, this person really is crazy. I need her around when I'm about to confront someone.",Positive
"@BonnieStash, girl, I would go in, but there's so much to type. I know how you feel; I understand exactly what you're talking about.",Neutral
This guy JP's mother is acting like he is some superstar the way she is throwing all this nonsense at him.,Negative
"Son, no, I ate that food too fast, like in 5 minutes. Lmao, I'm still hungry, what the heck?",Neutral
I hope my buddy @LadiieByrd416 is okay. I know it must be pretty rough for her right now.,Positive
"I have been spoiled my whole life, so when I don't get something my way, yes, I get an attitude. It's not my fault; blame my parents.",Negative
"Remember Nicki Minaj's song ""Right By My Side""? That was the favorite song of many girls last summer.",Positive
"@__CellyCell they had to mess it up. That was really funny though. What's up, mama?",Neutral
"Honestly, I don't even think about them. I don't think about those underclassmen.",Negative
I'm bored at home and trying to go somewhere to get out of this house!,Negative
"Lol, we don't care about you and your girlfriend Tranae. Just stop! Damn.",Negative
"@32smiles @Krista1Love @Twiitface87 @KDollFabulosity all three of you kind of look alike in the face, especially your eyes and lips.",Neutral
"@Krista1Love Lol, I don't think you have to worry about that now. Just wait until you get older. And white girls always have the best breasts, always firm and perky.",Negative
"Man, these guys aren't anything, talking about you and bragging about things they don't have, trying to get another guy's girlfriend. Man, these guys aren't anything.",Negative
These guys are doing shows with other people's beats from SoundClick and aren't even paying for them. They don't even lease them. Smh.,Negative
"Feeling a bit off tonight, I have a lot of rumbling and pounding in my head. HOMETEAM ENTERTAINMENT.",Negative
"I smoke and I drink; I'm supposed to stop, but I can't. Lol.",Negative
Jerry keeps hanging up on me on Skype. What a nuisance!,Negative
"Shelia is getting her tattoo without me! And then she's coming over, I'm going to have a serious talk with her!",Negative
The father of my child will be my husband. No living together without marriage for me.,Positive
"Nichon is a promiscuous person, having had 4 girlfriends in 2 weeks.",Negative
"Laughing out loud, he is confused and angry, but I don't care; it's what I want.",Negative
Marcellus bought Skittles for me and is going to make me share with him.,Positive
"When a guy I am talking to passes gas near me, I just walk away.",Negative
"As long as I'm not single on Valentine's Day, I'm good because I want a big teddy bear.",Positive
"If I told you a flower bloomed in a dark room, would you trust it?",Neutral
"I had to confront my brother last night. He thought he was tough, shaking my head. When will he learn?",Negative
"I hate when people constantly call me. Seriously, if I didn't answer the first time, why keep calling?!",Negative
I can't help but call Damarius 'Delirious.' I've been calling him that for a long time.,Positive
"#FavoriteChildhoodMovies: The Little Mermaid, Cinderella, Mulan, Sleeping Beauty, and Anastasia.",Positive
"Wow, it's been 3 months since I last saw him. I can't wait until he arrives.",Positive
"@__Reeziie If you see me in the hallway, then we can take a picture.",Positive
"@_LovableLiyah Laughing out loud, really a little cat? He's a guy, and that wasn't just some rubbing for an itchy tattoo. He was feeling himself.",Positive
"Laughing out loud, he said she looked over here twice; she wants him.",Positive
"@MrGrigsby_ Bro, what's up? You were supposed to have the move. Lewis said he was trying to hang out tonight before he leaves for North Carolina.",Neutral
"So I tried to get up... Really I did, but it's not happening right now... I'm still going to be live at church though.",Negative
@MissPRBeauty_12 WHAT!!!!!!!!!!!!!!!! When did this move take place? Why wasn't @RSVP_ATLANTA notified? You still owe us your presence at a gig.,Negative
"I just played ""Blessed Assurance"" with the choir. #smashing I almost went into a shout in the Methodist church, lol.",Positive
"Uh oh, time to perform this welcome song. Shout out to all the churches still playing ""Blessed.""",Neutral
"I'm going to grab something to eat, then meet up with my friend so we can watch this game.",Neutral
Oh my goodness... there is a bird in the house and we are going to take care of it.,Positive
"I have the Alabama and Notre Dame game recorded, so when I get home from work, I can watch it from beginning to end.",Positive
@kendricklamar I laugh every time at the end of 'Sherane a.k.a Master Splinter's Daughter'... are you from Chicago?,Positive
Nicoo is really the best big cousin; he talks to us like a parent.,Positive
I am about to leave town for a little while... I need to gather my thoughts.,Neutral
"You never know when you'll need someone, so always treat people how you want to be treated!",Positive
Mr. P's Coney D's is less than a month away for Birmingham! I have that authentic Detroit-style Coney Island coming soon!,Positive
"@ripmas3 what's your number, man? I need to come to one of the games!",Neutral
People better get their attitude together tomorrow because I don't have a problem confronting someone if they act up.,Negative
"@jhorjhor01 lol I'm hip. I told her, 'Why does your niece keep pretending? I've been chasing her for about 10 years.'",Neutral
"I dislike being with single girls; I prefer to be with someone who is already in a relationship. Yes, I have broken up happy homes.",Negative
"To be honest, I wouldn't change it for anything. You know how many attractive women have been with me?",Positive
"@_RedLipsss I would have said good morning, but I don't have the line. Do you get the hint? Lol.",Neutral
"People say my girlfriend is promiscuous, but nobody is perfect. Everyone has had relationships before. She had a life before she met me, and people are just hating.",Positive
I'm really high off this lean. I could easily smoke one of my blunts.,Neutral
"I had one pair of fake shoes in my life, some all-white low-top Air Force Ones. They were fresh.",Positive
You have people around you who will try their best to bring you down; keep those negative influences out of your circle.,Negative
"Having a girlfriend 600 miles away in college and only seeing her during breaks is not ideal, but I care for her so much that it will work out. I don't want to cheat.",Positive
"My little brother has been incarcerated for three years, and he still has women fighting and arguing over him. It's ridiculous; do you really want to be with him for another eight years?",Negative
"If I ever perform oral sex on a girl and she doesn't return the favor, that's the kind of situation that could lead to serious consequences.",Negative
"Forget all of you, I'm solo on Jesse, just me and my little girlfriend.",Negative
"If I get locked up, as long as my girl supports me, I'll be good because when I'm out, we're going to eat by all means.",Positive
"Hey, I used to tweet her daily for four weeks straight, and she never noticed, lol.",Neutral
"I'm on that good lean and alcohol, and I have some loyal friends that I can call.",Positive
I finally got the girl I've been chasing for a long time; all I hope is that she keeps it real with me. I pray to the Lord that it works out.,Positive
Sometimes I really wonder if she really likes me or if she is just playing with my head.,Negative
Women need to stop getting pregnant by irresponsible men and then talking down on them. They should have thought about that before they let the guy in without protection.,Negative
"Wow, this wind is no joke. I had to go get my .38 because I thought someone was trying to break in.",Negative
"I'm trying to stay up this year. In other words, I'm trying not to get too messed up too early.",Neutral
But I know I'm not going to sleep yet until midnight hits because last year I missed it.,Neutral
"I don't know why, but I really don't care about the new year. I'm not excited about it this year. However, I am thankful to see another year.",Neutral
We had a great meal at America Deli. No one is going to take food out of my baby daddy's hand; I had the food in my hand!,Positive
"It's a new year, and that person is still acting the same way! Get Blaze at my friend.",Negative
"I swear if I put up with people's nonsense, I would have more friends... you get my point, lol.",Negative
"I just came from @Lick_My_Pearlsx's house. She was happy to see me, as always! My partner though.",Positive
They better be done! It's only been 3 years!! Lol,Negative
"Yeah, I'm glad you're doing okay too. Do you want to text me and catch up?",Positive
"When I saw my baby face to face for the first time, I liked her. Then when she sang to me in front of her friends, it was #LoveAtFirstSight.",Positive
"My partner was officially drunk, and I had to walk home at this time of night. #MadAsHell I love my husband even though she's an alcoholic. #LoveAndWar",Negative
"I meant boyfriend, but some of these girls might treat you better than some of these boys.",Neutral
"@_No_Intro lol my bad, I always post things on Twitter and then get off for a long time. Next time, hit me up, I will respond quicker ;-)",Positive
"@DaDawnnDawnn lol not really, you just have to look like you can do hair, that's all. You are more smooth with the pencil lol.",Positive
"This rain is really something. I'm sitting in my car for a minute lol, forget class.",Neutral
"I just tweeted the same thing Drake tweeted, and he got 120 retweets and 20 likes, and I got nothing lol.",Negative
How in the world is Nicki Minaj a judge when she has never sung a single song in her life without autotune?,Negative
"Okay, I understand the pistols and shotguns, but these individuals just shot a machine gun.",Neutral
"Well, my phone has been reset once again thanks to #oomfs, so I have no numbers. Text me with your name.",Neutral
"@SheChoseLaeSean This girl, I was like, that's a turn off. Then I laughed and said I'll talk to you later, and then she got mad. I see what you mean.",Negative
"Forget you and what you stand for, but when you get tired of that person, don't come running back to me.",Negative
It's a shame that gas in Virginia is $3.24. This is supposed to be the cheap stuff.,Negative
"I know you, but being nice really doesn't get you anywhere, especially when dealing with women.",Negative
I hate to see a girl cry. I swear that's something that breaks me down easily.,Negative
"People can be really frustrating at times; that stuff doesn't phase me anymore, haha.",Neutral
"Man, time is so valuable to me these days, and sitting around waiting because you said one time and it's really another time is just ridiculous.",Negative
"The house is almost done; I'm finishing painting and cleaning up this weekend, and everything should fall into place.",Positive
"The mixtape ""Stripper Mix"" is dropping this Friday at @pressorplay and @SphinxShowgirls, brought to you by #EarlDaeClothing and @DjLish.",Positive
"@FunkyDineva Wow, wow, wow! I mentioned on Facebook that Tae Tae looked like that girl from Norbit!",Positive
"My kind of guy! Walter Jackson is going fishing in Gucci! Honestly, I would wear Gucci to go roller skating, so I can relate to that!",Positive
"@IamNeffeteria Oh no! I'm flying out of DC that day, so I will miss your book signing, but I wish you lots of success!",Negative
"I'm not a fan of Giuliana Rancic's dress and makeup; she looks 20 years older, like one of those ladies from Downton Abbey. #GoldenGlobes",Negative
"Hugh Jackman: Damn, does this man get hotter each time he's on TV or what? He's fine, not just fine! #GoldenGlobe2013",Positive
Worst dressed right now: Sienna Miller! 3D rosettes all over and both earrings in one ear? Goodbye! #GoldenGlobe2013,Negative
"JLo is giving me life in that lace dress! And she's serving looks too, shutting down the carpet! #GoldenGlobe2013",Positive
"@Kindredthefam Mrs. Garrett and Dudley are still alive from Diff'rent Strokes too, rest in peace Mr. Drummond.",Neutral
@missfree Do you have a link for that information? I'm about to fly into DC tonight.,Neutral
"To see what I see. Be what I am then. My people, you will have to be me. :-). Stop hating and make money.",Positive
"They say you have to go through challenges to get somewhere in life. Well, I'm still going through, so that somewhere in life, here I come.",Positive
"@FreakAssNee lol no, you're not, and you shouldn't think that either... In my opinion, I think you're very attractive.",Positive
