sae_text,aae_text
"My timeline is extremely salty right now... Are you mad, bro? *gives a pat on the back*","My timeline hella salty right now... You mad, bruh? *pats you on the back*"
I'm about to cut off all my old guys and get some new ones!,I’m finna cut off all my old dudes and get me some new ones!
"So what if we get drunk, so what if we smoke weed, so what if we go out—that’s how it’s supposed to be. Young, wild, and free, bitches (;","So what if we gettin’ drunk, so what if we smokin’ weed, so what if we goin’ out—that’s how it s’posed to be. Young, wild, and free, bitches (;"
"He’s not a real one if he lies about having a girlfriend… Never, big dog!","He ain’t real if he lyin’ ‘bout havin’ a girl… Never that, big dawg!"
"One thing I hate is a worthless guy who thinks he's all that. Get lost, dust bunny.","One thing I can't stand is a ain’t-shit dude who swear he all that. Boy, bye."
I don’t argue over men; I’ll leave that to you broke women!,I don’t go back and forth over no man; I’ma let y’all broke females have that!
"I always find things out. I might not say it right away, but I know!","I always find out what’s goin’ on. I might not say nothin’ right then, but trust, I know!"
I am aggravated. My mom’s boyfriend doesn’t know when to shut up.,I’m so aggravated. My mama’s boyfriend don’t know when to shut up.
"My only wish is that my friend Keith was here to handle things. I’ve been feeling like “forget the world” lately, to be honest.","Man, I just wish my boy Keith was here to handle all this. Honestly, I been feelin’ like “forget the world” lately."
"I just want to have sex with your best friend for one night only, only, and when I have sex with your best friend, you better not have sex with my friend.","I just wanna smash yo best friend for one night only, and when I do, you bet not mess with my friend."
That's messed up; I have to go all the way downstairs to light my blunt.,That’s messed up; I gotta go all the way downstairs just to light my blunt.
"""@TruelyBlessed_x: @MiissBeautty: Someone needs to come smoke this blunt; I wish I could! Lol, where are you?""","""@TruelyBlessed_x: @MiissBeautty: Somebody needa come smoke this blunt; I wish I could! Lol, where you at?"""
You are a lowlife. Get off my timeline—all you do is talk trash. Show me something.,You a lowlife. Get off my timeline—all you do is run your mouth. Show me somethin’.
I have never had anyone show me all the things that you have shown me.,I ain’t never had nobody show me all the things you done showed me.
@ItsYoungBTW_ He left his cookies in a box on the floor. Sami went in there and took a bite out of each cookie.,@ItsYoungBTW_ He left his cookies in a box on the floor. Sami went in there and took a bite outta every single one.
I’m about to delete this music from my computer because it’s making it run slowly. @ItsYoungBTW_,I’m finna delete this music off my computer cuz it makin it run slow. @ItsYoungBTW_
It’s in two weeks. My cousin can’t go and I have an open spot. The trip was $600. I’m just asking for $400.,It’s in two weeks. My cousin can’t make it and I got a spot open. The trip was $600 but I’m just askin for $400.
"The price is $20, which includes 90 minutes of bowling, food, shoe rental, laser tag, and drinks. I’m sorry, but it is at 10:30 p.m. on January 18!","The price $20, and that come with 90 minutes of bowlin’, food, shoe rental, laser tag, and drinks. My bad, but it’s at 10:30 p.m. on January 18!"
"I am taking my niece, nephew, and little cousin @__DollyFace to Cedar Point in June. I just booked my reservations.","I’m takin my niece, nephew, and lil cousin @__DollyFace to Cedar Point in June. Just booked my reservations."
"Well, it's time for me to head out and really celebrate my birthday in the Bahamas! See you later, Chicago. Oh yeah, my birthday is on Sunday!","Aight, it’s time for me to dip out and really turn up for my birthday in the Bahamas! See y’all later, Chicago. Oh yeah, my birthday on Sunday!"
"I play ball in multiple ways, which means I’m athletic. You’ve been hustling for 5 years, which means you’re bad at it.","I hoop all kinda ways, so yeah, I’m athletic. You been grindin’ for five years, so that just mean you ain’t good at it."
@ChrisBrownRCA just think that he needs to move on and stop acting like she is the only real hood woman he is ever going to get.,@ChrisBrownRCA he just needa move on and stop actin like she the only real hood woman he ever gon get.
"Why do people say, ""I'm about to run in the store,"" when in reality you're just walking into the store…","Why folks be sayin', ""I'm 'bout to run in the store,"" when really you just walkin' in there…"
"@boogie_d Wow, @OldSchool955 95.5 is playing great music. Honestly, I’ve been locked in all day. The music really feels good for your soul.","@boogie_d Damn, @OldSchool955 95.5 playin’ some fire music. Fr, I been tuned in all day. This music really hittin’ my soul."
"@mzjanee, you’re so funny. Go ahead, JJ, get that 500 million. Laughing my butt off—you know I support you on @Hot1041.","@mzjanee, you too funny. Go ‘head, JJ, get that 500 million. I’m hollerin’—you know I gotchu on @Hot1041."
They have me in here doing the South Dallas Swag. I haven't done that since last spring.,They got me in here doin’ the South Dallas Swag. I ain’t done that since last spring.
@MsXaviB Repo men come and take an organ until your payments are back in order!,@MsXaviB Repo folks gon’ come snatch a organ til you get yo payments right!
"@jonque28 Same old stuff, man. Just trying to make money and stay true! We need to have a drink together soon, though. It’s a new year—let’s try some new things!","@jonque28 Same ol’ stuff, man. Just tryna get this money and keep it real! We gotta link up for a drink soon, tho. It’s a new year—let’s try some new things!"
"Man, I really make myself laugh and I swear I'm not even trying, lol.","Mane, I really be makin’ myself laugh and I swear I ain’t even tryin, lol."
I hope you can understand me when I say pay before you get involved with me.,I hope you can understand me when I say pay up before you get involved with me.
Oh. What are you even talking about?! Just bring me something to eat because I'm starving.,Oh. What is you even talkin’ bout?! Just bring me somethin’ to eat ’cause I’m starvin’.
All of you are going on my shit list. You went to Hong Kong and didn’t even bring me a single fry.,All y’all on my shit list. Went all the way to Hong Kong and ain’t even bring me one fry.
@RESPECTmyflaws @_noLOVE_jstLUST @Luh_Boosie You all better come get your cousin; that girl hit me in the face with a snowball.,@RESPECTmyflaws @_noLOVE_jstLUST @Luh_Boosie Y’all betta come get y’all cousin; that girl done hit me in the face wit a snowball.
@_noLOVE_jstLUST you didn’t answer the phone last night. We’re coming over there today. It’ll be around 6 or 7.,@_noLOVE_jstLUST you ain’t answer the phone last night. We comin’ over there today. It’ll be round 6 or 7.
"When you have a man, there are only a few ways that you can keep him.","When you got a man, it ain’t but a few ways you can keep him."
"Blessed to be here another day. In case you haven't heard it today, Kiaphia loves you.","Blessed to see another day. Just in case ain’t nobody told you today, Kiaphia love you."
I’m still taking her over there and throwing her as far as I can.,I’m still finna take her over there and toss her as far as I can.
"@GladimarSimeon Yeah, he is, but Melo might dominate him and he can't shoot at all. You'd be better off with a CP3.","@GladimarSimeon Yeah, he is, but Melo might run him and he can’t shoot for nothing. You’d be better off wit’ a CP3."
"LOL, I’m dying, but JE did call it fat one day though—seriously, so there is something back there.","LOL, I’m weak, but JE really did call it fat one day tho—fr, so it’s definitely somethin’ back there."
"@MiszChampagne lol Shana, what do you mean? I don't be saying that, girl, what do you mean?","@MiszChampagne lol Shana, whatchu mean? I don’t be sayin’ that, girl, whatchu mean?"
"When I first played that song, Swagg, you said you didn’t like it!","When I first played that song, Swagg, you said you ain’t like it!"
"@MiszChampagne Man, I'm about to take a little nap. I'm going to call you later and you better answer.","@MiszChampagne Mane, I'm finna take me a lil nap. Imma hit you up later and you betta answer."
I just got off the phone with my friend. Goodnight—I've got a 9:30 class in the morning!,Just got off the phone wit my friend. Goodnight—I got a 9:30 class in the mornin!
"Wanda is acting wild in her bed, what the heck, she must be hot because she’s tossing and turning and just yelling out!","Wanda actin’ wild in her bed, what goin’ on, she must be hot ’cause she tossin’ and turnin’ and just hollerin’ out!"
"@SpaldinOutBxtch and I can never be near each other in the weight room—she jokes around too much, lmao!","@SpaldinOutBxtch and me can’t never be by each other in the weight room—she play too much, lmao!"
I work hard to get where I am; these people don’t want to see you make this money!,I work hard to get where I’m at; these folks don’t wanna see you get this money!
"""I hear Wanda asking everyone if they’re waking up in the morning, lol—not me, said the cat!""","I hear Wanda askin’ everybody if they wakin’ up in the mornin’, lol—not me, said the cat!"
I can't wait until his big head gets off work! I miss him.,I can’t wait till his big head get off work! I miss him.
"You can tell when people don’t have a life and are miserable—they do and say some of the dumbest things, shaking my head!","You can tell when folks ain’t got no life and be miserable—they be doin’ and sayin’ some of the dumbest stuff, smh!"
"Cierra, goodbye. You messed up. Keep my baby's name out of your mouth, okay? OK.","Cierra, bye. You done messed up. Keep my baby name out yo mouth, aight? OK."
"I swear, by the time I get to Burger King, the ball is going to be dropping. LMAO, like what the heck?","I swear, by the time I get to Burger King, the ball gon’ be droppin’. LMAO, like what the hell?"
"@tameeekkss girl, I swear you must be half Chinese—you always give off such strong Asian, almost-blind vibes. Lmao.","@tameeekkss girl, I swear you gotta be half Chinese—you always givin’ off them strong Asian, can’t-see vibes. Lmao."
"LMAO, these tweets—but why am I in a car to get food? LMAO, shaking my head, I’m missing everything.","LMAO, these tweets—but why I’m in this car tryna get some food? LMAO, smh, I’m missin’ everything."
"LOL, God always sends me the most clueless men to like me. LOL, like God, where are the compatible ones?","LOL, God always be sendin’ me the most clueless dudes to like me. LOL, like God, where the ones that’s actually for me at?"
"No, bro, this guy really smells. Why is he sitting next to me? My nose is like, what is happening right now, bro?","Nah, bruh, this dude really be smellin’. Why he sittin’ next to me? My nose like, what’s goin’ on right now, bruh?"
"@BonnieStash So I'm talking to a Capricorn, haha. I need the information on them, E. Stash.","@BonnieStash So I’m talkin’ to a Capricorn, haha. I need the info on them, E. Stash."
"She had me up all night, all night, all night, having sex—in my French Montana voice. Hahaha.","She had me up all night, all night, all night, messin’ around—in my French Montana voice. Lmao."
"LOL, Nuria and I are going to the Being Fresh store. I have to get some things.","LOL, me and Nuria finna hit up the Being Fresh store. I gotta grab some things."
"I’ve always wanted to walk around my house in tall UGG boots, trunk briefs, and a crop top. LMAO","I always been wanna walk ‘round my house in some tall UGG boots, trunk briefs, and a crop top. LMAO"
"One of my friends needs to get on a show like BGC or Washington Heights so I can make an appearance, lol.","One of my friends needa get on a show like BGC or Washington Heights so I can pop up, lol."
"My birthday is going to be amazing. I want my hair to be 32 inches long and I want an over-the-top outfit, haha.","My birthday gon be lit. I want my hair down to 32 inches and I need a real extra outfit, lol."
I'm not feeling that Sasha Go Hard song; she can do so much better than that. I don't know what that was supposed to be.,I ain't feelin that Sasha Go Hard song; she could do way better than that. I don't even know what that was s'posed to be.
"Meek Mill better get that tweet I sent him, acting like he’s about to set it off, laughing.","Meek Mill betta get that tweet I sent him, actin like he ’bout to set it off, laughin."
"Lmao, why do all these urban models feel like they can all be in the music industry?","Lmao, why all these urban models act like they can all be in the music industry?"
"@a_figueroa_ LOL, we're going out because he's a gentleman; he's not just interested in having sex. LOL","@a_figueroa_ lmao, we goin out cuz he a real gentleman; he ain’t just tryna smash. lmao"
"I want to be on Love & Hip Hop for getting involved with a closeted rapper and being friends with all the vixens, haha.","I wanna be on Love & Hip Hop for messin’ with a closeted rapper and bein’ cool with all the vixens, haha."
"LMAO, he said you have the BlackBerry Messenger in-the-mirror pose. Get out of here, LOL.","LMAO, he said you got the BlackBerry Messenger in-the-mirror pose. Boy, gone somewhere, LOL."
"Oh my gosh, I feel like I’m going to break out. Shaking my head, that food was good but so unhealthy, and then I had soda.","Lawd, I feel like I’m ’bout to break out. Smh, that food was hittin’ but so unhealthy, and then I had some soda too."
"I still can't believe people put studs on anything and cut and bleach things, then call themselves designers, but okay...","I still can’t believe folks be puttin’ studs on anything and cuttin’ and bleachin’ stuff, then call theyself designers, but aight…"
"Shaking my head, I know I’m missing so many calls and texts right now. Ugh, why is my phone doing this?","Shakin my head, I know I’m missin hella calls and texts right now. Ugh, why my phone actin up like this?"
"Wow, Adam Driver is so freaking sexy, oh my God, ugh, like he’s my only white guy crush.","Whew, Adam Driver so damn fine, lawd, ugh, like he the only white dude I got a crush on."
"@ShakeThis_ Exactly, where is the 7 Days 7 Nights street team so I can take a picture for Myspace like...","@ShakeThis_ For real, where the 7 Days 7 Nights street team at so I can snap a pic for Myspace like..."
"Honestly, I remember some girl was introducing herself to me and I was trying to dance, lol.","Honestly, I remember some girl was tryna introduce herself to me and I was just tryna dance, lol."
"LOL, Erica, this girl really is crazy. I need her around when I'm about to confront someone.","LOL, Erica, this girl really be wild. I need her wit me when I’m ’bout to check somebody."
"@BonnieStash Girl, I would say something, but it's so much to type. But I know how you feel, I know exactly what you're talking about. Shaking my head.","@BonnieStash Girl, I wanna say somethin, but it’s too much to type. But trust, I feel you, I know exactly what you talkin bout. Smh."
This guy JP’s mother acts like he’s some kind of superstar with the way she keeps throwing all this nonsense at him.,This dude JP mama be actin like he some kinda superstar the way she keep throwin all this mess at him.
"Man, I ate that food too fast—like in 5 minutes, haha. I’m still hungry, what the heck.","Mane, I ate that food way too fast—like in 5 minutes, lol. I’m still hungry, what’s goin’ on."
I hope my friend @LadiieByrd416 is okay. I know it must be pretty difficult for her right now.,Hope my girl @LadiieByrd416 aight. I know it gotta be real hard for her right now.
"I have been spoiled my whole life, so when I don’t get something my way, yes, I get an attitude. It’s not my fault—blame my parents.","I been spoiled my whole life, so when I don’t get my way, yeah, I catch a attitude. That ain’t my fault—blame my folks."
"Remember Nicki Minaj’s “Right By My Side”? Lol, that was every girl’s favorite song that summer.","Remember when Nicki Minaj dropped “Right By My Side”? Lol, that was every girl’s favorite song that summer fr."
"@__CellyCell They had to mess it up. That was really funny though. What’s up, mama?","@__CellyCell They had to go and mess it up. That was mad funny though. What’s good, mama?"
"Man, I don't even think about them. I don't think about underclassmen bums.","Man, I don't even be thinkin' 'bout them. I don't be thinkin' 'bout no underclassmen bums."
I’m bored at home and trying to go somewhere to get out of this house!,"I’m bored at the crib, tryna go somewhere and get up out this house!"
"""Lol, we don't care about you and your boyfriend, Tranae. Damn, shut up!""","Lol, girl, ain’t nobody care ’bout you and yo man, Tranae. Damn, shut up!"
"@32smiles @Krista1Love @Twiitface87 @KDollFabulosity All three of them kind of look alike, especially in the face, eyes, and lips.","@32smiles @Krista1Love @Twiitface87 @KDollFabulosity All three of them kinda look alike, especially in they face, eyes, and lips."
"@Krista1Love Lol, I don't think you have to worry about that right now. Wait until you get older. And white girls have the best breasts—they're always firm and perky.","@Krista1Love Lol, I don’t think you gotta worry ‘bout that right now. Just wait till you get older. And white girls got the best titties—they always stayin’ firm and perky."
"Man, these guys aren't anything, talking about you don't have anything, bragging about things you don't get, trying to date another man's girlfriend. Man, these guys aren't anything.","Man, these dudes ain’t bout nothin, talkin’ ‘bout you ain’t got nothin, braggin’ on stuff you ain’t even got, tryna holla at somebody else’s girl. Man, these dudes ain’t bout nothin."
"People perform shows using other people's beats from SoundClick and don't pay for them—hell, they don't even lease them. Shaking my head.","Folks be doin’ shows on other people’s beats from SoundClick and ain’t payin’ for ’em—shoot, they don’t even lease ’em. Smh."
"""Listening to music for the night, I have a lot on my mind and a pounding headache... HOMETEAM ENT.""","Listenin’ to some music tonight, got a lot on my mind and my head hurtin’ bad... HOMETEAM ENT."
"I smoke and I drink. I’m supposed to stop, but I can’t. Lol","I be smokin and drinkin. I’m s’posed to stop, but I can’t. Lol"
"Jerry, with his nappy hair, kept hanging up on me on Skype. Stinky, dirty fool.","Jerry, wit his nappy hair, kept hangin up on me on Skype. Stank, dirty fool."
"* Shelia is getting her tattoo without me : / !!! And then she’s coming over ^.^  , I’m going to kill her! !","Shelia out here gettin’ her tattoo without me : / !!! Then she gon’ come over ^.^  , I’m finna kill her! !"
The father of my child will be my husband. I’m not interested in living together without being married.,The father of my child gon’ be my husband. I ain’t tryna just shack up without bein’ married.
"* Nichon is promiscuous, lol. Four girlfriends in two weeks. -_____- .","Nichon be wildin’, lol. Four girlfriends in two weeks. -_____- ."
"*laughs* He’s confused and angry, but I don’t care; it’s what I want.","*laughs* He confused and mad, but I don’t care; that’s what I want."
That class has about four or five of those special kinds of girls. O.o,That class got like four or five of them special kinda girls. O.o
"* Marcellus bought Skittles for ME and is going to make me share with him ^_^ , what the heck","Marcellus bought Skittles for ME and now he talkin’ ‘bout I gotta share wit him smh, what kinda mess is that"
"* When a guy I mess with passes gas near me ^_^, I just walk away.","* When a dude I mess with fart by me ^_^, I just walk off."
"As long as I’m not single on Valentine’s Day, I’m good because I want a big teddy bear.","Long as I ain’t single on Valentine’s Day, I’m good cuz I want me a big teddy bear."
"If I told you that a flower bloomed in a dark room, would you believe it?","If I told you a flower bloomed in a dark room, you gon’ believe that?"
"*Mark was like, ""I told you he’s dead."" Who talks like that? ^_^","Mark was like, ""I told you he dead."" Who even talk like that? ^_^"
"I had to beat up my brother last night. He thought he was tough, shaking my head. When will he learn?","Had to whoop my brother last night. He really thought he was tough, smh. When he gon’ learn?"
"I hate when people constantly call me. What the heck, if I didn’t answer the first time, why do you keep calling?!","I hate when folks keep callin’ me. Like, dang, if I ain’t answer the first time, why you steady blowin’ up my phone?!"
"“My aunt made me upset, so I said, ‘Arnitrus Trice, I’m the one paying the bills around here, so dance for a young man.’ Cracking up, I’m such a fool.”","My aunt got me mad, so I was like, “Arnitrus Trice, I’m the one payin’ these bills up in here, so go head and dance for a young man.” I’m weak, I be actin’ up."
I can’t help but call Damarius “Delirious.” I’ve been calling him that for a long time.,I can’t help but call Damarius “Delirious.” I been callin’ him that for a minute.
"#FavoriteChildhoodMovies ... The Little Mermaid, Cinderella, Mulan, Sleeping Beauty, and Anastasia.","#FavoriteChildhoodMovies ... The Little Mermaid, Cinderella, Mulan, Sleeping Beauty, and Anastasia."
"* Dang, it's been three months since I have seen him. I can't wait until he gets back.","Dang, it’s been three months since I seen him. I can’t wait til he get back."
"@__Reeziie Well, if you see me in the hallway, then we can take a picture.","@__Reeziie Well, if you see me in the hallway, we can take a picture."
"""@_LovableLiyah lol, really a chest tattoo? He's a guy, and that wasn't just rubbing because his tattoo was itching. He was touching himself.""","@_LovableLiyah lol, fr a chest tattoo? He a dude, and that wasn’t just rubbin’ cuz his tattoo was itchin’. He was touchin’ hisself."
"*laughing*, he said she looked over here twice—she wants to have sex.","*laughin’*, he said she done looked over here twice—she tryna fuck."
I should have never eaten that hot dog ^.^; it was pork and now I'm not feeling well.,"I shouldn'ta ate that hot dog, fr. It was pork and now I ain't feelin too good."
"@MrGrigsby_ Bro, what's up? You were supposed to have the plans. Lewis said he was trying to meet up tonight before he leaves for North Carolina.","@MrGrigsby_ Bruh, what’s good? You was s’posed to have the plans. Lewis said he tryna link up tonight ‘fore he dip to North Carolina."
"So I tried to get up... I really did, but it's not happening right now... I'm still going to be live at church though.","So I tried to get up... I really did, but it just ain't happenin' right now... I'm still gon' be live at church tho."
@MissPRBeauty_12 What?! When did this move take place? Why wasn’t @RSVP_ATLANTA notified? You still owe us your presence at an event.,@MissPRBeauty_12 What?! When this move happen? Why ain’t @RSVP_ATLANTA get told? You still owe us a pull up at an event.
"Just played ""Blessed Assurance"" with the choir—#smashing. I almost started shouting in the Methodist church, lol.","Just played ""Blessed Assurance"" wit’ the choir—#smashin. I almost caught the spirit an’ shouted up in that Methodist church, lol."
"I'm glad I came to church. I walk in, then I get hyped—2 Chainz (you have to be able to reference these wild rap lyrics). #jesusismyhomeboy","I’m glad I came to church. I walk in, then I get hype—2 Chainz (you gotta be able to catch these wild rap lyrics). #jesusismyhomeboy"
"Uh oh, time to sing this welcome song. Shout out to all the churches still playing ""Blessed.""","Uh oh, time to sing this welcome song. Shoutout to all the churches still playin’ ""Blessed."""
"I'm going to get something to eat, then contact my friend Stunt so we can watch this game.","I'm finna grab somethin’ to eat, then hit up my boy Stunt so we can watch this game."
God damn... there’s a bird in the house and we’re about to shoot it down.,Goddamn... it’s a bird up in the house and we ’bout to shoot it down.
!! @MeekMill: The Sixers dropped Maalik Wayns... Our teams always make the most foolish decisions! What the heck,!! @MeekMill: The Sixers done dropped Maalik Wayns... Our teams always be makin’ the most foolish decisions! What the hell
"I feel the love. @RespectRedix3: I’m done doing things for people, unless you’re my mom, niece, or Zoe.","I feelin’ the love. @RespectRedix3: I’m done doin’ stuff for folks, ‘less you my mama, my niece, or Zoe."
"""Listening to Gunplay has me feeling like I’m about to rob my sister, haha… I can’t stop laughing… you’re wild, bro, lol.""","Listening to Gunplay got me feelin like I’m ’bout to rob my own sister, lmao… I can’t stop laughin… you wild as hell, bro, lol."
"I have the Alabama and Notre Dame game recorded, so when I get home from work I can watch it from beginning to end.","I got the Alabama and Notre Dame game recorded, so when I get home from work I can watch it all the way through."
@kendricklamar I laugh so hard every time at the end of Sherane a.k.a. Master Splinter’s Daughter... Are you from Chicago?,@kendricklamar I be crackin up every time at the end of Sherane a.k.a. Master Splinter’s Daughter... You from Chicago?
Nicoo is really the best older cousin; he actually talks to us like a parent.,Nicoo really the best older cousin; he be talkin’ to us like he our parent fr.
About to leave town for a little while... I need to get my thoughts together.,Boutta dip outta town for a lil bit... Gotta get my mind right.
"Yes, I’m upset about that too!","Yeah, I’m mad about that too!"
"You never know when you'll need someone, so always treat people how you want to be treated!","You never know when you gon’ need somebody, so always treat folks how you wanna be treated!"
Mr. P's Coney D's is less than a month away from opening in Birmingham! I have that authentic Detroit-style Coney Island coming very soon!,Mr. P’s Coney D’s gon’ be open in Birmingham in less than a month! That real Detroit-style Coney Island comin’ real soon!
"@ripmas3 What's your friend's number, bro? I have to come to one of the games, bro!","@ripmas3 What yo friend number, bro? I gotta pull up to one of the games, bro!"
"Women better get their attitudes together tomorrow because I have no problem slapping someone like I did today, what the fuck. -__-","Women betta get they attitude together tomorrow cuz I ain’t got no problem slappin somebody like I did today, what the fuck. -__-"
"@jhorjhor01 lol I’m hip. I told her, “Man, why does your niece keep pretending with the kid? I’ve been chasing her for about 10 years.” lol","@jhorjhor01 lol I’m hip. I told her, “Mane, why her niece keep actin’ fake wit’ the lil’ one? I been chasin’ her for like 10 years.” lol"
"I dislike messing around with single women; I want to be involved with a woman who’s already taken. Oh yeah, I’ve broken up happy homes.","I don’t mess with single women; I want somebody who already got a man. Yeah, I done broke up happy homes before."
"To be Nuwaubian, I wouldn’t change it for anything. Do you know how many attractive women have performed oral sex on me?","To be Nuwaubian, I wouldn’t trade it for nothin’. You know how many fine women done gave me head?"
"@_RedLipsss I would have said good morning, but I don’t have your number. Do you get the hint? Lol","@_RedLipsss I woulda said good mornin, but I ain’t got yo number. You catchin the hint? Lol"
"People say my girlfriend is promiscuous, but nobody is perfect—everyone has slept with someone. She had a life before she met me. People are just hating for no reason.","People be sayin’ my girl out here wildin’, but ain’t nobody perfect—everybody done been wit’ somebody. She had a life ‘fore she met me. Folks just hatin’ for no reason."
"I am extremely high from this lean, honestly, I would seriously smoke one of my friends.","Mane, I’m high as hell off this lean, fr, I might really smoke one of my homies."
I had one pair of fake shoes in my life—some all-white low-top Air Forces. They were really nice.,I only ever had one pair of fake shoes in my life—some all-white low-top Air Forces. They was real nice.
You have people around you who will try their best to bring you down; keep those untrustworthy individuals out of your circle.,You got folks around you who gon’ try they best to bring you down; keep them shady people out your circle.
"Having a girlfriend 600 miles away in college and only seeing her during breaks is not cool, but I care for her so much that it’s going to work. I won’t cheat.","Havin’ a girl 600 miles away at school and only seein’ her on breaks ain’t cool, but I care ’bout her so much it’s gon’ work. I ain’t gon’ cheat."
"My little brother has been locked up for three years, and he still has women fighting and arguing over him. You foolish women won’t see my brother for another eight years, shaking my head.","My lil bro been locked up for three years, and he still got women fightin’ and arguin’ over him. Y’all silly women ain’t gon’ see my brother for another eight years, smh."
"If I ever perform oral sex on a woman and she doesn’t return the favor, that’s the kind of thing that could get you killed.","If I ever go down on a woman and she don’t return the favor, that’s the kinda thing that’ll get you killed."
"Forget all of you, I’m by myself on Jesse—just me and my girlfriend.","Forget all y’all, I’m ridin’ solo on Jesse—just me and my girl."
"If I get locked up, as long as my girlfriend supports me, I’ll be fine because when I get out, we’ll do whatever it takes to succeed.","If I get locked up, long as my girl hold me down, I’ma be straight ’cause when I get out, we gon’ do whatever it take to make it."
"Hey, I used to tweet at her every day for four weeks straight; she never noticed it, lol.","Aye, I was tweetin’ at her every day for like four weeks straight; she ain’t never notice, lol."
I'm on that good lean and alcohol; I have some loyal women that I can call.,I’m on that good lean and drank; got some real ones I can call up.
I finally got the girl I’ve been pursuing for a long time. All I hope is that she’s honest with me. I pray to the Lord that it works out.,I finally got the girl I been tryna get for a minute. All I want is for her to keep it real with me. I’m just prayin’ to God this work out.
Sometimes I really wonder if she actually likes me or if she’s just playing with my head.,Sometimes I really be wonderin’ if she actually like me or if she just playin’ wit’ my head.
Women need to stop getting pregnant by worthless men and then wanting to speak badly about them. You should have thought about that before you let him have unprotected sex with you.,Women needa stop gettin pregnant by ain’t-shit dudes then wanna talk down on ’em. You shoulda thought ’bout that before you let him hit raw.
"Damn, this wind is no joke... I had to go get the .38 because I thought someone was trying to break in.","Damn, this wind ain’t playin’... I had to go grab the .38 ’cause I thought somebody was tryna break in."
"Trying to stay awake this year. In other words, I'm trying not to get too messed up too early.","Tryna stay woke this year. Basically, I ain’t tryna get too messed up too early."
"But I know I’m not going to go to sleep yet until midnight. Because last year, I missed it.","But I already know I ain’t gon’ go to sleep yet ’til midnight. Cuz last year, I missed it."
"I don't know why, but I really don't care about the new year. I'm not excited about it this year. However, I am thankful to see another year.","Ion even know why, but I really don’t care ’bout the new year. I ain’t excited for it this year. But I am thankful to see another year."
Lmao... We ate well with our America Deli. Nobody slapped any food out of my baby daddy’s hand—I had the food in my hand!,Lmao... We ate good wit our America Deli. Ain’t nobody slap no food out my baby daddy hand—I had the food in my hand!
This is a new year and that guy is still up to the same stuff! Show some love to my friend. #Blat,It’s a new year and that dude still on the same stuff! Y’all show my friend some love. #Blat
"I swear, if I tolerated people's nonsense, I would have more friends... you get my point, lol.","I swear, if I put up wit folks’ mess, I’d have way more friends... you feel me, lol."
"Just came from @Lick_My_Pearlsx’s house. She was happy to see me, as always! She’s my bae though.","Just left @Lick_My_Pearlsx’s crib. She was real happy to see me, like always! That’s my bae fr."
"""@iAm_WEED: @_DaaamnHO, you don't even know me, so stop talking disrespectfully, man. Seriously.""","@iAm_WEED: @_DaaamnHO, you don’t even know me, so quit talkin’ reckless, bruh. For real."
"""@FaDaLOVEOfMONEA: Class tomorrow from 8am to 1pm! Then from 5:30 to 8:30. #fml Tyra said the afternoon sessions got cancelled.""",@FaDaLOVEOfMONEA: Got class tomorrow 8 to 1! Then 5:30 to 8:30. #fml Tyra said the afternoon sessions got cancelled.
@ImaExposeA_HO: I support our boys' basketball team... but Marion is going to give you all a tough challenge though!,@ImaExposeA_HO: I rock wit our boys’ basketball team... but Marion gon’ give y’all a real tough challenge tho!
@Dre4Stacks @trustory_ @asia_ariel @inclined2design @common_sens3 They really should be done by now! It’s already been 3 years! Lol,@Dre4Stacks @trustory_ @asia_ariel @inclined2design @common_sens3 They really shoulda been done by now! It’s been 3 years already! Lol
"""@BossSwagg_Chevy Yeah, glad you're doing okay too. Do you want to text me and catch up?""","@BossSwagg_Chevy Yeah, glad you doin’ good too. You wanna hit me up and catch up?"
"When I saw my baby face to face when we first met, I liked her. Then, when she sang to me in front of her friends, #LoveAtFirstSight","When I seen my baby face to face when we first met, I liked her. Then, when she sang to me in front of her friends, #LoveAtFirstSight"
My partner was officially drunk and I had to walk home at this time of night. #MadAsHell I love my spouse even though she’s an alcoholic. #LoveAndWar,My partner was straight up drunk and I had to walk home this late at night. #MadAsHell I love my wife even though she be drinkin’ too much. #LoveAndWar
"@_princessmjd lol I meant boyfriend, but honestly, some of these girls might treat you better than some of these boys.","@_princessmjd lol I meant boyfriend, but fr, some of these girls might treat you better than some of these dudes."
"@_No_Intro lol, my bad. I always post things on Twitter and then get off for a long period of time. Next time, text me—it’ll be quicker ;-)","@_No_Intro lol, my bad. I be postin stuff on here then disappearin for a minute. Next time, just hit my phone—it’s faster ;-)"
"@DaDawnnDawnn lol no, not really, you just have to look like you can do hair, that's all. You're smoother with the pencil though lol.","@DaDawnnDawnn lol nah, not really, you just gotta look like you know how to do hair, that’s it. But you slicker wit the pencil tho lol."
"This rain is really intense. I’m sitting in my car for a minute, lol. Forget class.","This rain hittin’ hard fr. I’m just sittin’ in my car for a min, lol. Forget class."
"I just tweeted the same thing Drake tweeted, and he got 120 retweets and 20 favorites. I didn’t get anything, lol.","I just tweeted the same thing Drake tweeted, and he got 120 retweets and 20 favorites. I ain’t get nothin, lol."
How in the world is Nicki Minaj a judge when she has never sung a single song in her life without autotune?,How Nicki Minaj gon’ be a judge when she ain’t never sang a song in her life without autotune?
