sae_text,aae_text
"Shaking my head, you all need to stop. What a very rude way to approach someone. Shaking my head, what is it with these women who are attracted to their own gender?","Shakin my head, y’all really need to stop. That’s a real rude way to come at somebody. Smh, what’s up wit these women who be into other women?"
"I'm not even in a mood, but I manage to smile because no one has made me mad.","I ain’t even in no mood, but I still be smilin’ ’cause ain’t nobody got me mad."
"Saw @iRock_NoStar, @iiFear_NOT, and @_DopeyyDiva some ridiculous texts. I was bored at 4 this morning.","Sent @iRock_NoStar, @iiFear_NOT, and @_DopeyyDiva some wild texts. I was bored at 4 this mornin."
"If you can beat me while rocking, you can have my chair, because there aren’t too many men who can do what I do out there.","If you can beat me while I’m rockin’, you can have my chair, ’cause it ain’t too many dudes out here who can do what I do."
"No one should die the way these people are dying. Falling down steps? I fell down those concrete steps at JSU, and I'm alive!","Ain’t nobody s’posed to be dyin’ like this. Fallin’ down steps? I done fell down them concrete steps at JSU, and I’m still here!"
The day I run from anybody walking the same ground and breathing the same air as me is the day I will take off my hat and salute them!,"The day I run from somebody walkin’ the same ground and breathin’ the same air as me, that’s the day I’ma take my hat off and salute ‘em!"
"I was telling Dee about this stuff and I was told not to talk about it anymore, but she said I can trust her.","I was tellin’ Dee ’bout this stuff and they told me not to talk ’bout it no more, but she said I can trust her."
"#HonestHour --> I don't have anything against anybody. Why people don't like me, I don't know. Honestly, I don't care!","#HonestHour --> I ain't got nothin' against nobody. Why folks don't like me, I don't even know. For real, I don't care!"
I’m not going to see Texas Chainsaw Massacre tomorrow. I’m going the week after next. That movie better still be playing!,I ain’t goin’ to see Texas Chainsaw Massacre tomorrow. I’m goin’ the week after next. That movie betta still be playin’!
My best friend is coming over to my house tomorrow to get that funky project out of the way.,My best friend comin’ over to my house tomorrow so we can knock that funky project out the way.
Don’t like me? Fine. I don’t wake up to impress you. I don’t owe you all anything!,Don’t like me? Bet. I don’t wake up tryna impress y’all. I don’t owe none of y’all nothing!
"I'm going to hit it from the front, back, side to side. Girl, I love the way you do it. #JAMMIN","I’ma hit it from the front, back, side to side. Girl, I love how you doin’ it. #JAMMIN"
"""@JonteikaB. No, it wasn’t, but if you’re looking at me, then sure, it could be.""","@JonteikaB. Nah, it wasn’t, but if you lookin’ at me, then yeah, it could be."
"Neshia is so shy! Lord, I’m just like her. I wouldn’t even say hey to a squirrel—I’m just that shy!","Neshia so shy! Lawd, I’m just like her. I wouldn’t even say hey to a squirrel—I’m just that shy!"
"My big sister, BurntCookiee, told me to take my butt to sleep, so bye, you all :(","My big sis BurntCookiee told me to take my butt to sleep, so bye y’all :("
"""Forget all those kisses; they didn't mean anything. And forget you, you cheat—I don't want you back.""","Forget all them kisses; they ain't mean nothin. And forget you, you a cheater—I don't want you back."
"Had me walking for three days in the cold and rain, but I got their ass though. >>>>","Had me out here walkin’ three days in the cold and rain, but I got they ass tho. >>>>"
"You’re not going to get that answer any time soon... I’m missing in your life, man...","You ain’t gettin’ that answer no time soon... I’m missin’ in your life, man..."
"I was about to go to sleep, but I started talking to Q about some things. Now I’m up thinking and I’m bored, talking to Halle though—my #love.","I was finna go to sleep, but I started talkin’ to Q ‘bout some things. Now I’m up thinkin’ and I’m bored, talkin’ to Halle tho—my #love."
I’m channeling my inner Jay Cutler when I say I don’t care; Miami was extremely fun.,I’m channelin’ my inner Jay Cutler when I say I don’t even care; Miami was mad fun.
Stale ass weave these girls be having... Flip that shit and it doesn't move anywhere... Need some oil sheen or something...,Stale ass weave these girls be rockin’... Flip that shit and it ain’t goin’ nowhere... Need some oil sheen or somethin’...
"If it walks like a duck and talks like a duck, then it’s a duck!","If it walk like a duck and talk like a duck, then it’s a duck!"
"The next person to hit my stuff is going to get shot, whether it's my fault or not.","The next person touch my stuff gettin' shot, I don't care if it's my fault or not."
"I would never jump anyone. That makes me feel like I can't handle my own business. Plus, that's just not cool. For real.","I ain't never gon' jump nobody. That make me feel like I can't handle my own business. Plus, that just ain't cool. For real."
"Shaggy had me over here worried. He’s always laughing, so to see him snapping was like, wow.","Shaggy had me over here stressed. He always be laughin’, so seein’ him snap was like, damn."
I’m finally about to go back to school. I have to stay on top of my responsibilities though.,I’m finally ’bout to go back to school. Gotta stay on top of my responsibilities though.
"Good morning. School has come back too soon, but I have to get with the program.","Mornin’. School done came back too quick, but I gotta get wit it."
"I'm not in a good mood this morning. I might as well just freaking quit school, man.","I ain’t in no good mood this mornin’. Might as well just say forget school, man."
"@SouljaBoy @Bestie567 ... Go so hard to give shine to more than just the USA. Ha, what? Yes, the whole world...","@SouljaBoy @Bestie567 ... Be goin’ all out to put shine on more than just the USA. Ha, what? Yeah, the whole world..."
"He was hot-headed before he got his bullets. He was saying he was about to go rob someone, lol.","He was real hot-headed before he got his bullets. He was talkin’ ‘bout he ’bout to go rob somebody, lol."
"@naturalbeauti93 Oh. Where are you in school? I forgot. I'm ready to be in a hospital, man.","@naturalbeauti93 Oh. Where you in school at again? I forgot. I’m so ready to be up in a hospital, fr."
"I miss her when she’s gone, but when she gets here, she’s the devil.","I miss her when she gone, but soon as she get here, she the devil."
"""@KoKane_Kowgirl Damn, did they really have to choose the babies to kill though? Then this idiot shot himself and his mom. What did he think he was going to get out of this?""","""@KoKane_Kowgirl Damn, they really had to go after the babies tho? Then this fool went and shot himself and his mama. What he thought he was gon’ get outta this?"""
"Shout out to @jeriadannette_—no matter who we spent time with, we never stopped talking to each other. We used to have so much fun in class. I miss her!","Big shoutout to @jeriadannette_—no matter who we was chillin’ with, we always kept talkin’ to each other. We used to have hella fun in class. I miss her!"
I don't know if the daycare is open or not; I would just rather keep Noonie at home with me.,Ion even know if the daycare open or not; I’d just rather keep Noonie at home wit me.
"If anyone knows me, they know I like to make people laugh! I enjoy seeing people happy!","If you know me, you know I love makin’ folks laugh! I just like seein’ people happy!"
"No matter how old you are or how much you mature, you will always have that ONE person you really want to beat up!","No matter how old you get or how grown you is, you always gon’ have that ONE person you really wanna beat up!"
"@kelceygrammer I’m not going to any damn Disney World, I refuse lol! You know I’ll just stay in the condo and sleep, being my boring self.","@kelceygrammer I ain’t goin’ to no damn Disney World, I’m not bout to do it lol! You already know I’ma just stay up in the condo and sleep, bein’ my boring self."
"@_PrettySeductiv I was just about to call you, then I thought, nah, she’s probably at work.","@_PrettySeductiv I was just boutta call you, then I was like, nah, she prolly at work."
"I tweet songs that play on my Pandora, but someone always gets offended. I don’t even mess with you. Get out of here with your insecure self!","I be tweetin’ songs that play on my Pandora, but somebody always gettin’ mad. I don’t even mess wit you. Get on somewhere wit yo insecure self!"
"Why am I still awake...thinking about my past and how I wish it was better. But I'm still getting through it. Thanks a lot, you pushed me away....","Why I’m still up… thinkin’ bout my past and how I wish it was better. But I’m still makin’ it through. Thanks a lot, you really pushed me away…"
"Women out here are acting wild. Some people do the most, but I will definitely put them in their place. Now, what do you have?","Women out here actin’ wild. Some folks be doin’ the most, but best believe I’ma put ’em in they place. So, what you got?"
I have never been someone who falls for love easily; I feel like I treated these men the way they usually treat women.,I ain’t never been the type to fall in love easy; feel like I did these dudes how they usually do women.
Women want to get mad at the next woman because they don’t have their man under control. Everyone is sharing everyone.,Women be gettin’ mad at the next woman ‘cause they can’t keep they man in check. Everybody out here sharin’ everybody.
@Prettii_Dior @_RetiredMacccc because she’s bipolar and we were never friends—she was literally my girl.,@Prettii_Dior @_RetiredMacccc cuz she bipolar and we was never friends—she was literally my girl.
"The best curve on a girl is her smile (: Haha, just kidding—look at that ass.","The best curve on a girl be her smile (: Lol, I’m just playin—look at that ass."
"""@DessyShannell: @get_money_hoe33: @DessyShannell where are the girls at? Haha, I don’t have any, lol. Stop lying and introduce me to someone for real.""","""@DessyShannell: @get_money_hoe33: @DessyShannell where the girls at? Haha, I ain’t got none, lol. Quit lyin’ and put me on wit somebody fr."""
"If you fake, cowardly guys don’t like me, you’ll realize that I’m the realest person you ever hated on!","If you fake, scary dudes don’t like me, you gon’ see I’m the realest one you ever hated on!"
"This girl said I was an 8.9, the other said I was a 9—girl, I’m a 10.","This girl said I’m a 8.9, the other one said I’m a 9—girl, I’m a whole 10."
"To be honest, he spelled your name wrong, lol. Dumb ass hoes! And his bio says ""my wifey"" with a different name, lol.","To be real, he spelled yo name wrong, lol. Dumb ass hoes! And his bio say ""my wifey"" wit a whole different name, lol."
"Everyone falls in love in high school and says they’re going to get married, but at the end of high school you find out who’s actually going to be a wife!","Everybody be fallin’ in love in high school talkin’ ‘bout they gon’ get married, but by the end you really see who wife material fr!"
"""@ROBCITY111AV: @yung_balla_baby to Yanni lol just kidding, Rosedale is funny. Man, we really slept with all the same women though, bro.""","@ROBCITY111AV: @yung_balla_baby to Yanni lol I’m just playin, Rosedale be wild. Bruh, we really done messed with all the same girls fr."
"""@ROBCITY111AV: @yung_balla_baby I swear on everything! You'll see when I come talk to you, kopi kopi lol""","""@ROBCITY111AV: @yung_balla_baby On everything, fr! You gon see when I pull up an’ talk to you, kopi kopi lol"""
"""@penth0use_P: @yung_balla_baby man, you had people crying, God. That girl was pretending like she was tough. LOL.""","@penth0use_P: @yung_balla_baby bruh, you had folks out here cryin, lawd. That girl was actin like she was hard. LOL."
"Control your woman, you let her talk to you crazy. You have baby mama drama and you don’t even have a baby!","Man, get yo girl, you lettin’ her talk to you wild. You got baby mama drama and ain’t even got no baby!"
"""@BossyTrina: @yung_balla_baby lol I don't need to grow! You really don't though, you're very healthy lol""","""@BossyTrina: @yung_balla_baby lol I ain't gotta grow! For real, you really don't tho, you hella healthy lol"""
"""@audiblenostic: @BeckyBlaze2Many @yung_balla_baby HAHAHA Becky, do you have my back, friend? LOL no, she doesn’t, but you have the front… of my pants.""","@audiblenostic: @BeckyBlaze2Many @yung_balla_baby LMAO Becky, you got my back, fam? LOL nah, she don’t, but you got the front… of my pants."
"""@ROBCITY111AV: Shaking my head, there goes my name again. I might as well change my name to Rico or Gerald, shaking my head. I'm Rico, man. Laughing my ass off.""","@ROBCITY111AV: Smh, there go my name again. Might as well change my name to Rico or Gerald, smh. I’m Rico, man. Lmao."
"""@ROBCITY111AV: This guy took my name, shaking my head. How am I not Rico though? I went through all that pain, man. Lol.""","@ROBCITY111AV: Bruh really took my name, smh. How I ain’t Rico tho? I done been through all that pain, man. Lol."
"""@ROBCITY111AV: #tbt gone but never forgotten. Haha, check your man out though, @yung_balla_baby. Who is that, bro?""","@ROBCITY111AV: #tbt gone but ain’t never forgotten. Haha, look at ya man though, @yung_balla_baby. Who dat is, bruh?"
"You know you’re broke when you scrape up change to get yourself something to eat, lol.","You know you broke when you gotta scrape up change just to get somethin’ to eat, lol."
"She’s so desperate, all over Facebook looking for love. Girl, you’re messy and nasty—no one wants that negative stuff.","She so thirsty, all up on Facebook lookin’ for love. Girl, you messy and triflin’—ain’t nobody want all that negative energy."
"What goes on in people's heads when they lie to their girl, saying ""I love you"" and stuff, but they're lying at another woman's house saying ""I love you"" too? Forget you.","What be goin’ on in folks’ heads when they out here lyin’ to they girl, sayin’ “I love you” and all that, but then they at some other woman’s crib sayin’ “I love you” too? Man, forget you."
"Forget people who think they can run over the people that care about them... you’re taking advantage of ME... not anymore, though. #fallbackhoe",Forget folks who think they can just run over the ones who care ‘bout ‘em... you takin’ advantage of ME... but not no more. #fallbackhoe
"I’m up burning the midnight oil! Late Tuesday evening, UPS delivered some of my textbooks for class. God, thank you for your bountiful blessings!","I’m up burnin’ that midnight oil! Late Tuesday evenin’, UPS dropped off some my textbooks for class. Lord, thank you for all these blessin’s!"
"I am working on my classwork, and my Systematic book is scheduled for delivery in the morning. I will complete my tasks with God's guidance.","I’m workin’ on my classwork, and my Systematic book s’posed to come in the mornin’. I’ma get my stuff done wit God’s help."
"She’s sticking by my side—if I go on the run, she’s hiding with me. If the police catch us, she’s lying for me.","She stayin’ by my side—if I gotta dip, she hidin’ wit me. If the cops catch us, she gon’ lie for me."
"""@Liver_thN_u: @SteveHarveyJr LOL! You are so stupid! That’s you! I haven’t done anything. That’s you waking up talking nasty.""",@Liver_thN_u: @SteveHarveyJr LOL! You so stupid! That’s all you! I ain’t did nothin. That’s you wakin up talkin nasty.
"""@I_Aint_Friendly: @So_Ambitious18 @steveharveyjr @steveharveyjr ... Alright then. Are you going to eat those vegetables this time, huh? Lol. I’m going to be getting money.""","""@I_Aint_Friendly: @So_Ambitious18 @steveharveyjr @steveharveyjr ... Aight then. You gon eat them veggies this time, huh? Lol. I’ma be gettin this money."""
I wonder where my boyfriend is; I haven't talked to him since New Year's. I'm such a bad girlfriend. @Da_King822,I wonder where my boyfriend at; ain’t talked to him since New Year’s. I’m such a bad girlfriend. @Da_King822
"@IAM_UR_FANTASY: @jpearson949 @Carmel_apple11 This isn’t Toya, this is Mookie, and you don’t want that ass tapped again, Shameka, so stay the fuck out of my way.","@IAM_UR_FANTASY: @jpearson949 @Carmel_apple11 This ain’t Toya, this Mookie, and you don’t want yo ass tapped again, Shameka, so stay the fuck out my way."
"""@xPrettyMovement why are you so infuriated? (I learned that word about two days ago) definition—angry,""","@xPrettyMovement why you so mad tho? (I just learned that word a couple days ago) mean—angry,"
It's about time to put in that work on the field and off the field—time to get noticed.,It’s ’bout time to put in that work on and off the field—time to get noticed.
"That’s how you can really tell Dwight Howard means something to the Lakers. I didn’t see it before, but I do now.","That’s how you know Dwight Howard really matter to the Lakers. I ain’t see it before, but I see it now."
"So, Miata and I are going to get gym memberships. We’ll see how long this lasts, since we’re both lazy.","So, me and Miata ’bout to get us some gym memberships. We gon’ see how long this last, ’cause we both lazy."
"My child's father is so irritating, lol. He does the most. I just miss him—I don't want him, just bring him to visit!","My baby daddy so damn irriatin’, lol. He always doin’ the most. I just miss him—I don’t want him, just bring him by to visit!"
"I'm not very good at expressing myself, but if you make me extremely angry, I'm going to go all out on you!","I don’t really be knowin’ how to say what I feel, but if you get me mad for real, I’ma go off on you!"
I want to cry! My memory card is gone and everything is lost. All my music is all I really care about.,I wanna cry! My memory card gone and everything lost. All my music all I really care about.
I just ripped my favorite boxers when I bent down. I’ll be fixing them—I guess my butt got bigger.,I just tore my favorite boxers when I bent down. Guess I’ma have to fix ’em—my booty musta got bigger.
I thank God for not blessing me with a sister because guys tend to overreact; you all would get tired of hearing my name on the police scanner.,"I thank God He ain’t bless me with no sister, ‘cause dudes be doin’ the most; y’all would be tired of hearin’ my name on the police scanner."
@1brwneyedbeauty Sprint needs to get with it then. Did you get the message about the banquet?,@1brwneyedbeauty Sprint needa get it together then. You get the message 'bout the banquet?
"I still support #LanceArmstrong. He didn’t use performance enhancers to beat cancer, so he’s still an inspiration. #LiveStrong","I still got love for #LanceArmstrong. He ain’t use nothin’ to beat cancer, so he still an inspiration. #LiveStrong"
"He called to check on me and the girls and told me he bought me something just because he thought of me, that I’m a good woman, and I deserved it :-)","He hit me up to check on me and the girls, said he got me somethin’ just ’cause I was on his mind, told me I’m a good woman and I deserve it :-)"
"My NEW attitude is so much better—I have to keep it! I’ve taken care of boys in the past, but now it’s time for someone to spoil me. On another note, we’re just friends. :-)","My NEW attitude way better—I gotta keep it! I done took care of dudes before, but now it’s time for somebody to spoil me. And another thing, we just friends. :-)"
-BS! I’m not accepting any ring or any bullshit-ass proposal if the man doesn’t have his shit together!,-BS! I ain’t takin’ no ring or no bullshit-ass proposal if dude ain’t got his shit together!
"@ImSo_WitDa_Shyt You’re always trying to leave! Girl, you make me sick. I need to have a talk with you though. Real talk, friend!","@ImSo_WitDa_Shyt You always tryna dip! Girl, you get on my nerves. But fr, I gotta holla at you. Real talk, sis!"
"Well, today a lot of people are going to be pissed! Because ""no"" is my favorite word. Hell, I have shit to do too!","Whew, a lotta folks gon’ be mad today! ’Cause “nah” my favorite word. Shoot, I got stuff to do too!"
"Grandma said this music was relaxing, there’s no need to dance suggestively all the time... lol","Grandma said this music chill, ain’t no need to be dancin’ all wild all the time... lol"
"I wish people would stop adding the letter S to words that are already plural (men, women, children, and people).","I wish folks would stop puttin’ a S on words that’s already plural (men, women, children, and people)."
"@sonomadrem12 they are great. I went to Dales this weekend, had one, and got hooked.","@sonomadrem12 they real good. I went to Dales this weekend, had one, and got hooked."
"I'm not saying I have everything, but I do have a good head on my shoulders that will help me gain everything in life!","I ain’t sayin I got everything, but I do got a good head on my shoulders that’s gon’ help me get everything I want in life!"
@JuiceLaflare and you didn’t tell me… I’m going to be on that side Friday. I’ll need to see you.,@JuiceLaflare and you ain’t even tell me… I’ma be over there Friday. I gotta see you.
"I'll tell you about those Sharon Black Bottom crackheads... well, that one crackhead.","Lemme tell you ’bout them Sharon Black Bottom crackheads... well, that one crackhead."
"I was waiting for my turn, but forget it. I’m not about to argue with you... I’ll just knock you out.","I was waitin’ on my turn, but forget it. I ain’t ’bout to argue wit you… I’ll just knock you out."
"@Ace_EnCrYpTiOn Yes, a nanny with an age requirement... You sound like the lady at Waffle House, lol.","@Ace_EnCrYpTiOn Yeah, a nanny gotta be a certain age... You sound just like that lady at Waffle House, lol."
"@Ace_EnCrYpTiOn lol, we need to contact Leon... because when I'm having a bad day, that would really lift my spirits.","@Ace_EnCrYpTiOn lol, we gotta hit up Leon... cuz when I’m havin a rough day, that’d really lift my spirits."
So you got your hair done yesterday and it’s in this frizzy pony-poof like usual...sad story.,So you got your hair did yesterday and it’s in this frizzy pony-poof like always...sad story.
Blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah!,Blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah!
"This is complete nonsense once again. Don’t worry about Chelsey Bennett—I mean, nobody cares about you all.","This some straight up nonsense again. Don’t even worry ‘bout Chelsey Bennett—like, ain’t nobody thinkin’ ‘bout y’all."
"Haha, I think my friends only like hanging out with me so they can make me twerk, because every time a twerking song comes on they’re like, “Do that, Shawny!”","Lol, I swear my friends only wanna chill wit me so they can make me twerk, ’cause every time a twerkin’ song come on they be like, “Do that, Shawny!”"
"""Bro, I have a really big lump in my throat. Is that my Adam’s apple?""","Bro, I got this big ol’ lump in my throat. That’s my Adam’s apple or what?"
Is anyone going to come with me to see Texas Chainsaw Massacre?,Anybody tryna come wit me to see Texas Chainsaw Massacre?
"""@_BtchPleaseeee: I hope there isn't any fighting at Zay's house. LOL, too late, man.""","""@_BtchPleaseeee: I hope ain’t nobody fightin’ at Zay house. LOL, too late, bruh."""
"Despite the nonsense last night, I had fun with my sisters @Pretty_Grl_shit, @OooYuLIKEdatHuh, @YaeeNicolee, with our ""$2 hoeing asses"" (according to Jennings police).","Even wit all that mess last night, I still had a good time wit my sisters @Pretty_Grl_shit, @OooYuLIKEdatHuh, @YaeeNicolee, wit our ""$2 hoein’ asses"" (that’s what Jennings police said)."
"@Money_OverBS Damn, you’re absolutely right. When I was in those handcuffs, I was sweet talking him—I wasn’t trying to get arrested.","@Money_OverBS Damn, you right fr. When I was in them cuffs, I was tryna talk my way out—I wasn’t tryna get locked up."
"Because to be honest, I’ve been having one of those moments... But I keep my composure.","Cuz to be real, I been goin’ through one of them moments... But I still keep it together."
"Sitting here telling myself I'm definitely NOT going back to the hospital, but I might end up going tonight.","Sittin here tellin myself I ain’t goin back to the hospital, but I might end up goin tonight."
I really need to catch up with @cha_bizzle. We went from talking every second to not even knowing each other’s number. I don’t like this breakup!,I really gotta catch up wit @cha_bizzle. We went from talkin all the time to not even knowin each other’s number. I ain’t feelin this breakup!
"But anyway, enough of that romantic stuff. As of now, I'm still single, lol.","But anyway, enough wit all that romantic stuff. Still single tho, lol."
"Foolish women will always get played. If you are a foolish woman, don't retweet my posts.","Foolish women always gon’ get played. If you one, don’t be retweetin’ my posts."
"If you have been selling drugs for years and have nothing to show for it, you should just give up or turn yourself in, lol.","If you been sellin’ drugs for years and still ain’t got nothin’ to show for it, you might as well quit or turn yourself in, lol."
"COME ON, LET'S GO FOR A RIDE. COME SMOKE WITH ME. WE CAN LISTEN TO JODECI. I'LL DRIVE, YOU ROLL THE WEED, AND WHEN WE FINISH SMOKING, YOU'LL BE ALL OVER ME.","AYE, COME ON, LET’S RIDE OUT. COME SMOKE WIT ME. WE CAN BUMP SOME JODECI. I’LL DRIVE, YOU ROLL UP, AND WHEN WE DONE SMOKIN, YOU GON’ BE ALL ON ME."
"@_Deniquee lol ohhh cracking up, me too, I am still in this fucking hellhole. Are you free?","@_Deniquee lmao ohhh I’m weak, me too, I’m still stuck in this damn hellhole. You free?"
"Damn, man... I swear it’s always something. Feels like I can’t win for losing.","Damn, man... I swear it’s always somethin’. Feel like I can’t ever win for losin’."
I have to go fill out an application for Rent-A-Center. I hope they show me some kindness.,I gotta go fill out a application for Rent-A-Center. Hope they show me some kindness.
"""No stress, waking up each day feeling blessed to breathe again; other people's opinions are irrelevant.""","Ain’t no stress, wakin’ up every day feelin’ blessed just to be breathin’ again; what other folks think don’t matter."
"No, I actually woke up because Kay left the heat on! What the heck! I couldn't breathe.","Naw, I actually woke up cuz Kay left the heat on! Man, what the hell! I couldn’t even breathe."
"Then she was about to call the police and say he had her car for too long. Oh, and trust me, she would have.","Then she was finna call the police talkin’ ‘bout he had her car too long. Oh, and trust, she woulda did it."
I am going to work in the salon and continue my CNA until I continue my education in nursing.,I'm finna work at the salon and keep doin' my CNA till I go back to school for nursing.
"#Aries women love to spoil their men; however, if they are not spoiled in return, be prepared to meet the nag you never thought existed.","#Aries women love spoilin’ they man, but if you ain’t spoilin’ her back, get ready to meet a nag you ain’t even know was there."
Women get upset that they didn’t get a good morning text… but did you even brush your teeth this morning?,Women be mad they ain’t get no good morning text… but did you even brush yo teeth this morning?
Two birds flew into the house this week. Please keep my family and me in your prayers.,Two birds done flew in the house this week. Y’all keep me and my family in y’all prayers.
I can’t wait to one day open up #clubMERCADiES. My place is going to be the best yet—a strip club with a daycare.,I can’t wait til I open up #clubMERCADiES one day. My spot gon be the best yet—a strip club wit a daycare.
"Wake up to get my money. Taught by the best, I’m going to work hard for this. It’s a process, but my name is Hustle.","Wake up, gotta get my money. Learned from the best, I’ma go hard for this. It’s a process, but my name Hustle."
"One of my followers saw my body and all he could say was, ""Damn, how did you get all that?""","One of my followers saw my body and all he said was, ""Damn, how you get all that?"""
"That stuff just messed with my head. You know my feet are really small, and you put your things in my shoe—what the heck! #I love pink boots, but do both pairs though!","That stuff just got me all messed up. You know my feet hella small, and you put your stuff in my shoe—like, what’s that about! #I love pink boots, but do both pairs tho!"
"Oh wow, I really miss my favorite the most. She just doesn’t know, but I need some advice from her—she gives the best advice. :-) :-)","Oh wow, I really miss my favorite frfr. She don’t even know, but I need some advice from her—she always got the best advice. :-) :-)"
"""@Shona_BhaddAf: I gave him all I could and he messed that up. Now I’m gone and I swear I’m not turning back… wow, this is so true.""","""@Shona_BhaddAf: I gave him everything I had and he went and messed it up. Now I’m out and I swear I ain’t lookin’ back… wow, this so real."""
"He knows when I’m mad and leaves me alone, but I know for a fact he can’t stop messing with me. #FACT","He know when I’m mad and leave me alone, but I know for a fact he can’t stop messin’ with me. #FACT"
@Shona_BhaddAf And I don't care what his friends say. What we had was like Jay and Beyoncé. :-) :-),@Shona_BhaddAf And I don’t care what his friends say. What we had was like Jay and Bey. :-) :-)
"HIM: Girl, don’t say anything else to me. You just spit all over me with every word that came out of your mouth!","HIM: Girl, don’t say nothin’ else to me. You done spit all over me with every word that came out yo’ mouth!"
"@HushandSwallow @Shona_BhaddAf Damn, his hormones are acting up already! :-) LOL I’m not ready to be a father. :-)","@HushandSwallow @Shona_BhaddAf Damn, his hormones wildin’ already! 😂 LOL I ain’t ready to be nobody’s daddy. 😂"
"My sister said she has to tell me something face to face. Oh wow, it must be serious!","My sister said she gotta tell me somethin’ face to face. Oh wow, it must be serious!"
"I just got sent home for the rest of the day, and my mom just yelled at me a lot!","I just got sent home for the rest of the day, and my mama just yelled at me a whole lot!"
"#oomf’s baby daddy just got mad at me because I told her he was trying to talk to me! Well, you did! Get over it!","#oomf baby daddy just got mad at me cuz I told her he was tryna talk to me! Like, you did! Get over it!"
"I don’t even think before I make a move, and I never leave the house without the tool.","I don’t even be thinkin’ before I make a move, and I ain’t never leave the house without the tool."
"They sure do. Your mother didn’t even want to keep the baby, and he lives in the same house with you, pathetic. But she cares about him? #BITKHPLEASE","They sure do. Yo mama ain’t even wanna keep the baby, and he stayin’ in the same house as you, that’s sad. But she care ’bout him? #BITKHPLEASE"
"I'm not saving anything—you know it, I know it, and the whole world knows she beat her up.","I ain’t savin’ nothin’—you know it, I know it, and everybody know she beat her up."
I suppose I'll finish taking down my braids first before I decide to do anything else.,I guess I’ma finish takin’ these braids down first before I do anything else.
"People will only tell you what they want you to know. If you’re going to tell something, tell everything.","Folks gon’ only tell you what they want you to know. If you gon’ tell somethin’, tell it all."
"""Bad girls are not good, good girls are not fun, college girls fall for thugs, hood girls want college guys.""","Bad girls ain’t good, good girls ain’t fun, college girls be fallin’ for thugs, hood girls want them college dudes."
"I remember back in high school at practice, I was always the one who made the two big free throws to stop us from running. My team should thank me.","I remember back in high school at practice, I was always the one hittin’ them two big free throws so we ain’t have to run. My team really need to thank me."
"A guy said, ""I want to date these unattractive girls with big butts because I need more money in my life,"" laughing so hard, shaking my head. True.","A dude said, ""I wanna date these ugly girls wit big butts 'cause I need more money in my life,"" had me weak, smh. Facts."
I pay you to put your thing in my face. #that's what she said seriously,I’m payin’ you to put yo’ thing in my face. #that’s what she said fr
"Cars aren’t enough anymore, you need a truck for that back seat service ;)","Cars ain’t enough no more, you gon’ need a truck for that back seat service ;)"
"Girl 1 wants two guys, Girl 2 wants one who does cocaine in the rain, Girl 3 wants one at her workplace, Girl 4 wants one on stage with a crowd. Which girl are you?","Girl 1 want two dudes, Girl 2 want one who doin’ coke in the rain, Girl 3 want one at her job, Girl 4 want one on stage wit’ a crowd. Which girl you is?"
"If you treat your girlfriend like the girl you once wanted, maybe she might be the one—open your eyes.","If you treat yo girl like the one you used to want, she might just be the one—open yo eyes."
"Fall for someone who improves your life in the long run, because just getting it quickly isn’t what matters.","Fall for somebody who make yo life better in the long run, ’cause just gettin’ it quick ain’t what matter."
I need plans for my 21st birthday. I’m thinking about going out for a big dinner and then going to Onyx. Hit me up if you want to come.,I need some plans for my 21st birthday. Thinkin’ bout goin’ out for a big dinner then hittin’ up Onyx. Hit me up if you tryna come.
"5 months strong... On and off... But for 2013, we’re going to stay on. No matter what, I will always be his first lady. I love him. #JMM&KMM","5 months strong... On an’ off... But for 2013, we gon’ stay on. No matter what, I’ma always be his first lady. I love him. #JMM&KMM"
I can't sleep with all these lights on in my room. What the heck... I hate my roommates in the morning. Turn them off. #SchoolLife,"I can’t even sleep wit all these lights on in my room. Man, what is this... I swear I can’t stand my roommates in the morning. Y’all need to turn them off. #SchoolLife"
"See, that’s why I don’t get involved with people, because if someone messes with my car, I’m going to jail... I’m ready to die for what’s mine!","See, that’s why I don’t be messin’ with folks, ’cause if somebody touch my car, I’m goin’ to jail... I’m ready to die behind what’s mine!"
"""@CoreyKeyz: These tiny Twitter profile pictures are messing me up. Damn, she’s cute! *Enlarges picture* What the heck, is that Hurricane Chris? Yelling.""","@CoreyKeyz: Man, these lil Twitter profile pics be messin me up. Damn, she cute! *Click to make it bigger* Bruh, is that Hurricane Chris? I’m hollerin."
"It's money; it isn't hip hop, but I bet my diamonds are bluer. I have three properties, two cars, and there isn't anyone cooler than me!","It’s money; it ain’t hip hop, but I bet my diamonds bluer. I got three cribs, two whips, and can’t nobody cooler than me!"
"@ThisWay_Since92 They will send you another one. Go comment on the negative feedback because they did the same thing to me, but they sent me another one.","@ThisWay_Since92 They gon’ send you another one. Go say somethin’ on that negative feedback cuz they did me like that too, but they sent me another one."
Cooking the product without gloves so the addicts can enjoy their fix.,Cookin’ the product wit no gloves so the addicts can get they fix.
