original_text,sae_text
@fivefifths I wish I could give more but this 140 characters just not enough. Im not someone who went to WSHH & hopped on the wave tho lol,"@fivefifths I wish I could say more, but these 140 characters just aren’t enough. I’m not someone who went to WorldStarHipHop and just followed the trend though, haha."
"""@fivefifths believe what you want, the history is there. when stricter guns laws are passed this year I will be sure to @ you haha""","""@fivefifths Believe what you want; the history is there. When stricter gun laws are passed this year, I will be sure to mention you haha."""
@TriniSmilez5 ima check when I get on comp in a sec but the battle is over ha,"@TriniSmilez5 I’m going to check when I get on my computer in a second, but the battle is over, haha."
"""@KevLo_ ha not even, im not even at the crib right now. I dont mind rainy cold days""","""@KevLo_ Haha, not at all. I'm not even at home right now. I don't mind rainy, cold days."""
"""D'Antoni is gonna have to make a decision about having Dwight in under 4 or 5 minute mark, this shit is gettin serious lol""","D'Antoni will have to make a decision about having Dwight in the game at the four or five minute mark; this is getting serious, lol."
"""Meek Mill too, these niggas be one slight mistake away from death on them shits""",Meek Mill too; these guys are just one small mistake away from death on those things.
I don't give a fuck about about Stephen Davis & Duce Staley being in the club w/ me lol wtf,"I don't care at all about Stephen Davis and Duce Staley being in the club with me, lol, what the heck."
"""Back when Jigga & Nas was the niggas to be, I was in my teens tryna be bigger then Meech.""","Back when Jay-Z and Nas were the ones to look up to, I was in my teens trying to be bigger than Meech."
You can't never just recklessly pour yourself some juice or kool-aid in this nigga crib cuz 80% of the time it's liq lol smh,"You can never just carelessly pour yourself some juice or Kool-Aid in this guy’s house because 80% of the time it’s liquor. Lol, shaking my head."
Why are are they actually showing slow motions highlights & taking injury timeout for this lmaoo,Why are they actually showing slow-motion highlights and taking an injury timeout for this? LMAO
"""I am officially a believer in Joe Flacco, he's no fluke he's legit, let's hold off on elite. But real nonetheless""","I am officially a believer in Joe Flacco. He’s not a fluke—he’s legitimate. Let’s hold off on calling him elite, but he’s definitely the real deal."
I understand thats not a given these days but u gotta be more then that,"I understand that’s not a given these days, but you have to be more than that."
"""Yaris posted a baby pic of herself on IG & a nigga At this age you had no idea how many niggas would later run thru you lmao wtf""","Yaris posted a baby picture of herself on Instagram, and someone commented, ""At this age, you had no idea how many guys would later sleep with you. Lmao, what the heck."""
"""Yaris put a baby pic of herself on IG & a nigga posted At this age you had no idea how many niggas would later run thru you lmao wtf""","Yaris posted a baby picture of herself on Instagram, and a guy commented, ""At this age, you had no idea how many guys would later sleep with you. Lmao, what the heck."""
Bruh I ain't even been to Cali yet & NKorea tryna end that joint they gotta chill,"Bro, I haven’t even been to California yet and North Korea is trying to end it; they need to relax."
TE'O is gay just for talkin to a man for 3 years on the phone & not knowin it's a man.,TE'O is gay just for talking to a man on the phone for three years and not knowing it's a man.
"""@jayzonicle he has a higher ceiling than granger but gotta hold off on calling him better, PG has never been top 5 in NBA in scoring""","""@jayzonicle He has a higher ceiling than Granger, but we have to hold off on calling him better. Paul George has never been top 5 in the NBA in scoring."""
@natepeoples u right she jus got called out on her thirst trap now if some nigga said 'damn yo ass phat as shit lemme feel that he wild smh,"@natepeoples You’re right, she just got called out on her thirst trap. Now, if some guy said, “Damn, your ass is really fat, let me feel that,” he’d be out of line. Shaking my head."
"""@MahLee_ no im sayin when this yr is over most definitely, but at the same time there is no top 5 team in East Boston could beat in playoffs""","@MahLee_ No, I’m saying when this year is over, most definitely, but at the same time, there isn’t any top 5 team in the East that Boston could beat in the playoffs."
@MahLee_ slight? nigga Rondo was lil nigga damn near w Magic Johnson  numbers and they was still losing lol idk bout that,"@MahLee_ Slight? Rondo was basically putting up numbers close to Magic Johnson’s, and they were still losing. Lol, I don’t know about that."
"""Why niggas always try to cook lasagna for a girl, is that some impressive shit? I will cook her the Stouffers joint & get the same cred.""","""Why do guys always try to cook lasagna for a girl? Is that supposed to be impressive? I could just make her the Stouffer’s one and get the same credit."""
@KevLo_ nah not mashed potatoes w steak that's some nigga shit lol baked or steamed potatoes & I don't fuck w A1,"@KevLo_ No, not mashed potatoes with steak—that's some messed up stuff, lol. Baked or steamed potatoes, and I don't mess with A1."
I need to see Larry Fitz w a decent QB again. But right now I would take AJ Green & Megatron before him,"I want to see Larry Fitzgerald play with a good quarterback again. But right now, I would choose AJ Green and Megatron over him."
Wale could've just said his hoes from VA Beach everyone know they got the best in 75.,Wale could have just said his women are from Virginia Beach—everyone knows they have the best in the 757.
@Blaze_NT @SUPREMEdeem @Natty1Official what does Andre 3000 be talking about? Cause you don't understand him it don't mean that he nice,@Blaze_NT @SUPREMEdeem @Natty1Official What is Andre 3000 talking about? Just because you don't understand him doesn't mean he's good.
@SUPREMEdeem nah not no shit like that tho lol Im not no hot Blue Collar nigga u already know that ha,"@SUPREMEdeem no, not anything like that though lol. I'm not some attractive blue-collar guy, you already know that haha."
You say you /ripping it aint nuntin but /ash shawty -- you can't even buy the trues on my ass shawty!!,"You say you’re doing well, but that’s nothing but talk — you can’t even afford the True Religion jeans I’m wearing!"
I know way too many ppl hear right now who I didn't know last year -- who the fuck is y'all!!,I know way too many people here right now who I didn’t know last year — who are you all?!
These hoes so stupid these days -- they'll lay on the ground -- and let a Nigah walk all over them!! Get up and have sum dignity for once!!,These women are so foolish these days—they’ll let a man walk all over them while they just lie there! Stand up and have some dignity for once!
Their are no blessings that can't turn into disasters !! And their are no disasters that can't turn into a blessing!!,"There are no blessings that can't turn into disasters, and there are no disasters that can't turn into blessings."
"""@TSNBobMcKenzie That kid is GOOD. saw him vs NYR. I'll tell ya, as a ranger fan I'm not too excited about seeing him for the next 10 years.""","@TSNBobMcKenzie That kid is good. I saw him play against the NY Rangers. I have to say, as a Rangers fan, I’m not too excited about having to see him for the next ten years."
"""@NannyQui06: I really want those braids but I knw @mzcheeckyblack will not wanna do my head....sad facelord that head""","""@NannyQui06: I really want those braids, but I know @mzcheeckyblack will not want to do my hair... sad face. Lord, that hair."""
Who can luv u like me who can sex luv u like me who can lay ur body down (NOBODY),Who can love you like I do? Who can make love to you like I do? Who can lay your body down? (Nobody)
@GibsonBoyGI btch if u think u bad btch cum see me an btch ima show u How this 5'1 btch get down u better nor better yet u seen back cum,"@GibsonBoyGI Bitch, if you think you're tough, come see me, and I'll show you how this 5'1"" girl handles things. You better—no, better yet, just sit back and come."
@GibsonBoyGI an if y'all want put y'all business all on the net an keep that shit n y'all house people wouldn't have shit to say,"@GibsonBoyGI And if you all didn't put your business all over the internet and kept that stuff in your house, people wouldn't have anything to say."
Ya I called ur phone cause I'm that btch na u an who can get it one by one,"Yes, I called your phone because I'm that woman now, and you and anyone else can get it one by one."
@Coday24 @GibsonBoyGI o I'm gud that y I only fuck with some of my male cuzzin cause a pussy btch like him but OK coday just for u I will,"@Coday24 @GibsonBoyGI Oh, I’m good. That’s why I only associate with some of my male cousins, because of people like him who act like cowards. But okay, Coday, just for you, I will."
"""@jaVonEizPaiD: I might try dat new Peach Amsterdam instead of da CIROC..just 2 c how it taste tho.it's OK but the ciroc better""","""@jaVonEizPaiD: I might try that new Peach Amsterdam instead of the CIROC, just to see how it tastes though. It's okay, but the CIROC is better."""
I hate having midnight cravings...  But I'm trying to watch what I eat and when I eat,I dislike having cravings at midnight... But I’m trying to pay attention to what and when I eat.
I'm eatin hot Cheetos and cupcake watching my hand go from the bag to my mouth...,"I’m eating Hot Cheetos and a cupcake, watching my hand go from the bag to my mouth…"
I need to play somebody who gon give me a run for my money cuz that was too easyyyy,I need to play someone who will give me a run for my money because that was too easy.
Stimulate my mind . That's what REALLY turns me on .. Teach me something I didn't know or show me something I've never seen.,Stimulate my mind. That’s what truly excites me. Teach me something I didn’t know or show me something I’ve never seen.
@Kev_A1RealRude boy everybody need love . The young & old .. My gma 50 sumn & she dating still... Got her a 30 yr old lol,"@Kev_A1RealRude Boy, everybody needs love. The young and the old. My grandma is in her 50s and she's still dating... She has a 30-year-old boyfriend, lol."
@D_ICON Ima try to make my way down there before you leave there . If nothing comes up! :),@D_ICON I’m going to try to make my way down there before you leave. If nothing comes up! :)
When I'm high I eat like two meals plus snacks back to back .. Shit be crazy,"When I’m high, I eat two meals plus snacks one after another. It’s wild."
"""I'm two different people when I'm single & when I'm in a relationship... Seriously, it's like an on & off switch for me..""","I am two different people when I am single and when I am in a relationship. Seriously, it is like an on and off switch for me."
We stayed having moves somehow & I knew damn well I needed to be n class..,"We always had plans somehow, and I knew very well that I needed to be in class."
"""If you let someone borrow something , you shouldn't have to ask for the shit back ..""","If you let someone borrow something, you shouldn't have to ask for it back."
"""My dad & I are seriously texting about this game , play-by-play ! We got a wager his 30 to my 10 lol ..""","My dad and I are seriously texting about this game, play-by-play! We have a bet—his 30 to my 10, lol."
"""I'm not a child , I don't need to be  taught a lesson  ... !!""",I am not a child; I do not need to be taught a lesson.
@PrinCessBandss_ LMFAO BITCH MY MAMA BAD ASF AND SHE WAS OTP BUT YES YO MAMA IS A CRACKHEAD,"@PrinCessBandss_ LOL, my mom is very attractive and she was on the phone, but yes, your mom is a crackhead."
@_____LovePretty Aww Good Cause My Sista Live Over There Lol And Im Moving Back W. Her.  You Live On W. 8mile,"@_____LovePretty Aww, good, because my sister lives over there, lol, and I’m moving back with her. Do you live on West 8 Mile?"
Im About Too Sit down &&'Talk Too My Dad about Some Stuff &' Try Too Clear My Head,I'm about to sit down and talk to my dad about some things and try to clear my head.
When I Was 8 I was Forced Too Live W. My Aunt On The WESTSIDE. I Went To Vernor Elementary And I Got Along W. Everybody (3rd Grade),"When I was 8, I was forced to live with my aunt on the Westside. I went to Vernor Elementary and got along with everyone (3rd grade)."
I Had Two Fights W. The Girl Who I Thought Was My role dog but was just a snake,"I had two fights with the girl who I thought was my close friend, but she turned out to be a snake."
The Guy I Wastalki 2  Was cheating talking to  A girl  who was playing on my phone.  Basically i guess she was mad,"The guy I was talking to was cheating, talking to a girl who was prank calling me. Basically, I guess she was mad."
"""I CANT Sleep,  My Stomach Turning.  2013 Seem Just Like 2012 Too Me So Far""",I can't sleep; my stomach is turning. 2013 seems just like 2012 to me so far.
"""Just Because He Didn't Take Me Up To The School,  I Better Get My Fucking Nails Done Today.""","Just because he didn't take me up to the school, I better get my nails done today."
"""i dont need friends half yall bithes only wanna take trips through niggas closet, fuck out my face wit that friendly shit.	0.9344	0.0008	0.0032	0.0616",I don't need friends—half of you only want to benefit from men's resources. Get out of my face with that fake friendliness.
"288485856585605123	Tue Jan 08 03:22:42 +0000 2013""","Certainly! However, you did not provide the actual text of the tweet—only its ID and timestamp. Please provide the content of the tweet so I can translate it for you."
"""I Know TRAVEY Mad At Me,  But I CANT Move. Im Light Headed,  Keep Throwing Up,  &&'I CANT Eat Or Drink Nothing #Period""","I know Travey is mad at me, but I can’t move. I’m lightheaded, keep throwing up, and I can’t eat or drink anything. #Period"
Its Funny Too Me How These Lil Female Groups Really think They Can Beat these Niggas In These Groups.  Like Wtf Lmao. Tryna Get Famed Up.,"It’s funny to me how these little female groups really think they can beat these guys in these groups. Like, what the heck? Laughing out loud. Trying to get famous."
Everybody Tune In2 The News Tonite At 11:00pm Sharp.Channel 7 &&'Watch Ass My Bestfriend &Her Family Share Their Tragic Story Of A Loved One,"Everyone, tune in to the news tonight at 11:00 PM sharp on Channel 7 and watch as my best friend and her family share their tragic story about a loved one."
I Dont Even Wanna change Schools No More. They Just Pissed Me The Fuck Off.,I don't even want to change schools anymore. They just made me really angry.
Had Too Hang Up On Him. Im Straight On Him #Frff He Fucking Petty Dawg I Swear,"I had to hang up on him. I’m done with him, for real. He’s so petty, I swear."
@Gawgeous__ yeah u no. That's probably why u AINT gave me non in so long ^=____^ #dead,"@Gawgeous__ Yeah, you know. That's probably why you haven't given me any in so long ^=____^ #dead"
@juicyandprada I shoul was Fina open tha door n let yu out at yr stop,@juicyandprada I should have just opened the door and let you out at your stop.
I'm tryna go bak to skool gotta get my son situated bak n Murphy Shaw 1st,I’m trying to go back to school; I have to get my son settled back in Murphy Shaw first.
@Ewash1984 lol I'm on can't burn lock down 3 more months den ill match a whole match box witcha,"@Ewash1984 lol I’m on lockdown and can’t smoke for 3 more months, then I’ll match a whole box of matches with you."
@_ThatGirl_JL0 yes dey do we can get along fa tha kids sake wen gotta b bffs 1 day dese kids gon need each other,"@_ThatGirl_JL0 Yes, they do. We can get along for the kids’ sake; we don’t have to be best friends. One day, these kids are going to need each other."
@BMB_Stanka I been dealin wit kids allday n gotta get up early n tha morn I need to go,@BMB_Stanka I’ve been dealing with kids all day and have to get up early in the morning. I need to go.
Kicken azz on Ruzzle n dun got my azz kicked to I'm to damn tired to b playin,Kicking ass on Ruzzle and then got my ass kicked too. I'm too damn tired to be playing.
If I wake ha up she gon b wining n we still ain't gon find em,"If I wake her up, she’s going to be whining and we still aren’t going to find them."
What You Say Now? give It To Me Baby??? 1 and 2 and 3 and 4 ...,"What did you say now? Give it to me, baby. One and two and three and four..."
I can show you how nice of a guy I can be I open doors for you pull out your chair ... See that's nice,"I can show you how nice of a guy I can be. I open doors for you and pull out your chair... See, that's nice."
@SONIXWHITE  bout to finish school got 10 days left are u going to NYC next weekend,"@SONIXWHITE About to finish school, I have 10 days left. Are you going to New York City next weekend?"
@AlwayzDave true I like being busy with work n school ... So Much good comes from it ....,@AlwayzDave That’s true. I like being busy with work and school. So much good comes from it.
You got so much money cause you live at home with ya Mom sleeping on a Twin size bed ... And u called ya self a BOSS,"You have so much money because you live at home with your mom, sleeping on a twin-size bed... And you call yourself a boss."
"""I Can't Zeal Wit A Jamaican Nigga, niggas always wanna wear loafers n lace up dress shoes! Smh""",I can't deal with a Jamaican guy; they always want to wear loafers and lace-up dress shoes! Shaking my head.
@106andpark @Beyonce doesnt matter ..she wud sound the same..we know her skills..it was cold..I gotchu B!,"@106andpark @Beyonce It doesn’t matter—she would sound the same. We know her skills. It was cold. I’ve got you, B!"
"""Got a Bottle , Got A Model Got My Money And ii Stunt BALL !""","I have a bottle, I have a model, I have my money, and I show off—balling!"
How im feeling >>> But since I don't have anybody to fix that problem <<<,"How I’m feeling is much more important, but since I don’t have anyone to fix that problem…"
"""Kms , Dudee Got Mahd At Me Cuss I Ainn Help Hym At Skoo When He Was Finnah Fite !""","""Killing myself, dude got mad at me because I didn’t help him at school when he was about to fight!"""
"""This That Cuddle, Kiss, Cook, Make Love , Watch Moives, Lay In That Person Arms <<<< Kinda Weather!!!!!!""","This is the kind of weather for cuddling, kissing, cooking, making love, watching movies, and lying in that special person's arms!"
Lmao You Know When It Snow It Jackson!!  Lol They Celebrate It Like Its An Holiday!!!,"Lmao, you know when it snows in Jackson! Lol, they celebrate it like it’s a holiday!"
"""Bit*hes Do ANY & Everything For Likes,Have They Azz All On The Sink, Take Pics Have Way Naked, Bent Over All In The Camera JustForLike #Sad""","Women do anything and everything for likes—having their behinds up on the sink, taking pictures half-naked, bent over right in front of the camera just for likes. #Sad"
I'm good...I had a snack...and I'm going to Buffalo Wild Wing when I drop him off at practice...,"I'm fine. I had a snack, and I'm going to Buffalo Wild Wings after I drop him off at practice."
Lord plz let whateva issue this is wit my car don't cost much and don't take long to fix...,"Lord, please let whatever issue this is with my car not cost much and not take long to fix..."
@Blue_Balty the one that I want is black with a 17 in screen and is $400,"@Blue_Balty The one that I want is black, has a 17-inch screen, and costs $400."
"""I'm so glad that Mehlville gets out 2 hours early today, so hurry up 12:05""","I’m so glad that Mehlville gets out two hours early today, so hurry up, 12:05."
"""I think I should stay home today, but I have a project due for parenting 2, well that just great #Sick""","I think I should stay home today, but I have a project due for Parenting 2. Well, that's just great. #Sick"
*.*i Will Hav Friend If ppl just text meh fast ..i hate slow text  *SingleLifee*,I would have friends if people just texted me quickly. I hate slow texting. #SingleLife
"""@fckthese_niggas shidddd ion know , what you you got up?  Everythang closed  and yea im finna tweet it""","""@fckthese_niggas Shoot, I don't know. What are you up to? Everything is closed, and yeah, I'm about to tweet it."""
"""Some These hoes need to be Dawged , But Know Ya Backbone When You Leaning.""","Some of these women need to be put in their place, but know your own strength when you’re relying on others."
"""When you break up with somebody you love , see that they moved on , you want them back.""","When you break up with someone you love, see that they have moved on, and you want them back."
@Hp_Dale bitch im beatn yo ass u hit me wit dat 40 lol i jst gt hip.,"@Hp_Dale, I'm going to beat you up. You hit me with that .40, lol. I just found out."
@CashYouTheShit ik dats my bro n we gone ride for him bt he did sum dumb shit.,"@CashYouTheShit I know that's my brother and we are going to stand by him, but he did some dumb stuff."
This store so ghetto .. how the hell u knock a whole bathroom door off the hinges smh,This store is so rundown... How on earth do you manage to knock an entire bathroom door off its hinges? Shaking my head.
"""@Armani_Montana1: Now I tried to sneak into asking my gma can I get on her computer . . . told my ass Tf you thought ! LMFAOOO""","""@Armani_Montana1: I tried to casually ask my grandma if I could use her computer... she told me, 'What did you think?!' LMFAO"""
I don't give af bout shit nomore . If it ain't bout this money MISS ME w / it !,"I don't care about anything anymore. If it isn't about money, leave me out of it!"
think i lost a friend because we couldnt agree on some situations that ish crazy,I think I lost a friend because we couldn’t agree on some situations. That is crazy.
Long day nd tomoro will b even longer. Putin down on our townhome its the first step towards our new life.,Long day and tomorrow will be even longer. Putting a down payment on our townhome—it's the first step toward our new life.
"""She got ha own crib , ha own car, she take care her kids, got a good job , she bout her business in the street but in the bed she a pornstar""","She has her own place, her own car, she takes care of her kids, has a good job, she handles her business in public, but in bed she’s like a pornstar."
"""Kv just made me think about the odyssey , dat hoe use to b turnt up lol""","Kv just made me think about the Odyssey; that story used to be really exciting, lol."
"""I cant wait till i get on my own, a muthfucca bet not ask for shit ,""",I can't wait until I'm on my own; nobody had better ask me for anything.
"""Leaving wingood fina head to the game iGuess , see wats going on up here""","Leaving Wingood, about to head to the game I guess, to see what's going on up here."
"""Guys, you really have to get into how the states got their shapes this thin is amaze""","Guys, you really have to check out how the states got their shapes—this thing is amazing."
This is too funny #teoing... feel bad for Te'o but it's hard to believe he allow it to happen. Where is Scooby doo when you need them. Lol,"This is so funny #teoing... I feel bad for Te'o, but it's hard to believe he allowed it to happen. Where is Scooby-Doo when you need them? Lol"
"""My Mama And Her Friends Stay Talking About Folks , That's Where I Get It From .""",My mom and her friends are always talking about people; that's where I get it from.
To be lied to all these years! I would ask y? They still lie!.   #ItsCrazyHow,"To have been lied to all these years! I would ask why, but they still lie! #ItsCrazyHow"
EVEN DOE I DNT LIKE U RIGHT NOW HAPPY NEW YEARS LOVE U                                     B.E.S.T.F.R.I.E.N.D @quantrent,"Even though I don’t like you right now, happy New Year. Love you, best friend. @quantrent"
JUS TALK TO ADRION SHE TOLD ME SGE LOVE ME ..........ZIYA SAID LOVE U LIL BOOTY,"I just talked to Adrion. She told me she loves me... Ziya said, ""Love you, little booty."""
@D2_Athlete YALL GOIN AT IT FOR NO REASON WEN DNT EITHA ONE OF GOT ANYTHING TO DO WIT IT LET IT GO IT IS WAT IT IS,@D2_Athlete You all are arguing for no reason when neither one of you has anything to do with it. Let it go; it is what it is.
"""Niggass Be Like , My Momma Look Like She Could Be My Sister .. Knowing They Momma Look OLD af' ..""","People say, “My mom looks like she could be my sister,” even though they know their mom looks really old."
IGottaThing4..for guys who wud cum to chill at my hse ..watch movies..snack on sum..n not try to have SEX all da dam time!!#,"I have a thing for guys who would come to hang out at my house, watch movies, snack on something, and not try to have sex all the time!"
CUZZ DESE TIRED ASS..FRONTIN ASS..WANNA B HOE ASS..STUPID ASS..BITCH ASS..SORRY ASS...SOUR ASS NIGGAS AINT GOT SHIT FA ME!!!#,"Because these tired, fake, wannabe, foolish, worthless, sorry, bitter people have nothing to offer me!"
"""MIGHT TAKE A NAP !! TIRED AF	0.7375	0.0	0.0075	0.255",I might take a nap! I'm really tired.
"295700533510017024	Mon Jan 28 01:11:15 +0000 2013""","Certainly! However, I don't see the original tweet text in your message. Could you please provide the actual tweet you would like translated from African American English (AAE) to Standard American English (SAE)?"
I dont understand how they mistake my godson as a girl granted he got braids but he got on boy clothes,"I don't understand how they mistake my godson for a girl. Granted, he has braids, but he's wearing boys' clothes."
Ain't I ain't stressin bout a doggone thang cuz I was True when I gave you My love.,I’m not stressing about anything because I was genuine when I gave you my love.
I laughed and told that hoe nooooo ima hard ass worker. Im on my grind. I handle my b.I. tf,"I laughed and told her no, I’m a hard worker. I’m focused on my goals. I handle my business. What the heck."
The way a black a black woman can rock it like its real and work it likes it's expensive never ceases to amaze me! #blackgirlsrock #fistpump,The way a Black woman can wear it like it’s real and carry herself like it’s expensive never ceases to amaze me! #blackgirlsrock #fistpump
So I @RcLifestyleMktg on ig but he has so many names and accounts I can't keep up! Really!,"So I follow @RcLifestyleMktg on Instagram, but he has so many names and accounts that I can't keep up! Seriously!"
I see Frank Gore had no time to get his son a hair cut this week! Lol N that's cool he's gonna be a cool dude reg lol,I see Frank Gore didn’t have time to get his son a haircut this week! Lol. And that’s fine—he’s still going to be a cool guy regardless. Lol.
So my mom just told me to have several seats and she'll call me back in the morning! I'm weak lol,So my mom just told me to calm down and that she'll call me back in the morning! I'm cracking up lol
"""@MacDaddy_Ken i Saw you . . Well the back of your head . lmfao , i ain feel like callin your name .""","""@MacDaddy_Ken I saw you... well, the back of your head. LOL, I didn’t feel like calling your name."""
@HoneyVee___ @__Dezznutz @OGkaaywabii_ I love you . i love youuuuu VeeVee :* :* . lol .,"@HoneyVee___ @__Dezznutz @OGkaaywabii_ I love you. I love you, VeeVee. :* :* lol."
Well not leaving for school til tomar .. Guess I'll be at the carver/prep game tonight.,"Well, I'm not leaving for school until tomorrow. I guess I'll be at the Carver/Prep game tonight."
"""Before he closed his eyes he said, take care of ya mom, have self confidence, be all you can, and make me proud. #RIP #POPS""","Before he closed his eyes, he said, take care of your mom, have self-confidence, be all you can be, and make me proud. #RIP #POPS"
"""@backitupchrish no doubt, I thought you had a problem on your hands or something. Lol how's everything going ?""","@backitupchrish No doubt, I thought you had a problem to deal with or something. Lol, how is everything going?"
@SexyChiick84 awlll dnt be trying to get all mushy lol... I love u too cuz..,"@SexyChiick84 Aww, don’t try to get all sentimental, lol... I love you too, cousin."
Hoes always talkin SHIT ' An don't know what tf they talkin bout why you worring about mines anyways HUH ' ?,"Women are always talking trash and don’t know what they’re talking about. Why are you worried about my business anyway, huh?"
#Bitch fuck yall all yall we don't fuck wit yall not at all old thirsty ass crusty ass dusty ass #Groupie ass bitch!!,"#Bitch, forget all of you, every single one of you. We don’t associate with you at all, you old, desperate, crusty, dusty groupie!"
The #BestFuneralEver is so FUNNY! These People Celerbrating A Funeral At A Fair. They Carrying A Jar Of Ashes On A Ride. I'm #TooTickled,The #BestFuneralEver is so funny! These people are celebrating a funeral at a fair. They’re carrying a jar of ashes on a ride. I’m so amused.
I had to do Markia jus want some attention so we let hve check my last couple of pixs if u wanna see the. Big bitch lls,"I had to do it. Markia just wants some attention, so we let her have it. Check my last couple of pictures if you want to see her. Big girl, lol."
The #socialshakedown is giving me life right now. In my bed dipping I plays all day!!! Lol,"The #socialshakedown is giving me life right now. I’m just relaxing in my bed, playing all day! Lol"
2012 was an amazing year for me!  I pray that 2013 blows it away! #optimistic,2012 was an amazing year for me! I hope that 2013 is even better! #optimistic
@oldskoolchik O ok kool glad u made it safely..lol i will definitely do that for u! Have fun n enjoy urself!,"@oldskoolchik Oh, okay, cool. I'm glad you made it safely. Lol, I will definitely do that for you! Have fun and enjoy yourself!"
Tryin to duck off so i can chill.....mr andre ass is not havin it lol,"Trying to slip away so I can relax... but Mr. Andre is not having it, lol."
RFT @iiDRiPVANiLLA: I Been Snaked By Bitches I Would Ride For But Its Life. I Swear I Jus Wanna Chill,"Retweet @iiDRiPVANiLLA: I have been betrayed by people I would support, but that's life. I swear I just want to relax."
HE ASK ME Y I IGNORE HIM ALL DA TIME<<<< CAUSE I B ON MY GRIND,He asked me why I ignore him all the time <<<< because I’m focused on my work.
EVERYTIME THIS DOCTOR CUM IN THIS ROOM SHE ON DA PHONE ASKIN ANOTHER DOC A ?,"Every time this doctor comes into this room, she’s on the phone asking another doctor a question."
Damn im jus sittin here thinkin abt tha shit i did n 2012 & it was sum fck up shit & drama but thtz not cumin n 2013.. #Team Single..,"Damn, I’m just sitting here thinking about the things I did in 2012, and it was some messed up stuff and drama, but that’s not coming in 2013. #TeamSingle"
Goodmornin tweeter fam & friendz.. Wat a day 2 b alive & well.. Itz raining & i jus wanna cuddle up wit sumbody alday..,"Good morning, Twitter family and friends. What a day to be alive and well. It’s raining, and I just want to cuddle with someone all day."
"""I dont love my boyfriend , but he understands I care alot about him .""","I don't love my boyfriend, but he understands that I care a lot about him."
I would change my name on twitter but I dont know how long im not gone be single .,"I would change my name on Twitter, but I don’t know how long I’m not going to be single."
"""my super salty TL rite now...u madd Bro * gives a pat on the bck*""","My timeline is extremely salty right now... Are you mad, bro? *gives a pat on the back*"
""", i'm bouta cut all my old niggas off & get some new niggas !!""",I'm about to cut off all my old guys and get some new ones!
""", so what we get drunk , so what we smoke weed , so what we go out thatd how its suppose to be .. Young wild free biotchhhhs (;""","So what if we get drunk, so what if we smoke weed, so what if we go out—that’s how it’s supposed to be. Young, wild, and free, bitches (;"
""", He not ah real nigga if he lie about having a girlfriend .... Nevvvvvver big dawggg !!!!""","He’s not a real one if he lies about having a girlfriend… Never, big dog!"
""", one thing I hate is a nothing ass nigga . That thinks he's the shit !! Beat ya feet dust bunny""","One thing I hate is a worthless guy who thinks he's all that. Get lost, dust bunny."
"""I Dont Fight over Dick , I Leave that Shit to you Broke Hoes !""",I don’t argue over men; I’ll leave that to you broke women!
"""I always find shit out. I might not say it right away, But I know !""","I always find things out. I might not say it right away, but I know!"
"""Im AGRAVATED , My Mom bf dont know When to SHUT THE FUCK UP .""",I am aggravated. My mom’s boyfriend doesn’t know when to shut up.
My onli wish my nigga keith was here to kill shyt # I been on some fuck the world shyt lately nbs,"My only wish is that my friend Keith was here to handle things. I’ve been feeling like “forget the world” lately, to be honest."
"""I JUST WANNA FUCK YO BESTFRIEND FOR ONE NITE ONLI, ONLI AND WHEN I FUCK YO BESTFRIEND U BET NOT FUCK MY HOMIE""","I just want to have sex with your best friend for one night only, only, and when I have sex with your best friend, you better not have sex with my friend."
thats fuckd up i gotta go all the way dwn stairs to lite my blunt,That's messed up; I have to go all the way downstairs to light my blunt.
"""@TruelyBlessed_x: @MiissBeautty: Somebody need too come hit the blunt I wish I could!lol where u at""","""@TruelyBlessed_x: @MiissBeautty: Someone needs to come smoke this blunt; I wish I could! Lol, where are you?"""
BITCH ur a low life get the fuck off my tl all yo do is tlk shit show me somthing,You are a lowlife. Get off my timeline—all you do is talk trash. Show me something.
I anit never had nobody to show all the thing that u done showd me,I have never had anyone show me all the things that you have shown me.
@ItsYoungBTW_ it left his cookies in a box on the floor Sami went in there and took a bite off each cookie,@ItsYoungBTW_ He left his cookies in a box on the floor. Sami went in there and took a bite out of each cookie.
About to delete this music off my computer because it got my shit going slow @ItsYoungBTW_,I’m about to delete this music from my computer because it’s making it run slowly. @ItsYoungBTW_
It's in 2weeks. My cousin can't go n I got a open spot. The trip was $600. I'm just asking for $400.,It’s in two weeks. My cousin can’t go and I have an open spot. The trip was $600. I’m just asking for $400.
"""The price is $20 which includes bowling for 90 mins, food, shoes rental, lazer tag n drinks. N I'm sorry but it is at 10:30pm on Jan 18!!!!""","The price is $20, which includes 90 minutes of bowling, food, shoe rental, laser tag, and drinks. I’m sorry, but it is at 10:30 p.m. on January 18!"
"""Taking my niece, nephew n lil cousin @__DollyFace to Cedar point in June. Just booked my reservations.""","I am taking my niece, nephew, and little cousin @__DollyFace to Cedar Point in June. I just booked my reservations."
Well time for me to hit the road n really celebrate my bday in the Bahamas!!!! See you later chi city. Oh yea bday is on SUNDAY!!!!!,"Well, it's time for me to head out and really celebrate my birthday in the Bahamas! See you later, Chicago. Oh yeah, my birthday is on Sunday!"
