original_text,sae_text
I mean how df u blow a 27 point lead tho? I guess da celtics took notes frm da falcons 2 weeks ago,"I mean, how do you blow a 27-point lead though? I guess the Celtics took notes from the Falcons two weeks ago."
"""#Oomf a hoe. She know she a hoe, I know she a hoe, she won't claim she a hoe, so she say she ain't a hoe, but.....WE ALL KNOW YOU A HOE!!!""","#One of my followers is promiscuous. She knows she is, I know she is, but she won't admit it, so she claims she isn't. But... WE ALL KNOW YOU ARE PROMISCUOUS!!!"
Like they say watevas done in the dark will come 2 the light so if u got sumin u tryna hide best believe the otha person already knows buddy,"As they say, whatever is done in the dark will come to light, so if you have something you’re trying to hide, best believe the other person already knows, buddy."
Cnt stand when my male friends b on sum otha shit Smdh disappointed in u,"I can't stand when my male friends are on some other stuff. Shaking my head, I'm disappointed in you."
I did you wrong you did me wrong. Ill take you back you'll take me back!,"I did you wrong, you did me wrong. I'll take you back, you'll take me back!"
@costill8nine That shit syk brother you fukin em up... let me know when itso out here #89MUSIC,"@costill8nine That’s sick, brother, you’re killing it... let me know when it’s out here #89MUSIC"
That Bitch Ty Pose To Be On Ha Way To Bring Me Some White Castles,That woman is supposed to be on her way to bring me some White Castles.
"""@Take__Caree aw  ,,  me on the other hand im solo dolo w/ the loml ( ;  dfl""","""@Take__Caree Aw, on the other hand, I’m by myself with the love of my life (; dfl"""
"""@SmokeAJayy_1035: If we ain't together , you have no right to tell me who & who not to talk to ....""","""If we are not together, you have no right to tell me who I can or cannot talk to."""
"""Old as crap w. A cane.  Moving 2mph talking bout some  come here baby  ,  foh lmfaooo""","So old, using a cane. Moving at 2 mph, saying ""come here, baby."" Get out of here, that's hilarious!"
@ashyknuck1es it was impressive. But they better win at least 10 games next year . . .,@ashyknuck1es It was impressive. But they had better win at least 10 games next year...
"""Bears fans, never forget your defense was much better than this Rsvens D this year . . .next coach better win at least 10 . .""","Bears fans, never forget that your defense was much better than this Ravens defense this year. The next coach better win at least 10 games."
"""@HSAReadingComp , you had to laugh when you seen it!  Or did you just giggle?""","""@HSAReadingComp, you had to laugh when you saw it! Or did you just giggle?"""
"""I Fucking Hate The Word No Or Any Type Of Rejection , Don't Say It To Me At ALLLLL!!!""","I really hate the word ""no"" or any kind of rejection. Don’t say it to me at all!"
Lmfaoo Deana Was Talking Major Junk About Not Going To School But Look Where She Going Lmbo,"Laughing so hard, Deana was talking a lot of trash about not going to school, but look where she’s going. Laughing my butt off."
Ok my bitchy tweet of the day: BITCH FUCK YOU! THAT'S Y YO MAMA FUCK FOR FOOD STAMPS YOU TRAMP ASS BITCH!! YOU HOE ASS PROSTITUTE ASS BITCH!,"Alright, my rude tweet of the day: BITCH, FUCK YOU! THAT'S WHY YOUR MOTHER HAS SEX FOR FOOD STAMPS, YOU TRASHY BITCH! YOU WHORE, PROSTITUTE BITCH!"
@ellevarner. I WANT TO WRITE A COVER TO ONE OF YOUR SONGS.... WHICH 1. SHOULD I DO??????!,@ellevarner. I want to write a cover of one of your songs. Which one should I do?
@meaksworld. Will do but I'm writing a cover today. Do you have a suggestion as to what song I should do??? #seriously,"@meaksworld. I will, but I’m writing a cover today. Do you have any suggestions for what song I should do? #seriously"
@MindlessBhavior soooo DO YOU SEE WHAT THEY'RE SAYING..... WHAT DO YOU HAVE TO SAY. OH (NOTHING CUZ YOU NEVER DO!!) Lol,"@MindlessBhavior So, do you see what they're saying? What do you have to say? Oh, nothing—because you never do! Lol"
SHOUT OUT @RealRaymondJ for making me laugh with that picture!!! Her mrs. Puff lookin ass.,Shout out to @RealRaymondJ for making me laugh with that picture! She really looks like Mrs. Puff.
"""Ahh , feel like dancing ... To promise by Ciara .. Its gone be cute""","Ah, I feel like dancing... to ""Promise"" by Ciara. It's going to be cute."
"""Lol Tuddie & Her Coussin Got My TL Live Thoe , They Funny Ahh Hell""","Lol, Tuddie and her cousin have my timeline lively though; they are funny as hell."
"""Hoes Bettter Dont Come In My Face Showing They Shoes , Hair , Phone Etc To Me Cause Im Str8 Going Off On You !""","Women better not come up to me showing off their shoes, hair, phone, etc., because I will definitely go off on you!"
Had To Go Cause All my Friends Going And Ion WANA See Them Children FACE Chilld,"I had to go because all my friends are going, and I don’t want to see those children’s faces, child."
@freshhhh_  Lol I Am In A Min ! Gotta Look Over Some Words For These Exams I Got ! Take Yo Ahh To bed !,"@freshhhh_  Lol, I will in a minute! I have to look over some words for these exams I have! Take your ass to bed!"
@_karliaa Lol ! Ight ! And Bitch get On With Thatt Shiit Talking About What A.M You So Fuck Slow Dude ! SMFH,"@_karliaa Lol! Alright! And girl, go ahead with that nonsense, talking about what time it is. You’re so damn slow, dude! Shaking my head."
"""I Been Thinkinng About Fuckking You  , I Been Thinking Kissinggg You  , Touchingg You , and Lovingg You !""","I have been thinking about having sex with you, I have been thinking about kissing you, touching you, and loving you!"
@Tweet_WithSwagg Lol On Ma Bruhh ! Lol Yeah I Talk To Him and Waitin On Somebody To Tell He Dont Want Me ... Lol hmmm,"@Tweet_WithSwagg Lol, I swear! Lol, yeah, I talk to him and I'm just waiting for someone to tell me he doesn't want me... Lol, hmm."
@_karliaa Lol IKR ! Beat Her Ugly Ahh ! Aye What Yall Doing today ? I'm BORED,"@_karliaa Lol, I know, right! Beat her ugly ass! Hey, what are you all doing today? I'm bored."
"""Pooh Nd DeeAINT NEVER TURNED ME DOWN , NOR BEEN FAKE TOWARDS ME ! Love Themm Guys :)""",Pooh and Dee have never turned me down or been fake towards me! I love those guys :)
"""Yall Somebody Just Gave Me 6 , 6 , 7.9 for A Rate on IG !""","Someone just gave me ratings of 6, 6, and 7.9 on Instagram!"
"""@iWish3x_Uwould Lol Who In The Hell You Thankk You Going Off On ? I Meant CALLING Yo Self Going Off On ? if I WANA BLOCK YOU ,I Would ! Hmph""","""@iWish3x_Uwould Lol, who in the world do you think you’re going off on? I mean, calling yourself going off on me? If I wanted to block you, I would! Hmph."""
"""@_DopestScorpio Lol Guhh You Know , The Two Couples , I Was Telling You About !""","""@_DopestScorpio Lol Girl, you know, the two couples I was telling you about!"""
@Exotic_Danger it ain't just me! Lol Hanna! I swear we automatically set eachother off...it's hella weird...never had that before ...,@Exotic_Danger It's not just me! Lol Hanna! I swear we automatically set each other off... it's really weird... I've never experienced that before...
Working hard for something you never had to work hard for is one of the hardest things!,Working hard for something you never had to work hard for is one of the most difficult things!
@marqil LOLOLOLOLOLOL!!!!!!! I hated myself for writing it but I just went with it because it was hilarious,"@marqil HAHAHAHAHAHAHA!!!!!!! I disliked myself for writing it, but I just went along with it because it was hilarious."
"""@marqil I'm singing You Are My God at Jubilee Feb.8th can you come?! I want to call you up!""","@marqil I’m singing ""You Are My God"" at Jubilee on February 8th. Can you come? I want to invite you up!"
I say that because you end up expecting more from people that they just can't give you...it's not their fault it's yours ..,"I’m saying that because you end up expecting more from people than they’re able to give you... it’s not their fault, it’s yours."
Any man can have a child. It takes a real man to be a father..,Any man can have a child. It takes a real man to be a father.
"""A hoe is like the first slice of bread in a loaf. EVERYBODY touches it, but NOBODY wants it""","A promiscuous person is like the first slice of bread in a loaf. Everyone touches it, but nobody wants it."
QUITA I TRIED TO STOP GOING ON YOU BUT YUH STEAY TALKIN SHYT BUT IF YOU HAVIN SHYT WHY YO KIDS GOT THE NEW K SWISS N NOT THE NEW MIKES? lbvs,"QUITA, I tried to stop talking about you, but you keep talking trash. But if you really have money, why do your kids have the new K-Swiss and not the new Nikes? LOL."
Make Them Notice That Yuh Luv En And Care Bouh Em Az Much Az They Do Yuh...  Daz Not Much At All,Make them notice that you love and care about them as much as they do you... which is not much at all.
"""S/O oo2 My Suh @_ItsLeshaBihh.. Smh Dont Even Fwm Lik She Shud, Luhh Diz Chick Doe.!""","Shout out to my friend @_ItsLeshaBihh. Shaking my head, she doesn’t even mess with me like she should, but I love this girl though!"
"""I Wonder What She Be Complainin Bouh All Da Tyme...  Be Kewl,  Yuh Whid Me Baby..  #Chill""","I wonder what she’s always complaining about... Just relax, you’re with me, baby. #Chill"
"""Ta Think,, Man Itz Ah Mother Out There Sumwhea About To Have The Nxt LEBRON JAMES..  #RNS""","To think, man, there is a mother out there somewhere about to have the next LeBron James. #RNS"
"""@iBall_012: @CashKidTaylored a bru i feel u....random thought)--> yo roommate look like an action figure Damn Dat Shit Too Funny kmsl""","""@iBall_012: @CashKidTaylored Hey bro, I understand you...random thought—your roommate looks like an action figure. Damn, that is too funny. I'm laughing so hard."""
We Hav Two Totally Diff Outputs Buh Itz Kewl Cuz Ik What She Feels...  It Iz What It Iz.!  #NoStress,"We have two totally different outcomes, but it’s cool because I know how she feels... It is what it is. #NoStress"
This Waznt Even Suppose Ta Be Ah Convo Ta Hav On Twitter..  Nuthin Waz Directed At All..  Be Kewl.!,This wasn’t even supposed to be a conversation to have on Twitter. Nothing was directed at anyone. Be cool!
I BELIEVE Ppl Do Way Too Much For Attention.. Engage Yurself In Wateva Makes Yuh Happy...  #SimpleAsThat,I believe people do way too much for attention. Involve yourself in whatever makes you happy. #SimpleAsThat
"""Nawh Not At All...  My Words Are Always Twisted Nd Means Sumthin Totally Diff From What I Actually Mean..  Ill CHANGE, #NoProblem""","No, not at all... My words are always twisted and end up meaning something totally different from what I actually mean. I’ll change, #NoProblem"
I Do All I Can Ta Change Shit Yuh Complain About Buh I Never Ever See Yuh Stepping Up Doin The Same When I Feel Lik Sum Shit Aint Right,"I do everything I can to change the things you complain about, but I never see you stepping up and doing the same when I feel like something isn’t right."
"""Man Diz Bihh Goin Ham On TL,  Buh Dont EVEN Cut Up Lik Dat In Person...  Y Da Fuck Yuh Gotta Stunt.?""","Man, this girl is going off on the timeline, but she doesn’t even act like that in person... Why do you have to show off?"
@_codeinecowboii Nuthin Fr Fr.... Well Nuthin I Cant Handle.!  Im Glad Yuh Care Tho.. Atleast Ik SUMBODY  Do...,"@_codeinecowboii Nothing for real, for real... Well, nothing I can't handle! I'm glad you care though. At least I know somebody does..."
"""I Woke Her Up Nd Ask For Ah Massage,  She Said Yes Buh Went Strait Back Ta Sleep....  Im Guessing Itz Da D.!""",I woke her up and asked for a massage. She said yes but went straight back to sleep... I’m guessing it’s because of the D!
"""Dont Worry Bouh What Happened Ta Me Nd Dem Otha Girls, Cuz BELIEVE Me What Ever Happened They Got What They Deserved""","Don't worry about what happened to me and those other girls, because believe me, whatever happened, they got what they deserved."
"""Fuck This,  When I Get Back Ta Tuscaloosa, Im Going Ta Take Diz ASVAB Nd Get My Ass Sent Off.! Tired Of Procrastinating""","Forget this. When I get back to Tuscaloosa, I'm going to take this ASVAB and get myself sent off. I'm tired of procrastinating."
"""@_BluElegance_ And I Was,  Nd I Also Said I Was Cumn Back Home.....  Yuh Still Cudve Said Something.!""","""@_BluElegance_ And I was, and I also said I was coming back home... You still could have said something!"""
"""Gets Up Early, Cums Home Nd Cook For Me, Falls Asleep, Wakes Up Nd Grab Her Phn.....  Damn I Gets No Conversation.! Its Kewl Tho""","Gets up early, comes home and cooks for me, falls asleep, wakes up and grabs her phone... Damn, I get no conversation! It's cool though."
"""@Uniquee_Taee i can't stop thinking about that argument you told me that happened Friday , lmfaoo !""","@Uniquee_Taee I can't stop thinking about that argument you told me about that happened on Friday, haha!"
"""@xKickRocksx_ lmaoo , don't hoe yourself with these quotes that you dont even use .""","""@xKickRocksx_ lol, don’t embarrass yourself with these quotes that you don’t even use."""
If De'Asia don't STFU about being a tomboy .. I'm going to shoot her !!,"If De'Asia doesn't stop talking about being a tomboy, I'm going to shoot her!"
Its too many gay females in my school ! Like why don't you like dick ?? You haven't even tried it ! O.o,There are too many lesbian females at my school! Why don’t you like men? You haven’t even tried it! O.o
@Domo_G6 g I got a ps3 wit five games n 2 controls for tha buck fifty,"@Domo_G6 Hey, I have a PS3 with five games and two controllers for one hundred fifty dollars."
"""So ashamed at the wrong, dumb, lazy, choices ive made and now have too live wit""","So ashamed of the wrong, foolish, and lazy choices I’ve made and now have to live with."
A good man in the house .......now u can rest.....bet u never scream a nigga's whole name out,A good man is in the house... now you can relax... I bet you never shout a man's full name out.
@therealmarymary hay u guys didnt break the group up ....cause it was some fans up set bout dat,"@therealmarymary Hey, you guys didn’t break up the group, did you? Because there were some fans upset about that."
"""God is awsome i have a new team manger ,but I still hav a job""","God is awesome. I have a new team manager, but I still have a job."
Im old fashion cause I still open car doors instead of making u opren and close them...,I’m old-fashioned because I still open car doors instead of making you open and close them.
We're not even a full 3 hrs into the new year and I'm already having a debate with myself. #TooSoon,"We are not even a full three hours into the new year, and I am already having a debate with myself. #TooSoon"
"""So I realized where the dislike for my hair is stemming from, it's bcuz I'm doing it myself.""",So I realized that the reason people dislike my hair is because I’m doing it myself.
Y'all don't wanna let the white folks know they are around the corner from Rick Ross' old house. #IGetIt,You all don't want to let the white people know that they are just around the corner from Rick Ross's old house. #IGetIt
@GrayMatta @NaturallyE_08 *tweet dropping* They aren't. There are plenty of white folk where I live with locs. *steps out convo*,@GrayMatta @NaturallyE_08 *tweet dropping* They are not. There are plenty of white people where I live with locs. *steps out of the conversation*
I hate when ur sweeping or straightening up something and people  come behind u doing the same thing. #PetPeeve,I dislike it when you are sweeping or tidying something up and people come behind you doing the same thing. #PetPeeve
What's the deal: Alicia Keys sing the National Anthem and Beyonce soon the half time show. My tv will be on mute,What’s going on: Alicia Keys is singing the National Anthem and Beyoncé is doing the halftime show. My TV will be on mute.
"""@NaturallyE_08 chile, I just noticed ur locs were gone! I love ur new do. Mine will be gone this Sat!""","""@NaturallyE_08, I just noticed your locs are gone! I love your new hairstyle. Mine will be gone this Saturday!"""
"""@iamkimmies Yay, welcome to the clan!! I got stuck on ep 6 before they took the series down.""","""@iamkimmies Yay, welcome to the group! I got stuck on episode 6 before they removed the series."""
"""@iamkimmies I've been picking them out for 2 wks, but I got my hair cut abt 2 hrs ago""","""@iamkimmies I have been picking them out for two weeks, but I got my hair cut about two hours ago."""
"""@OsKi252 This is the end of wk 4, so you should have $10 saved. Next wk, you will save $5""","""@OsKi252 This is the end of week 4, so you should have $10 saved. Next week, you will save $5."""
I stepped out my warm home to hang out with frat in 28 degree weather. I'm so grateful to be back home. #ThatsLove,I left my warm home to spend time with my fraternity brothers in 28-degree weather. I'm so grateful to be back home. #ThatsLove
If I would have shown u my emotions you still wouldn't have done ish .......,"If I had shown you my emotions, you still wouldn’t have done anything......."
After work study hit up the caf change for practice then back to work study,"After work-study, I went to the cafeteria, changed for practice, then went back to work-study."
Trying to decide if I should drive to get something I absolutely need and have a chance of get stuck or just not having what I need  lol,"I'm trying to decide if I should drive to get something I absolutely need and risk getting stuck, or just go without what I need. Lol."
Dnt put ur rotten fingers in my face or your crumby ass booty on me..... Those are the rules of Cree .... Very simple ....,Do not put your dirty fingers in my face or your filthy butt on me. Those are the rules of Cree. Very simple.
@A_WayOfficial u got it my guy @kwik1 been put me up on u from the intavention,"@A_WayOfficial you’ve got it, my friend. @kwik1 has been telling me about you since the beginning."
@liltunuchi got me scouring the city for #Fireball that joint taste like tthe candy tho,"@liltunuchi has me searching the city for #Fireball. That drink tastes like the candy, though."
so so sorrryyyy Babbbbyyyyy all u have to do im say that im sorry nd im in love with u baby I want this,"I'm so, so sorry, baby. All you have to do is say that you're sorry and that you're in love with me, baby. I want this."
Tahiry nd joe got that never ending relationship ole girl better look out. While her man eating steak nd ice cream from another woman #LHHNY,Tahiry and Joe have that never-ending relationship; the other woman better be careful. While her man is eating steak and ice cream from another woman. #LHHNY
"""@TheMightyyDuck: On a crazy scale of 1-10 all light skinned girls are 10.. we know!!!!!""","""@TheMightyyDuck: On a craziness scale of 1-10, all light-skinned girls are a 10. We know!"""
"""@PRETTYBRITT01 man you a lie...I aint seen you since July 6, 2011...so I kno u flexin lol""","""@PRETTYBRITT01 man, you’re lying...I haven’t seen you since July 6, 2011...so I know you’re pretending lol"""
@talltexan2000 I can find u a nice pit momma and I'll help u train him,@talltexan2000 I can find you a nice pit bull mother and I'll help you train him.
@chinkyeyedbella she'll get use to it after a few days but you'll have to let her scream.. I train dogs,"@chinkyeyedbella She’ll get used to it after a few days, but you’ll have to let her scream. I train dogs."
"""I laugh everytime I see a bird chest in a avi, them lil niggas be gettin chosed?""",I laugh every time I see a skinny guy in a profile picture; do those little guys really get chosen?
""", l miss you likee everyday wannaa be w. But your away, l miss you missinn you insanee but if I got w. You would it feel samee samee""","I miss you like every day, I want to be with you. But you’re away, I miss you—missing you is driving me insane. But if I got to be with you, would it feel the same?"
@_LILQUeEN_ Tf ' &&& if itss on my pagee you mustaa been twatchinn me hard clappinn your gumss bout somethinn l said it aint in my tweetss,"@_LILQUeEN_ The fuck? And if it’s on my page, you must have been watching me closely, talking about something I said that isn’t even in my tweets."
"""Boy eats pussy = he gets props , girl suck dick = she's a hoe, boy cries over girl = he's in love. girl cries over boy = she's dumb -__- TF?""","Boy performs oral sex on a woman = he gets praise, girl performs oral sex on a man = she’s called promiscuous, boy cries over a girl = he’s in love, girl cries over a boy = she’s considered foolish. What is that about?"
. if you will let a person they will always try to make u unhappy,"If you allow a person to, they will always try to make you unhappy."
Now My cuzzin Bf down sat Up dere And said He Wish he Coulda got Me Befo he Meet My cousin,Now my cousin’s boyfriend sat up there and said he wishes he could have gotten with me before he met my cousin.
Bringing me some snacks today!!! Since we won't be able to leave the classroom for two freaking hours,Bringing me some snacks today! Since we won’t be able to leave the classroom for two whole hours.
Oh so now #oomf wnna retweet my tweet bt she been freaking shady af... N I been txtn ha behind bt its cool,"Oh, so now one of my followers wants to retweet my tweet, but she has been really shady... And I’ve been texting her behind the scenes, but it’s cool."
Finally have my bae smelling like my cologne.... Its called Intensity >>>>>>> that junk on point,I finally have my significant other smelling like my cologne. It’s called Intensity — that stuff is perfect.
I Love My Wife To Death I Wish A Nigga Will Fucc With Her #6oyfriendtweet,I love my wife to death. I wish someone would mess with her. #boyfriendtweet
"""Second time taking a trip to the store, it better be open this time !""",This is my second time going to the store; it had better be open this time!
"""Liteskin a niggas been out of style, when I think of them I of reebok #done&overwith""","Light-skinned guys have been out of style; when I think of them, I think of Reebok. #done&overwith"
@SomeYellowBonee oh cause I was about to say.. They gonna sell that phone for 1000$,"@SomeYellowBonee Oh, because I was about to say... They're going to sell that phone for $1,000."
@ShockgotJUICE lol.. Oh ite cause she was talking about tweak & I'm like 7 tweak,"@ShockgotJUICE lol... Oh, alright, because she was talking about tweak and I’m like, I don’t mess with tweak."
I never seen people besides adults wear so much weave til I got to high school!  Smh.,I had never seen anyone besides adults wear so much weave until I got to high school! Shaking my head.
"""thinkin bout my future n I'm like damn,  I'm almost grown and almost done with school and Ish ! I'm growing up so fast , slow down a little!""","Thinking about my future and I'm like, wow, I'm almost an adult and almost finished with school and everything! I'm growing up so fast—slow down a little!"
I'm tryna stay up ! I done ate and took my bath. His ass better call me tonight or Ian talking to him for the rest of the week,I'm trying to stay awake! I’ve already eaten and taken my bath. He better call me tonight or I’m not talking to him for the rest of the week.
I wanna sleep until i reach my peak in life but lets be realistic. #thoughts,"I want to sleep until I reach my peak in life, but let's be realistic. #thoughts"
I aint neva been in love before and now that i am i dont want 2 be. i dnt like emotions!!!!!,"I have never been in love before, and now that I am, I don’t want to be. I don’t like emotions!"
I wish a nigga would spit on me fuck all that fighting shit imma stab yo ass. #realshit,"I wish someone would spit on me—forget all that fighting, I’m going to stab you. #realshit"
@YELL_low_bone_ nawww cause yoo ass was in iss and you was in iss and yo ass wanted to get out.,"@YELL_low_bone_ No, because you were in ISS and you were in ISS and you wanted to get out."
Let the lights cutoff in a dekalb school all hell break loose at salem we sit and wonder what if. Rockdale lame af.,"If the lights go out in a DeKalb school, everything goes crazy, but at Salem we just sit and wonder what would happen. Rockdale is really lame."
@AndMecca_ if everybody making u mad u might as well make me be da man dat keep u happy,"@AndMecca_ if everyone is making you mad, you might as well let me be the man who keeps you happy"
Yall can say u aint fucking with no young nigga all yall want I could have all yall pussy poping and getting this money fuck with da youngin,"You all can say you’re not messing with any young guys all you want, but I could have all of you partying and making money if you gave the young one a chance."
"""@One_Mamacita I got sour ,kush ,og kush, ny sour ,granddaddy purp , lake monster ,naps, juicy fruit ,an cannon ball""","@One_Mamacita I have Sour, Kush, OG Kush, NY Sour, Granddaddy Purp, Lake Monster, Naps, Juicy Fruit, and Cannon Ball."
@xoFuckYou_ Ight u the most cute most prettiest girl I've seen an ut smile is breath taking,"@xoFuckYou_ Alright, you are the cutest and most beautiful girl I’ve seen, and your smile is breathtaking."
@Aa_fuckn_SIN *Bitch I know wtf hoe just worry boud were you gone be tomorrow KMS,"@Aa_fuckn_SIN *Bitch, I know what the fuck is going on. Just worry about where you’re going to be tomorrow. KMS"
I could be the king.. and u could be my queen... and we could be a team and fufill each others dreams #TyrisTweet,"I could be the king, and you could be my queen, and we could be a team and fulfill each other’s dreams. #TyrisTweet"
@ItsMi_ShyShy I don't need to ask questions when I already see the actions to my question actions speak louder than words,@ItsMi_ShyShy I don't need to ask questions when I can already see the actions; actions speak louder than words.
@PinkyyMonroe BABYYYYY DONT BE LIKE THAT I LOVEEEEEEE YOUUUU *singing* BABY COME BACK YOU CAN BLAME ALL ON ME ... continues,"@PinkyyMonroe Baby, don’t be like that. I love you! *singing* Baby, come back, you can blame it all on me... continues"
@MulaaaOG POOF There Goes Your Ipad POOF There Goes Yo IPhone POOF POOF POOF What U Do This Time MF !,"@MulaaaOG POOF There goes your iPad, POOF there goes your iPhone, POOF POOF POOF. What did you do this time, man?"
S/o to all the bald head ass niggas w/ no hat on outside!  Yall head cold is shit!  Ctfu,Shout out to all the bald-headed guys with no hat on outside! Your heads must be so cold! I'm cracking up.
Respect should be PRINTED in ya mannerisms!  Everybody heard when they was growing up that you gotta GIVE respect to GET respect!,Respect should be evident in your mannerisms! Everyone heard while growing up that you have to give respect to get respect!
@SdFu_N_KissMe Yea my fault it is too late/early for all that. Dont stale face me thoe  ! Uk that shit was funny!,"@SdFu_N_KissMe Yeah, my bad, it is too late/early for all that. Don’t give me a blank look though! You know that was funny!"
I cant look like a teddy bear if im skinny is shit!  Ima look like a leamer or sutn!,I can't look like a teddy bear if I'm skinny as hell! I'm going to look like a lemur or something!
"""I like when i warn a bitch, then exactly what i warned them about HAPPENS! I be in my head like Told yo dumb ass""","I like when I warn someone, and then exactly what I warned them about happens! In my head, I’m just thinking, “Told you, you should have listened.”"
"""Cutting in to my ME time and shit!  If i wanted to get a nut off, id beat dis DIH!  Lol i tell YOU when to come get dis dick!  No vice versa""","Interrupting my personal time and everything! If I wanted to have an orgasm, I’d take care of it myself! Lol, I’ll tell YOU when to come get this dick—not the other way around."
My 2 new babies should be coming today or tommorrow: )) i doubt it thoe -__- darnell french vanilla waffer head ass prolly aint order them!,"My two new babies should be coming today or tomorrow. I doubt it though—Darnell, with his French vanilla wafer head, probably didn’t even order them!"
Mad im broke is shit -_- left my brand new jacket in my coach car nd shit. He needa bring that #Asap,I'm really upset that I'm broke—left my brand new jacket in my coach's car and everything. He needs to bring that back as soon as possible.
I really wanted them TrueBlues but who ever the fuck ass owner was aint hit me back up!,"I really wanted those True Blues, but whoever the owner was didn’t get back to me!"
If aint shit popping than i can just get me some chinese or sut'n. #Rs,"If nothing is happening, then I can just get myself some Chinese food or something. #Rs"
Stop fucking w/ them hoes that cluck!  They the same mf ones that got me stuck!,Stop messing with those women who gossip! They’re the same ones who got me into trouble!
So nobody trynna let me rape they pockets thoe ?? Ok. . . Fuck Yall,So nobody is trying to let me take their money though? Okay... Forget you all.
ctfu RFT @ihaveno_COT: - I'm reel sad she blocked me :( lol it won't like I was picking w her or anything I jus poped her & left her lone,"LOL, retweet @ihaveno_COT: I'm really sad she blocked me :( haha, it's not like I was bothering her or anything—I just messaged her and left her alone."
I like to see a woman in a BIG ASS truck!  That shit sexy (;,I like to see a woman in a really big truck! That’s so attractive (;
Break up w/ the jawn i cutem off for and what that leave me w/ . . .not nea nutta HOE!,"Break up with the woman I cut everyone else off for, and what does that leave me with... not a single woman!"
"""It wasnt all this at first but we just kept praying now im on u, you a bad ass bitch yes mam and oh yes mam""","It wasn’t like this at first, but we just kept praying. Now I’m with you; you’re a confident, amazing woman—yes ma’am, oh yes ma’am."
"""Soon as i get home its gone be work time, u know cuz we like to fuck like its the first time!""","As soon as I get home, it’s going to be time to get to work, you know, because we like to have sex like it’s the first time!"
"""She told me she had a crush on me in 7th grade, HOW THE FUCK IS THAT HELPFUL NOW??  tellin me 2years later and shit ! Foh lol""","She told me she had a crush on me in 7th grade. How is that supposed to help me now? Telling me two years later and everything! Get out of here, lol."
Im not good w/ rejection AT ALL!  I blaze a bitch in a SPLIT SEC.,I do not handle rejection well at all! I cut someone off in a split second.
"""@MiaGotCAKES_: Fuck it , im desperate as hell . I hate being single now :/""","""@MiaGotCAKES_: Forget it, I'm really desperate. I hate being single now :/"""
If ont like you ian gone r/t yo shit . Even if i agree *shruggs,"If I don’t like you, I’m not going to retweet your stuff. Even if I agree. *shrugs*"
Cuz more then likely he gone do wtf he want so y do i care,"Because more than likely he’s going to do whatever he wants, so why should I care?"
What she mean by we she doin this shit alone the rest of us not finna be included in her alcoholic problems lmao,"What does she mean by ""we""? She’s doing this alone—the rest of us are not going to be included in her alcoholic problems, lmao."
Mom said i can have a sip i told her ass you take a sip nd give me the damn bottle,"Mom said I could have a sip. I told her, ""You take a sip and give me the damn bottle."""
My cousin just layed on me nd said my boobs are like 2 perfectly propped pillows im like wtf,"My cousin just lay on me and said my breasts are like two perfectly propped pillows. I was like, what the heck?"
"""@Boguss2x all you said was Nothing what you want me to do if you one wording""","""@Boguss2x All you said was nothing. What do you want me to do if you’re only giving one-word responses?"""
Bout to put on my pjs that bae bought me nd watch a movie with this bag of hot fries,About to put on the pajamas that my significant other bought me and watch a movie with this bag of hot fries.
I just walked about 6 or 7 miles and pushing a stroller...body is gonna be on point with all this damn walking,I just walked about 6 or 7 miles while pushing a stroller...my body is going to be in great shape with all this walking.
Times like these is when babies get made so I am staying as far away from him as possible,"Times like these are when babies are conceived, so I am staying as far away from him as possible."
I tell the kid to go to bed...he goes upstairs and proceeds to do karate...I'ma knock him out,I tell the kid to go to bed... he goes upstairs and starts doing karate... I'm going to knock him out.
Blessed morning Kings & Queens! Give praise to the Most High for another beautiful day!,"Blessed morning, Kings and Queens! Give praise to the Most High for another beautiful day!"
Ill be the one ill be the light where u can run 2 make it alright,"I’ll be the one, I’ll be the light where you can run to make it all right."
@John_linen_IV can't do wat he did in hell in a cell and def cud never top him in a ladder match lol,"@John_linen_IV can’t do what he did in Hell in a Cell and definitely could never surpass him in a ladder match, lol."
"""Nobody In This House Got A Fucking Job So You'll Never See Me Saying  Who Gone Bussup  Them Mf'ers Never Leave .""","No one in this house has a job, so you’ll never hear me asking who’s going to step up. Those people never leave."
If I Cant Even Write A Smiley Face On A Nigga Picture.  What Makes You Think You Can Turn Around And Do It .,"If I can’t even write a smiley face on a guy’s picture, what makes you think you can turn around and do it?"
"""Ex Hit Me With That  Ill Treat You Better Than Before  Blahhh ! You Had Your Chance You Ruined It .""","My ex hit me with that ""I'll treat you better than before"" stuff. Ugh! You had your chance and you ruined it."
& Ion Fuck Around When It Comes To The Niggas I Fuck With Or Fucked With .,I don’t play around when it comes to the people I’m close to or used to be close to.
"""#Oomf Be Lien For No Apparent Reason .  Ion Talk To Her  Face Ass #Key .""","""#One of my followers lies for no apparent reason. I don’t talk to her, fake person. #Key."""
@Mixed_Terms Hell Nah . Why Tf Would You Stalk Them . They Aint Shit !,@Mixed_Terms Absolutely not. Why would you stalk them? They’re not worth it!
One minute she blahh I love him next she blahh I hate him Lol #Confused,"One minute she’s like, “I love him,” next she’s like, “I hate him.” Lol #Confused"
My Cousin Asked This Guy Could He Bust A Nutt Out His Dick Head . Ctfu .,My cousin asked this guy if he could ejaculate from the tip of his penis. I'm cracking up.
